S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,270946.0,G.P.ACHARYA,INR,"2,792,711",Finance,Summary,R.K Dhiman,23-Mar-2022 02:27 PM,finance_87108.pdf,BOQ Comparative Chart,Technical,Summary,R.K Dhiman,22-Mar-2022 01:36 PM,technical_87108.pdf,1.0,270946.0,G.P.ACHARYA,19-Mar-2022 03:51 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,20-Apr-2022 12:49 PM,Executive Engineer,Internal,"Executive Engineer, DA, HDM, Supdt G-II",R.K Dhiman,23-Mar-2022 02:31 PM,finsummary_87108.pdf (208.49 KB),02-Apr-2022,"INR 1,673,057",60.0,R.K Dhiman,20-Apr-2022 12:49 PM,Award.pdf (712.00 KB),Award,PWD,2022_PWD_57708_1,AMP Kailash pur to Samlaher road,"ANNUAL MAINTENANCE PLAN FOR KAILASH PUR TO SAMLAHER DRRP No HP0411VR005812301 KM 0/0 TO 1/0, CHATHAMI TO KANDRAL DRRP No HP0411VR003112301KM 0/0 TO 1/0",Executive Engineer,Internal,"Executive Engineer, HDM, Supdt G-II",R.K Dhiman,22-Mar-2022 01:37 PM,22-Mar-2022 03:00 PM,techsummary_87108.pdf (249.16 KB),AOC,PWD,AMP Kailash pur to Samlaher road,2022_PWD_57708_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Mar-2022 05:30 PM,21-Mar-2022 11:30 AM,08-Mar-2022 05:40 PM,19-Mar-2022 05:00 PM,NA ,NA ,08-Mar-2022 05:40 PM,19-Mar-2022 05:00 PM,22-Mar-2022 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,"ANNUAL MAINTENANCE PLAN FOR KAILASH PUR TO SAMLAHER DRRP No HP0411VR005812301 KM 0/0 TO 1/0, CHATHAMI TO KANDRAL DRRP No HP0411VR003112301KM 0/0 TO 1/0",PROVIDING AND LAYING TACK COAT AND BITUMINOUS CONCRETE INCLUDING PROFILE CORRECTION) (YEAR 2022-23 RURAL ROADS),Please refer Tender documents. ,NA ,"16,73,057",Civil Works - Roads,NA ,Tender,75.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,1.0,ICICI BANK,500.0,Nil,Nil,No,Executive Engineer,Executive Engineer HPPWD Division Jaisinghpur,"33,500",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2.0,270540.0,Kulvinder,19-Mar-2022 03:37 PM,Rejected-Finance,Rejected due to higher rates bidder L2,23-Mar-2022 02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
