Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,PW-CTR-29-Rajgarh/21-11057 dt. 27.07.2021,2021_PWD_51739_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of link road to village Ser Jagas for development of Tourist point i.e. Adventure Hut cum cafeteria Km 0/0 to 2/250,"SH- C/O 5/7 mtr.wide formation cutting, retaining structures, GSB, Wet mix, 30mm BC, Cross drainage, Drain, Parapets and Sign board,wire crate etc)Under Nai Raahein Nai Manzilien.",Please refer Tender documents. ,NA ,"2,05,07,058",Civil Works - Roads,NA ,Tender,75.0,545.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,"4,10,200",No,fixed,,Nil,Nil,28-Aug-2021 02:00 PM,04-Sep-2021 11:00 AM,28-Aug-2021 02:00 PM,04-Sep-2021 10:30 AM,NA ,NA ,28-Aug-2021 02:00 PM,04-Sep-2021 10:30 AM,08-Sep-2021 11:00 AM,"5,000",Nil,Nil,No,1.0,ICICI BANK,AOC,1.0,233685.0,CHANDAN SWAROOP,INR,"16,076,889",Finance,SUMMARY,Narender verma,14-Sep-2021 05:12 PM,finance_77348.pdf,BOQ Comparative Chart,1.0,233685.0,CHANDAN SWAROOP,02-Sep-2021 02:33 PM,Accepted-AOC,L-1,21-Apr-2022 04:48 PM,Technical,SUMMARY,Narender verma,07-Sep-2021 03:50 PM,technical_77348.pdf,Er. Narender Kumar Verma EE,Internal,"Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt.",Narender verma,08-Sep-2021 10:53 AM,08-Sep-2021 11:00 AM,techsummary_77348.pdf (2309.32 KB),PWD,2021_PWD_51739_1,PW-CTR-29-Rajgarh/21-11057 dt. 27.07.2021,Construction of link road to village Ser Jagas for development of Tourist point i.e. Adventure Hut cum cafeteria Km 0/0 to 2/250,21-Apr-2022,"INR 20,507,058",545.0,Narender verma,21-Apr-2022 04:48 PM,AOC.pdf (1786.00 KB),work awarded to Sh. Chandan Swaroop Govt. contractor,Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE, Sh.Ghanshyam Dass Supdt. G-II, Sh.Krishan Singh Supdt. G-II, Smt.Asha Kamal DHD, Sh. Ghan Shyam Jr. Asstt",Narender verma,30-Sep-2021 04:24 PM,finsummary_77348.pdf (2102.01 KB),AOC
,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,2.0,233995.0,Ranjeet Singh,04-Sep-2021 09:46 AM,Rejected-Finance,L2,30-Sep-2021 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule Sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,233699.0,Vinay Thakur,02-Sep-2021 10:52 PM,Rejected-Finance,L3,30-Sep-2021 04:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST REGISTRATION-Refer General Rule Sr. No 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No 8 duly signed Gen. Rule Sr. No 26.7.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of work completed and in Hand As per Gen. Rule and Direction Sr.No.19 of bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Permanent Account Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Minimum Work Done Certificate as per Gen. Rule Sr.No.26.2(b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Equipment detail Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,PROOF OF MANDATORY MACHINERY TOOL AND PLANTS as per Gen. Rules 25 and Schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
