Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Technical,summary,Arvind Lakhanpal,12-Aug-2021 11:56 AM,technical_75386.pdf,1.0,229125.0,MOHINDER PAL GOVT. CONTRACTOR,10-Aug-2021 07:49 PM,Rejected-AOC,L2,02-Apr-2022 04:20 PM,Finance,pretechbid,Arvind Lakhanpal,14-Sep-2021 06:26 PM,finance_75386.pdf,BOQ Comparative Chart,1.0,229446.0,sonam soni,INR,"1,562,125",EE,Internal,Supdt/DAO/HDM,Arvind Lakhanpal,14-Sep-2021 06:28 PM,finsummary_75386.pdf (110.28 KB),26-Feb-2022,"INR 2,034,933",60.0,Virender Singh Guleria,02-Apr-2022 04:20 PM,AWARD.pdf (1047.00 KB),OK,PWD,2021_PWD_50334_3,No/PW/TDD/NIT/2021,C/O link road to Harizan Basti Swahlwa km. 0/0 to 0/600.,EE,Internal,Supdt/HDM/DAO,Arvind Lakhanpal,19-Aug-2021 11:58 AM,21-Aug-2021 10:30 AM,techsummary_75386.pdf (187.09 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Fee,1.0,Date and other,Date,,500.0,Nil,Nil,No,"Executive Engineer, HPPWD Division Tauni Devi","Executive Engineer, HPPWD Division Tauni Devi",1.0,ICICI BANK,26-Jul-2021 06:30 PM,12-Aug-2021 11:00 AM,26-Jul-2021 06:30 PM,12-Aug-2021 11:00 AM,NA ,NA ,26-Jul-2021 06:30 PM,12-Aug-2021 11:00 AM,21-Aug-2021 10:30 AM,C/O link road to Harizan Basti Swahlwa km. 0/0 to 0/600.,"P/L GSB, WMM and 2.5cm thick premix carpet with seal coat in km. 0/0 to 0/600",Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,60.0,Executive Engineer Tauni Devi Division,177023.0,NA ,NA ,NA ,"Executive Engineer, HPPWD Division Tauni Devi",No ,No,PWD,No/PW/TDD/NIT/2021,2021_PWD_50334_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"38,000",No,fixed,,Nil,Nil,AOC
,,,,,2.0,229123.0,SAJEEV KUMAR GOVT.CONTRACTOR,10-Aug-2021 07:42 PM,Rejected-Technical,Not Admitted,19-Aug-2021 11:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,EMD,2.0,corrigendum,Technical Bid,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,3.0,229446.0,sonam soni,12-Aug-2021 08:33 AM,Accepted-AOC,L1,02-Apr-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,GST No. along with latest return of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work Done Certificate (General Rule No. 19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Work in hand Certificate (General Rule No.19),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him (General Rule No.16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
