Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Finance,Attached,Vivek Sharma,10-Mar-2022 05:38 PM,finance_84687.pdf,BOQ Comparative Chart,1.0,261453.0,PAWAN KUMAR RANA,INR,"4,101,010.15",1.0,Corrigendum,Corrigendum,17-Feb-2022 11:28 AM,Corrigendum.pdf ,623.84,Technical Opening,Technical,Attached,Vinod Kanwar,18-Feb-2022 10:29 PM,technical_84687.pdf,1.0,261276.0,AJAY THAKUR GOVT CONT,06-Feb-2022 02:56 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,02-Apr-2022,"INR 4,087,967",30.0,Vivek Sharma,02-Apr-2022 08:18 PM,HPSSCBHamirpurAwar.pdf (1820.00 KB),Award,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,10-Mar-2022 05:42 PM,finsummary_84687.pdf (609.39 KB),Executive Engineer,Internal,"T.A, Supdt, HDM, DAO,AE to EE",Vinod Kanwar,18-Feb-2022 10:35 PM,19-Feb-2022 04:00 PM,techsummary_84687.pdf (3745.51 KB),PWD,2022_PWD_56326_1,C/O residential building H.P. SSC Hamirpur,Construction of residential building for Officers and Officials of H.P. Staff Selection Commission Hamirpur Distt. Hamirpur,AOC,PWD,C/O residential building H.P. SSC Hamirpur,2022_PWD_56326_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of residential building for Officers and Officials of H.P. Staff Selection Commission Hamirpur Distt. Hamirpur,SH Site development and construction of retaining wall over Plot No. 200/10 for Type-I to Type-IV Qtrs,Please refer Tender documents. ,NA ,"48,86,749",Civil Works - Buildings,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,"81,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,02-Feb-2022 09:00 AM,07-Feb-2022 11:00 AM,02-Feb-2022 09:00 AM,07-Feb-2022 10:30 AM,NA ,NA ,02-Feb-2022 09:00 AM,07-Feb-2022 10:30 AM,19-Feb-2022 04:00 PM,1.0,ICICI BANK,"2,000",Nil,Nil,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,AOC
,,,,,,,,,,,,,,,,,,,,,,,2.0,261366.0,ANKUSH PARMAR,06-Feb-2022 05:36 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3.0,261488.0,BONSRA CONSTRUCTION COMPANY,06-Feb-2022 06:19 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4.0,261365.0,Gulam mohammad,06-Feb-2022 01:22 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5.0,261277.0,Kanwar Abhishek,06-Feb-2022 11:19 AM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6.0,261200.0,NAVNEET SINGH GOVT CONTRACTOR,05-Feb-2022 02:36 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery.",,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7.0,261453.0,PAWAN KUMAR RANA,06-Feb-2022 03:38 PM,Accepted-AOC,l1,02-Apr-2022 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8.0,261229.0,SANJEEV KUMAR GOVT CONTRACTOR,04-Feb-2022 05:52 PM,Rejected-Technical,Non Responsive,18-Feb-2022 10:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,9.0,261443.0,SATISH KUMAR SHARMA,06-Feb-2022 07:27 PM,Rejected-Finance,l2,10-Mar-2022 05:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand/work done detail counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,AOC
