Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,PWD,PW-SNR-CB-E-Tender/Giriraj/ 21- 16204-14 dt. 7.3.2,2022_PWD_57669_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,"2,33,100",No,fixed,,EE Sundernagar,Sundernagar,09-Mar-2022 09:00 AM,16-Mar-2022 11:30 AM,09-Mar-2022 09:00 AM,16-Mar-2022 10:00 AM,NA ,NA ,09-Mar-2022 09:00 AM,16-Mar-2022 10:00 AM,23-Mar-2022 11:00 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,1.0,ICICI BANK,Annual repair and maintenance of NH-21 (New NH-154) Chandigarh Mandi Manali road between KM 156/750 to 165/300,"SH Providing and laying renewal coat with BM 30mm thick bitumen concrete at RD 156/750 to 157/0, 157/0 to 158/0, 160/0 to 161/0 and 162/0 to 163/0 and road marking).",As per bid document ,NA ,"1,16,50,682",Civil Works,Tarring ,Tender,75.0,NA ,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,"5,000",EE Sundernagar,Sundernagar,No,AOC,Finance,FBOS,Chaman Singh,23-Mar-2022 04:50 PM,finance_87052.pdf,BOQ Comparative Chart,1.0,270140.0,Ajmer Singh,INR,"9,332,195.75",1.0,270188.0,Ajay Handa,16-Mar-2022 09:33 AM,Rejected-Finance,Not found lowest,08-Apr-2022 05:52 PM,Technical,BOS,Chaman Singh,21-Mar-2022 05:26 PM,technical_87052.pdf,Er. D.R. Chauhan Executive Engineer,Internal,Er. Hitesh Sharma AE Dehar Sushil Kumar DA Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt. Gr-II,Chaman Singh,21-Mar-2022 05:34 PM,23-Mar-2022 11:00 AM,techsummary_87052.pdf (1012.43 KB),PWD,2022_PWD_57669_1,PW-SNR-CB-E-Tender/Giriraj/ 21- 16204-14 dt. 7.3.2,Annual repair and maintenance of NH-21 (New NH-154) Chandigarh Mandi Manali road between KM 156/750 to 165/300,08-Apr-2022,"INR 9,332,195.75",90.0,Chaman Singh,08-Apr-2022 05:54 PM,AOCNH.pdf (842.00 KB),AOC issued,Superintending Engineer 1st Circle HPPWD Mandi,Internal,Executive Engineer (D) 1st Circle Mandi Executive EngineerHPPWD Sundernagar CHD Supdt. Works,Chaman Singh,08-Apr-2022 05:52 PM,finsummary_87052.pdf (841.88 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2.0,270140.0,Ajmer Singh,15-Mar-2022 06:58 PM,Accepted-AOC,Being lowest,08-Apr-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3.0,270249.0,"Prem Lal, govt. Contractor",15-Mar-2022 08:53 PM,Rejected-Technical,Being non responsive,21-Mar-2022 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4.0,270273.0,S.A. ASSOCIATES,16-Mar-2022 12:27 AM,Rejected-Finance,Not found lowest,08-Apr-2022 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done / in hand / Bidding Capacity as per general rules No. 16 and 26.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical staff as indicated in Clause-32 and schedule F,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
