Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
14-Mar-2022 02:00 PM,21-Mar-2022 11:30 AM,14-Mar-2022 02:00 PM,21-Mar-2022 10:00 AM,NA ,NA ,14-Mar-2022 02:00 PM,21-Mar-2022 10:00 AM,26-Mar-2022 11:00 AM,PWD,PWD- Civil-14679-14708-Tanda,2022_PWD_57137_39,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,"27,200",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,ICICI BANK,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 3/000 to 4/000),Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 3/000 to 4/000),Please refer Tender documents. ,NA ,"13,58,275",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,AOC,Finance,sum,Suresh Kumar Walia,16-Apr-2022 02:44 PM,finance_87504.pdf,BOQ Comparative Chart,1.0,270468.0,Chamunda Construction Works,17-Mar-2022 03:03 PM,Rejected-Finance,Lowest 2,16-Apr-2022 02:45 PM,1.0,CORRIGENDUM,Revoke,25-Mar-2022 02:32 PM,15.pdf ,944.36,Technical Opening,Technical,sum,Suresh Kumar Walia,25-Mar-2022 02:38 PM,technical_87504.pdf,Executive Engineer,Internal,AE Sr DAO Supdt HDM,Suresh Kumar Walia,25-Mar-2022 02:39 PM,26-Mar-2022 11:00 AM,techsummary_87504.pdf (956.33 KB),1.0,270219.0,Ujjawal Singh,INR,"1,357,275",16-Apr-2022,"INR 1,358,275",30.0,Suresh Kumar Walia,16-Apr-2022 02:47 PM,Award.pdf (1015.00 KB),Award,PWD,2022_PWD_57137_39,PWD- Civil-14679-14708-Tanda,Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 3/000 to 4/000),Executive Engineer,Internal,AE Baroh Sr DAo Supdt HDM,Suresh Kumar Walia,16-Apr-2022 02:45 PM,finsummary_87504.pdf (197.15 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,270979.0,rajat thakur govt contractor,20-Mar-2022 04:50 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , Pan Copy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,271155.0,Ravinder Kumar,20-Mar-2022 03:46 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,270219.0,Ujjawal Singh,18-Mar-2022 12:48 PM,Accepted-AOC,L1,16-Apr-2022 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,270886.0,VP SHARMA,19-Mar-2022 10:15 AM,Rejected-Finance,Lowest 3,16-Apr-2022 02:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct notary/1st class M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted notary / 1st class maj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
