Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Chief Engineer PMU JSV Mandi,Chief Engineer PMU JSV Mandi HP,"2,500",Nil,Nil,No,Engineering procurement construction testing commissioning trial run and operation and maintenance of various components of LWSS Devkapurla and other Multi Villages Rural Piped Water Supply Scheme for part of Block Nahan,Construction testing and commissioning of Lift Water Supply Scheme section including all contingent civil electrical mechanical piping and instrumentation works in single package on turnkey job basis,Please refer Tender documents ,NA ,,Civil Works,NA ,Tender,730.0,365.0,Nahan,175001.0,NA ,NA ,NA ,PMU JSV Mandi,No ,No,30-Jun-2021 06:00 PM,22-Jul-2021 11:30 AM,30-Jun-2021 06:00 PM,22-Jul-2021 11:00 AM,NA ,NA ,30-Jun-2021 06:30 PM,22-Jul-2021 11:00 AM,06-Oct-2021 01:45 PM,1.0,Fee,.pdf,Tender Fee,"14,89,000",No,fixed,,Nil,Nil,1.0,ICICI NEFT/RTGS,HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,970-1020,2021_HPIPH_49249_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Online,No,No,No,1.0,Corrigen,Other,,AOC,21-Apr-2022,"INR 274,436,440.5",730.0,Suresh Mahajan,21-Apr-2022 01:44 PM,awardS2.pdf (1145.00 KB),Award of Contract,Finance,3 No bidders are participated in the bid successfully,Vivek Hazri,21-Apr-2022 01:34 PM,finance_73779.pdf,BOQ Comparative Chart,Technical,All three bidders are found eligible for opening the financial bid,Vivek Hazri,06-Oct-2021 01:25 PM,technical_73779.pdf,Er Sushil Jasta EnC Project,Internal,Dharmendra Gill CE PMU Anju Sharma CE SZ BS Thakur SE PMU JS Chauhan SE Nahan Rajesh Sharma EE Project Hem Raj Saini EED PMU Ashish Rana EE Nahan Dinesh Kumar HPFAS,Dharmender Gill,06-Oct-2021 01:42 PM,06-Oct-2021 01:45 PM,techsummary_73779.pdf (4097.58 KB),1.0,224170.0,M/s JAGDISH PRASAD AGARWAL,21-Jul-2021 04:07 PM,Rejected-Finance,L3,21-Apr-2022 01:42 PM,ENC P JSV Mandi,Internal,CE PMU mandi CE SZ Shimla SE PMU SE Nahan EE PMU EE ENC P EE Nahan Dy Controller,Suresh Mahajan,21-Apr-2022 01:42 PM,finsummary_73779.pdf (5959.87 KB),1.0,220805.0,The Spunpipe and Construction Co Baroda Pvt Ltd,INR,"253,479,523",HP Irrigation and Public Health||JSV (Project) Mandi||Project Director (PMU) HPRWSP JSV Mandi,2021_HPIPH_49249_1,970-1020,Engineering procurement construction testing commissioning trial run and operation and maintenance of various components of LWSS Devkapurla and other Multi Villages Rural Piped Water Supply Scheme for part of Block Nahan,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,220805.0,The Spunpipe and Construction Co Baroda Pvt Ltd,22-Jul-2021 10:07 AM,Accepted-AOC,Accepted,21-Apr-2022 01:44 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of certificate of registration with Jal Shakti Vibhag or any other state and govt,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,224320.0,Unipro Techno Infrastructure Pvt Ltd,21-Jul-2021 06:13 PM,Rejected-Finance,L2,21-Apr-2022 01:42 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of registration of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover of three years,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid form as per chapter IV of form 12 duly accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of similar work completed during last 7 years,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN Copy of GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of undertaking that I have carefully studied all terms and conditions stipulated in NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Authorization letter regarding DSC Digital signature certificate of the person,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
