Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
500.0,Nil,Nil,No,"29,300",No,fixed,,Nil,Nil,Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 2/000 to 3/000),Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 2/000 to 3/000),Please refer Tender documents. ,NA ,"14,64,800",Civil Works - Roads,NA ,Tender,120.0,30.0,Tanda,176002.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,14-Mar-2022 02:00 PM,21-Mar-2022 11:30 AM,14-Mar-2022 02:00 PM,21-Mar-2022 10:00 AM,NA ,NA ,14-Mar-2022 02:00 PM,21-Mar-2022 10:00 AM,26-Mar-2022 11:00 AM,1.0,ICICI BANK,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,PWD,PWD- Civil-14679-14708-Tanda,2022_PWD_57137_38,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Finance,sum,Ankit Kumar,19-Apr-2022 01:34 PM,finance_87501.pdf,BOQ Comparative Chart,1.0,CORRIGENDUM,Revoke,25-Mar-2022 02:20 PM,Corrigendum.pdf ,219.65,Technical Opening,1.0,270473.0,Chamunda Construction Works,17-Mar-2022 02:56 PM,Rejected-Finance,Lowest 2,19-Apr-2022 01:36 PM,Executive Engineer,Internal,AE Sr DAO Supdt HDM,Suresh Kumar Walia,25-Mar-2022 02:24 PM,26-Mar-2022 11:00 AM,techsummary_87501.pdf (1051.81 KB),Technical,sum,Suresh Kumar Walia,25-Mar-2022 02:23 PM,technical_87501.pdf,1.0,270550.0,Ujjawal Singh,INR,"1,463,550",19-Apr-2022,"INR 1,464,800",30.0,Ankit Kumar,19-Apr-2022 01:37 PM,Award.pdf (1051.00 KB),Award,PWD,2022_PWD_57137_38,PWD- Civil-14679-14708-Tanda,Periodic maintenance of Nihargalwa to Barana road (HP0408VR0091) under AMP (PMGSY road) for the year 2022-23 in Distt Kangra (HP) (SH-Providing and laying Bituminous concrete pavement at Km 2/000 to 3/000),Executive Engineer,Internal,sum,Ankit Kumar,19-Apr-2022 01:36 PM,finsummary_87501.pdf (197.01 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,.pdf,Contractor registration,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,270984.0,rajat thakur govt contractor,20-Mar-2022 04:48 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST , Pan Copy",,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,3.0,271161.0,Ravinder Kumar,20-Mar-2022 03:47 PM,Rejected-Technical,Not Fulfill Criteria,25-Mar-2022 02:24 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF No,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,4.0,270550.0,Ujjawal Singh,18-Mar-2022 12:44 PM,Accepted-AOC,Award,19-Apr-2022 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,5.0,270882.0,VP SHARMA,19-Mar-2022 10:08 AM,Rejected-Finance,Lowest 3,19-Apr-2022 01:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct notary/1st class M,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted notary / 1st class maj,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
