S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1.0,253006.0,MS Kamal Dev Sharma,INR,"101,000,000","HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2021_HPIPH_54365_1,EE-JS-Divn Amb-CB-Tender LWSS Mata Chintpurni,"Improvement of LWSS Mata Chintpurni Ji and adjoining area in Tehsil Amb, District Una (HP)",Dr. S.K Sharma CE,Internal,"Kartar Singh Bhatia SE (D), Arvind Sood SE JSC Una, Rajesh Kanungo EE (D), Hoshiar Singh EE JSD Amb, Vijay Kumar Bansal AE, Iqwal Singh Asstt. Contoller, Rajesh Kumar Sr. Asstt. CE office Hamirpur",Hoshiar Singh,22-Apr-2022 01:01 PM,finsummary_81411.pdf (8144.46 KB),Er. S.K Sharma CE,Internal,"Er. Kartra Singh SE D, Er.Arvind Sood SE C Una , ER. Bharam Dass EE D, Er.Hoshiar Singh EE Amb Er. Vijay Kumar AE D Rajesh Sr. Asstt. Work Section",Hoshiar Singh,13-Jan-2022 04:39 PM,13-Jan-2022 04:40 PM,techsummary_81411.pdf (1157.76 KB),1.0,251446.0,HILL CONSTRUCTION AND ENGINEERING CO. SOLAN,27-Dec-2021 05:31 PM,Rejected-Finance,due to L-3,22-Apr-2022 01:01 PM,22-Apr-2022,"INR 101,000,000",365.0,Hoshiar Singh,22-Apr-2022 01:04 PM,Award_letter.pdf (20555.00 KB),Award -AOC,Finance,Summary cover-II,Hoshiar Singh,22-Apr-2022 12:47 PM,finance_81411.pdf,BOQ Comparative Chart,Technical,Summary of pre-qualification bid,Hoshiar Singh,13-Jan-2022 04:35 PM,technical_81411.pdf,AOC,"9,53,680",No,fixed,,Executive Engineer JS Divn. Amb,Amb,"2,500",Executive Engineer JS Divn. Amb,Amb,No,1.0,Corrigendum,Date,,Executive Engineer,"Jal Shakti Division,Amb","Improvement of LWSS Mata Chintpurni Ji and adjoining area in Tehsil Amb, District Una (HP)","Sub Head-Providing and laying of Rising main , Supply and Errection of Pumping machinery , Distribution System and C/O Civil work i.e. Pump Houses , collection Tank , Over Head tanks etc.",Please refer Tender documents. ,NA ,"9,21,17,950",Civil Works,NA ,Tender,120.0,365.0,Amb,177203.0,Hamipur ,"Chief Engineer, Jal Shakti Vibhag, Hamipur ",20-Dec-2021 11:00 AM ,Amb,No ,No,1.0,ICICI BANK,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JS-Divn Amb-CB-Tender LWSS Mata Chintpurni,2021_HPIPH_54365_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Copy to Bid Security (earnest Money ) ( FDR) as per NIT condition No. 1-i,13-Dec-2021 05:00 PM,29-Dec-2021 12:30 PM,13-Dec-2021 06:00 PM,29-Dec-2021 11:00 AM,13-Dec-2021 06:00 PM ,17-Dec-2021 05:00 PM ,13-Dec-2021 06:00 PM,29-Dec-2021 11:00 AM,13-Jan-2022 04:40 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,253006.0,MS Kamal Dev Sharma,28-Dec-2021 10:26 PM,Accepted-AOC,Due to L-1,22-Apr-2022 01:04 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Corrigendum,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of tender form (DD) as per NIT condition No. 1-ii,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,251549.0,R.G. INDUSTRIES,28-Dec-2021 12:35 PM,Rejected-Finance,due to L-4,22-Apr-2022 01:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy to registration as per NIT condition No. 1-iii,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,251785.0,Unipro Techno Infrastructure Pvt Ltd,27-Dec-2021 06:41 PM,Rejected-Finance,due to L-2,22-Apr-2022 01:01 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An average annual Turnover as per NIT condition No 1- iv -(i),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed as per NIT condition No. 1- iv -(ii),,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Information- Pump Characteristic curves as per NIT condition No. 2- i,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of EFP, RST, PAN as per NIT condition No. 3- i",,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate- as per NIT condition No. 3-iii,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking that I have carefully studied all the terms as per NIT condition No. 3-iv,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking reg. contract labour as per NIT condition No. 3-v,,,,,,,,,,AOC
