Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
350.0,Nil,Nil,No,"18,300",No,fixed,,Nil,Nil,14-Jun-2021 02:00 PM,23-Jun-2021 11:00 AM,14-Jun-2021 02:30 PM,22-Jun-2021 05:00 PM,NA ,NA ,14-Jun-2021 02:30 PM,22-Jun-2021 05:00 PM,30-Jun-2021 11:30 AM,PWD,Periodic Maintenance of KOSRI TO DUPKIARA,2021_PWD_48496_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,1.0,ICICI BANK,Executive Engineer,Executive Engineer HP PWD Division Jaisinghpur,Periodic Maintenance of KOSRI TO DUPKIARA DRRP No. HP0407VR006612303 (Under AMP 2021-22 PMGSY ROADS),"Providing and laying 30 mm thick Bituminous concrete laying with paver finisher, road marking strips of hot applied thermoplastic compound (Painting line) and V-Shape drain between Km 2/00 to 3/00",Please refer Tender documents. ,NA ,"9,12,188",Civil Works - Roads,NA ,Tender,120.0,60.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,AOC,1.0,216995.0,Kulvinder,20-Jun-2021 12:50 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,22-Apr-2022 11:32 AM,Technical,Summary,R.K Dhiman,29-Jun-2021 05:25 PM,technical_72675.pdf,Finance,Summary,R.K Dhiman,02-Jul-2021 04:17 PM,finance_72675.pdf,BOQ Comparative Chart,1.0,216995.0,Kulvinder,INR,"1,235,759",PWD,2021_PWD_48496_1,Periodic Maintenance of KOSRI TO DUPKIARA,Periodic Maintenance of KOSRI TO DUPKIARA DRRP No. HP0407VR006612303 (Under AMP 2021-22 PMGSY ROADS),Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM",R.K Dhiman,29-Jun-2021 05:26 PM,30-Jun-2021 11:30 AM,techsummary_72675.pdf (264.49 KB),Executive Engineer,Internal,"Executive Engineer, Supdt G-II, HDM",R.K Dhiman,02-Jul-2021 04:20 PM,finsummary_72675.pdf (219.05 KB),22-Apr-2022,"INR 912,188",60.0,R.K Dhiman,22-Apr-2022 11:32 AM,Award.pdf (702.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,2.0,218033.0,Sanjeev,19-Jun-2021 01:43 PM,Rejected-AOC,Rejected due to higher rates bidder L2,22-Apr-2022 11:32 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail / work in hand in last five year,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
