Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage
02-Apr-2022,"INR 6,403,276",90.0,R.K Dhiman,22-Apr-2022 11:37 AM,Award.pdf (662.00 KB),Award,Executive Engineer,Internal,"Executive Engineer, DA, HDM, Supdt G-II",R.K Dhiman,23-Mar-2022 02:52 PM,finsummary_87092.pdf (226.86 KB),Executive Engineer,Internal,"Executive Engineer, HDM, Supdt G-II,",R.K Dhiman,22-Mar-2022 01:30 PM,22-Mar-2022 03:00 PM,techsummary_87092.pdf (297.45 KB),PWD,2022_PWD_57701_1,AMP Khaira Buhla Parage Da Galu,"ANNUAL MAINTENANCE PLAN FOR KHAIRA BUHLA PARAGE DA GALU HP0402VR000319 KM 12/0 TO 14/0, GALLU BHODA SHIVNAGAR ROAD DRRP No.HP0414VR004019KM 10/0 TO 11/0 an 14/0 to14/500, BHERI UPERLI TO BHULLANDER KUHAN OACH ROAD DRRP No. HP0402VR007257 KM 7/0",1.0,270536.0,Kulvinder,INR,"9,839,944",Finance,Summary,R.K Dhiman,23-Mar-2022 02:49 PM,finance_87092.pdf,BOQ Comparative Chart,Technical,Summary,R.K Dhiman,22-Mar-2022 01:27 PM,technical_87092.pdf,1.0,270942.0,G.P.ACHARYA,19-Mar-2022 03:04 PM,Rejected-Finance,Rejected due to higher rates bidder L2,23-Mar-2022 02:52 PM,AOC,"1,28,100",No,fixed,,Nil,Nil,Executive Engineer,Executive Engineer HPPWD Division Jaisinghpur,"2,000",Nil,Nil,No,08-Mar-2022 05:00 PM,21-Mar-2022 11:30 AM,08-Mar-2022 05:30 PM,19-Mar-2022 05:00 PM,NA ,NA ,08-Mar-2022 05:30 PM,19-Mar-2022 05:00 PM,22-Mar-2022 03:00 PM,"ANNUAL MAINTENANCE PLAN FOR KHAIRA BUHLA PARAGE DA GALU HP0402VR000319 KM 12/0 TO 14/0, GALLU BHODA SHIVNAGAR ROAD DRRP No.HP0414VR004019KM 10/0 TO 11/0 an 14/0 to14/500, BHERI UPERLI TO BHULLANDER KUHAN OACH ROAD DRRP No. HP0402VR007257 KM 7/0",PROVIDING AND LAYING TACK COAT AND BITUMINOUS CONCRETE INCLUDING ROFILE CORRECTION) (YEAR 2022-23 RURAL ROADS),Please refer Tender documents. ,NA ,"64,03,276",Civil Works - Roads,NA ,Tender,75.0,90.0,Jaisinghpur,176095.0,NA ,NA ,NA ,Jaisinghpur,No ,No,1.0,ICICI BANK,PWD,AMP Khaira Buhla Parage Da Galu,2022_PWD_57701_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Corrigendum,Technical Bid,,1.0,Fee/PreQual/Technical,.pdf,The valid enlistment/registration of contractor in appropriate class,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270536.0,Kulvinder,19-Mar-2022 03:25 PM,Accepted-AOC,Accepted due to lowest rates bidder L1,22-Apr-2022 11:37 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,GST/PAN/ EPF,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,270929.0,VINOD KUMAR,19-Mar-2022 12:14 PM,Rejected-Technical,Non Responsive,22-Mar-2022 01:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done detail/work in hand in last five year with base year indicated in performa of Schedule F i,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and one work not less than 40 percent of estimated cost in similar nature,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery along with photo copy of RC and staff,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no near relative working in HPPWD department attested by notary / 1st class maji,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the contractor has not more than two work in hand attested by notary / 1st class maji,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid (Name of work) is correct in all respect. attested,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 duly signed on judicial paper.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of tender form (Indicated in schedule F),AOC
