Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Construction of 70.00 mtr span steel truss bridge (Deck Type) over Neri Khad on Slapper Tattapani road at KM 31/720.,"SH Balance work of super structure, providing girder stringers 6mm thick galvanized M.S. chequered plate decking and G.I. pipe railing etc.",As per bid document ,NA ,"98,57,703",Civil Works,Bridge ,Tender,75.0,90.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer Sunder Nagar Division HPPWD,No ,No,PWD,PW-SNR-CB-E-Tender/Giriraj/ 21- 15986-97 dt. 3.3.2,2022_PWD_57657_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,"1,97,200",No,fixed,,EE Sundernagar,Sundernagar,Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,1.0,ICICI BANK,08-Mar-2022 01:00 PM,15-Mar-2022 11:30 AM,08-Mar-2022 01:00 PM,14-Mar-2022 06:00 PM,NA ,NA ,08-Mar-2022 01:00 PM,14-Mar-2022 06:00 PM,23-Mar-2022 11:30 AM,"2,000",EE Sundernagar,Sundernagar,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,AOC,1.0,269704.0,pawan kumar govt. contractor,13-Mar-2022 10:42 PM,Rejected-AOC,Not found lowest,11-Apr-2022 05:45 PM,Technical,BOS,Chaman Singh,22-Mar-2022 11:51 AM,technical_87026.pdf,1.0,269251.0,VIJAY KAPOOR CONSTRUCTIONS,INR,"9,977,966.9",Finance,FBOS,Chaman Singh,23-Mar-2022 04:49 PM,finance_87026.pdf,BOQ Comparative Chart,Er. D.R. Chauhan Executive Engineer,Internal,Er. Sanjay Kumar AE Kangu Sh. Sushil Kumar DAO Gr-I Sh. Dinesh Kumar HDM Sh. Rattan Lal Supdt. Gr-II Accounts,Chaman Singh,22-Mar-2022 11:54 AM,23-Mar-2022 11:30 AM,techsummary_87026.pdf (940.63 KB),PWD,2022_PWD_57657_1,PW-SNR-CB-E-Tender/Giriraj/ 21- 15986-97 dt. 3.3.2,Construction of 70.00 mtr span steel truss bridge (Deck Type) over Neri Khad on Slapper Tattapani road at KM 31/720.,11-Apr-2022,"INR 9,977,966.9",90.0,Chaman Singh,11-Apr-2022 05:45 PM,AOCNeriBridge.pdf (776.00 KB),AOC issued,Superintending Engineer 1st Circle HPPWD Mandi,Internal,Executive Engineer (D) 1st Circle Mandi Executive Engineer Sundernagar CHD Supdt. (Works ) 1st Circle Mandi,Chaman Singh,11-Apr-2022 05:42 PM,finsummary_87026.pdf (776.19 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,AOC,2.0,269251.0,VIJAY KAPOOR CONSTRUCTIONS,11-Mar-2022 06:42 PM,Accepted-AOC,Being lowest,11-Apr-2022 05:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done / in hand / Bidding Capacity as per general rules No. 16 and 26.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other important documents as specified by the State in proforma of Schedule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of EPF Registration,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
