Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
11-Jun-2021 06:00 PM,19-Jun-2021 11:30 AM,11-Jun-2021 06:00 PM,19-Jun-2021 10:30 AM,NA ,NA ,11-Jun-2021 06:00 PM,19-Jun-2021 10:30 AM,12-Jul-2021 11:00 AM,"2,000",Nil,Nil,No,"81,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,EE Hamirpur,Executive Engineer HPPWD Hamirpur,PWD,micro-surfacing on Pilot basis on Hamirpur Bhoranj,2021_PWD_48413_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Providing and laying micro-surfacing on Pilot basis for the preventive maintenance of roads in the State Implementation thereof in 2021-22,for Pro viding Laying wearing course in single layer 4-6mm thick on Hamirpur Bhoranj Jahu road km 11/0 to 16/230 Total Road length 4.000 kms MDR-35.,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,AOC,1.0,217526.0,DEEPAK JOSHI,17-Jun-2021 05:50 PM,Rejected-Technical,Rejected,10-Jul-2021 10:39 PM,Technical,Attached,Vivek Sharma,10-Jul-2021 07:51 PM,None,Finance,Attached,Vivek Sharma,20-Jul-2021 09:16 PM,finance_72568.pdf,BOQ Comparative Chart,1.0,217090.0,S.S.Chauhans Construction Private Limted,INR,"4,240,200",PWD,2021_PWD_48413_1,micro-surfacing on Pilot basis on Hamirpur Bhoranj,Providing and laying micro-surfacing on Pilot basis for the preventive maintenance of roads in the State Implementation thereof in 2021-22,EE Hamirpur,Internal,pdtABAEtoEESupdtHDMSu,Vivek Sharma,10-Jul-2021 10:39 PM,12-Jul-2021 11:00 AM,techsummary_72568.pdf (2766.49 KB),EE Hamirpur,Internal,SupdtHDMSupdtABAEtoEE,Vivek Sharma,20-Jul-2021 09:21 PM,finsummary_72568.pdf (814.25 KB),29-Apr-2022,"INR 4,240,200",30.0,Vivek Sharma,29-Apr-2022 01:11 PM,BhoranjJahuFFFFChauhan.pdf (1406.00 KB),Award,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-16,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2.0,217738.0,MSC Roads and Bridges Private Limited,17-Jun-2021 10:24 PM,Rejected-AOC,l3,29-Apr-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,217714.0,Ms R.K. Mahajan,17-Jun-2021 08:09 PM,Rejected-Technical,Rejected,10-Jul-2021 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,217027.0,M/S R.R.Builders,17-Jun-2021 08:56 PM,Rejected-AOC,l2,29-Apr-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,218001.0,M/s Satish Kumar Sharma,18-Jun-2021 11:39 PM,Rejected-Technical,Rejected,10-Jul-2021 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,217848.0,Piar Chand Chauhan,18-Jun-2021 04:47 PM,Rejected-AOC,l4,29-Apr-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,217090.0,S.S.Chauhans Construction Private Limted,18-Jun-2021 07:18 PM,Accepted-AOC,l1,29-Apr-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness and upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
