Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
EE HPPWD Hamirpur,EE HPPWD Hamirpur,PWD,C/o link road from Neri to Sohari,2021_PWD_53002_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,14-Oct-2021 06:00 PM,21-Oct-2021 11:30 AM,14-Oct-2021 06:00 PM,21-Oct-2021 10:30 AM,NA ,NA ,14-Oct-2021 06:00 PM,21-Oct-2021 10:30 AM,01-Nov-2021 10:30 AM,C/o link road from Neri to Sohri via Sodha Sansathan and Harbal Garden in GP Neri km 0/0 to 1/0,"SH- ROFD km 0/0 to 0/540, C/o Retaining walls at various RDs and CD work) under OTMNP RNS Head at RD 0/0 to 0/020, 0/100 to 0/120 and 0/260 to 0/280) Under OTMNP Head",Please refer Tender documents. ,NA ,"14,54,788",Civil Works - Roads,NA ,Tender,90.0,60.0,Hamirpur,177001.0,NA ,NA ,NA ,EE HPPWD Hamirpur,No ,No,500.0,Nil,Nil,No,"29,100",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,AOC,Finance,Attached,Vivek Sharma,18-Nov-2021 06:49 PM,finance_79283.pdf,BOQ Comparative Chart,1.0,240935.0,sonam soni,INR,"2,047,072.5",1.0,240905.0,ANKUSH SHARMA GOVT CONTRACTOR,21-Oct-2021 07:17 AM,Rejected-Technical,Rejected,30-Oct-2021 05:44 PM,Technical,Attached,Vivek Sharma,30-Oct-2021 05:40 PM,technical_79283.pdf,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,30-Oct-2021 05:44 PM,01-Nov-2021 10:30 AM,techsummary_79283.pdf (996.89 KB),PWD,2021_PWD_53002_1,C/o link road from Neri to Sohari,C/o link road from Neri to Sohri via Sodha Sansathan and Harbal Garden in GP Neri km 0/0 to 1/0,02-Apr-2022,"INR 2,036,485",60.0,Vivek Sharma,02-Apr-2022 07:26 PM,AwardSonamFFF.pdf (1622.00 KB),Award,EE Hamirpur,Internal,Attached,Vivek Sharma,18-Nov-2021 06:51 PM,finsummary_79283.pdf (606.88 KB),AOC
,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,AOC,,,,,,,,,,,,2.0,240802.0,Japan Singh,20-Oct-2021 07:45 PM,Rejected-Technical,Rejected,30-Oct-2021 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of online receipt of EMD and Cost of Tender form,AOC,,,,,,,,,,,,3.0,240935.0,sonam soni,21-Oct-2021 12:50 AM,Accepted-AOC,l1,02-Apr-2022 07:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit that information furnished with the bid true and corrects,AOC,,,,,,,,,,,,4.0,240937.0,sumeet contractor,21-Oct-2021 01:13 AM,Rejected-Finance,l2,18-Nov-2021 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST and EPF Registration latest clearance statement,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of Pan No,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Working Programme,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PWD Form No 8 in SBD duly signed by the bidder and Witness with complete address,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
