Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
EE Shillai,Internal,"AE Shillai, HDM, Supdt.",Pramod Upreti,24-Aug-2021 11:13 AM,finsummary_72559.pdf (117.09 KB),07-Apr-2022,"INR 173,250",60.0,Pramod Upreti,07-Apr-2022 12:10 PM,48401-6.pdf (1087.00 KB),AOC,PWD,2021_PWD_48401_6,TA2021-15020-16019dt-5-6-2021,- Restoration of Rain Damages on various roads Ronhat,EE Shillai,Internal,"AE Shillai, HDM, Supdt.",Pramod Upreti,19-Jun-2021 12:30 PM,19-Jun-2021 01:10 PM,techsummary_72559.pdf (2209.69 KB),Technical,technical summary,Pramod Upreti,19-Jun-2021 11:55 AM,technical_72559.pdf,1.0,216877.0,AJAY CHAUHAN,14-Jun-2021 04:30 PM,Rejected-Finance,Not lowest,24-Aug-2021 11:13 AM,1.0,217020.0,Naresh,INR,"173,250",Finance,financial summary,Pramod Upreti,24-Aug-2021 11:08 AM,finance_72559.pdf,BOQ Comparative Chart,AOC,- Restoration of Rain Damages on various roads Ronhat,"- Restoration of Rain Damages on various roads Ronhat Section under Meenus Sub - Division, HP,PWD, Ronhat (SH- Hiring of Excavator cum loader for removal of slips for ensuing Monsoon season , 2021-22)",please refer to tender document ,NA ,,Civil Works - Roads,NA ,Rate Contract,90.0,60.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,EE Shillai,Executive Engineer Shillai HPPWD Shillai,11-Jun-2021 05:00 PM,17-Jun-2021 12:30 PM,11-Jun-2021 05:00 PM,16-Jun-2021 05:00 PM,NA ,NA ,11-Jun-2021 05:00 PM,16-Jun-2021 05:00 PM,19-Jun-2021 01:10 PM,350.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,scanned copy of tender cost indicated at schedule F at sr. No. 6.3,"4,050",No,fixed,,Nil,Nil,PWD,TA2021-15020-16019dt-5-6-2021,2021_PWD_48401_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,217020.0,Naresh,16-Jun-2021 04:53 PM,Accepted-AOC,AOC,07-Apr-2022 12:10 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,scanned copy of tender earnest money at schedule F at sr. No. 6.5,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of contractor registration refer general rule sr. No. 23,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of GST,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,list of machinery tools plants(refer schedule F with reference to clause 18,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of EPF,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of form No. 8 gen. rule 26.7,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of undertaking regarding uploaded document certificate true and correct,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of any other information bidder like to provide,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,scanned copy of work in hand gen. rule at sr. no. 19,,,,,,,,,,,,,,,,,,,,,AOC
