,infrastructure damaged - others,District,Other Details,Date
0,,Barpeta,"Baghbar - Elementary Schools Damaged | 33 nos. Of elementary school s are submerged. 1. 859 no. Bhairarpam LP school is submerged. 2. 338 Bhatnapaity LP school is submerged. 3. 1884 Bhatnapaity Alot kandapara LP school is submerged. 4. 2 no. Bhatnapaity NC MP VLP school is submerged. 5. Gobindapur LPS is submerged. 6. 1639 Muzafa Memo LP school is submerged. 7. Pub Hapachar LP school is submerged. 8. Sayedpur LP school is submerged. 9. 1420 Fulara Bandarmura LP school is submerged. 10. Fulara char MV school is submerged. 11. Pub Bhera gaon VLP school is submerged. 12. 275 Tapajuli LP school is submerged. 13. 775 Path mari Majaorchar LP school is submerged. 14. 1137 Chutirpar LP school is submerged. 15. 1160 Pachim Moinbari LP school is submerged. 16. 1798 Bhairarpam DS LP school is submerged. 17. Baghmara Nichanar char venture LP school is submerged. 18. 1109 Ramapara NC girls LP school is submerged. 19. 1810 Dala pam LP school is submerged. 20. 1077 chapuri LP school is submerged. 21. 749 Ramapara Gasbari LP school is submerged. 22. 1646 Mowamari Jahanarpar LP school is submerged. 23. Ramapara MEM school is submerged. 24. Nur Hussain Dola pathar LP school is submerged. 25. Pachim Mowamari Jahanar gaon Mokbul Hussain LP school is submerged. 26. 1392 Mowamari LP school is submerged. 27. Ramapara highschool is submerged. 28. 802 Alipur Raofala LP school is submerged. 29. 1214 Kawimari LP school is submerged. 30. Sath vitha MEM school is submerged. 31. Pachim Tapajuli LP school is submerged. 32. Kalampur char Balika LP school is submerged. 33. Joypur Majar gaon LP school is submerged. date-19-05-2022(evening),  Sarthebari - Anganwadi Centres Affected | 1. 199 No. Nasatra - Namsala Pallar Pam AWC, 2. 128 No. Kawaimari -7, 3. 198 No. Jabrikuchi AWC, 4. 195 No. Eragaon Pashim supa AWC, 5. 83 No. Kawaimari 7 No. Block, 6. 200 No. Kawaimari 7 No. Block, 7. 197 No. Erartari AWC, 8. 146 No. Kawaimari 5 No. Block, 9. 174 No. Karagari C, 10. 174 No. AWC ( Nalirpam- Karagari C ) (reported by CDPO Pakabetbari, 20.05.2022),  Anganwadi Centres Affected | 1. 60 No. Rangia Nadir Pam AWC, 2. 51 No. Joshodar Pam AWC ( reported by CDPO, Sarukhteri),  Kalgachia - Anganwadi Centres Affected | As per report received from CDPO office on 19/05/22 (evening) total 17 nos of AWC are submerged. The AWCs are as follows- 1. 64 No Balarpather(A), 2. 212 No Balarpather(F), 3. 262 No Balarpather Uttar, 4. 71 No Tapeswara(C), 5. 265 No Tapeswara Madhya, 6. 218 No Nadiapara(B), 7. 72 No Dabandia(A), 8.216 No Tapeswara (F), 9. 68 No Aditpur(B), 10. 62 No Digjani(B), 11. 263 No Digjani char, 12. 116 No Bartary, 13. 106 No Hatchara(A), 14. 107 No Hatchara(B), 15. 176 No Khudrakhuwa(C), 16. 228 No Pub Chikni Pub Char, 17. 129 No Solmari(A).",20-05-2022
1,,Biswanath,"Naduar RC part - Fisheries/Pond | As per report received from fishery demonstrator, Sootea Dev.Block-- Nos.of tank affected at No.2 borbheti -6nos. Water area affected 1.52 ha total lost approx 31,008 Rs., Nos.of tank affected at bakarapathar 5nos. Water area affected 2.38 Ha Total lost approx 48,552 Rs. Nos.of tank affected at balighat 3nos. Water area affected 2.24Ha, total lost approx Rs 45,696 .20.05.2022,  Biswanath - Fisheries/Pond | As per report received from fisheries Dev. Officer Biswanath on 20.05.2022, damages at villages: 1 No. Chalia &amp;amp;amp; Garehagi are as follows: Farmers affected=3, Tanks affected=3, water area affected=3.19 Ha, Total loss= Rs 64639.00,  Fisheries/Pond | As per report received from fisheries Dev. Officer Biswanath on 19.05.2022, damages at villages: 4 No. Chalia &amp;amp;amp; Nabapur are as follows: Farmers affected=42, Tanks affected=50, water area affected= 74.27 Ha, Total loss= Rs 1500254.00,  Gohpur - Anganwadi Centres Affected | Dubia Karbi AWC damaged on 17.05.2020 but reported on 20.05.2022 by ICDS Pub-Chaiduar,  Anganwadi Centres Affected | Dubia Pothar AWC damaged on 17.05.2020 but reported on 20.05.2022 by ICDS Pub-Chaiduar,  Fisheries/Pond | 2 Nos. of Fisheries of area 0.60 Hect were flooded on 18.05.2022 but Fishery Dept has reported it on 20.08.2022,  Halem - Secondary Schools Damaged | Damaged observed at Gohpur Bodo High School by flood on 17/05/2022. Coordinates 93.608060, 26.880817,  Anganwadi Centres Affected | 16 Nos. of Angwandai Centres affected by flood on 17/05/2022",20-05-2022
2,,Cachar,"Katigorah - Veterinary Deptt Infrastructure | Veterinary Institute are submerged viz. SVD Borjatrapur as per the information received from District A.H and VETY Officer dated 20.05.2022,  Silchar - Veterinary Deptt Infrastructure | Veterinary Institute are submerged viz. Borkhola Vety. Hospital as per the information received from District A.H and VETY Officer dated 20.05.2022,  Udharbond - PWSS Damaged | Madhurgram WSS, Bahadurpur WSS, Tikalpar WSS, Bethukandi WSS, Kashpur Bager Kuna WSS,  Veterinary Deptt Infrastructure | Veterinary Institute are submerged viz. SVD Borjatrapur, Gossaipur AIC as per the information received from District A.H and VETY Officer dated 20.05.2022",20-05-2022
3,,Darrang,"Mangaldoi - Fisheries/Pond | As reported by fishery department a total of 1426 nos (approx) Fish farmers are affected and Total of 126.96Ha(approx.) water area is affected. Dated 20/05/2022,  Anganwadi Centres Affected | As reported by Pub-Mangaldai ICDS a total of 371 nos of children's are affected. Dated 20/05/2022,  Dalgaon - Culvert Approach Road Damaged | As per report received from SDO, PWRD, Dalgaon Territorial Road Sub-Division Nadirpar to Rowmari Chapori road 1/1 RCC slab culvert approach has been damaged about 20M length. Date of occurrence- 16/05/2022,  Fisheries/Pond | as per report received from District fishery development officer, Darrang 24 nos of villages, 718nos of farmers and 140.78 Ha water area affected under dalgaon revenue circle,  Sipajhar - Fisheries/Pond | Fisheries got affected in 11 nos. of villages namely Kabeichuba, Satgharia, Basachuba, Patgirichuba, Pakabangipara, Gopalpur, Solpam, Khassonapur, Haldha, Maijeli, Malibari. Total water area 16.1 Hactre and 258nos. of Fishfarmers got affected as reported by Fishery Depptt. dated 20-05-2022",20-05-2022
4,,Dibrugarh,"Chabua - Anganwadi Centres Affected | Dodhia AWC submerged as information received from Social Welfare dep. on 20/5/2022,  Anganwadi Centres Affected | Dodhia Tengabari AWC submerged as information received from Social welfare dept. on 20/5/2022,  Health Sub-Centre | Dodhia Kuligaon Sub center submerged as information received from Health dept. on 20/5/2022,  Elementary Schools Damaged | Dodhia ME school submerged as information received from Education Dept. on 20/5/2022,  Elementary Schools Damaged | Dodhia Kuligaon LPS submerged as information received from Education Dept. on 20/5/2022,  Elementary Schools Damaged | Dodhia Karmi LPS submerged as information received from education Dept. on 20/5/2022,  Elementary Schools Damaged | Dodhia Tengabari LPS submerged as information received from education Dept. on 20/5/2022",20-05-2022
5,,Dima-Hasao,"Haflong - Irrigation Canal/Scheme Damaged | Purana Dihajeng FIS, Natun Motibra FIS, Semkhor FIS, Dakhinhaplai FIS, Lumvumbra FIS, Wajao Langaobra FIS, Nivang FIs, Natun Haja LIS, Gereso FIS, Hoglu Nallah IS.",20-05-2022
6,,Hailakandi,Lala - PWSS Damaged | one Steel Floating Barge of PWSS damaged due to capsizing of barge due to heavy rain at river Katakhal on 19.05.2022 at 2.30PM under Lala Revenue Circle,20-05-2022
7,,Hojai,"Hojai - Elementary Schools Damaged | Name - Rajbari ME School , Vill- Rajbari , Wall of the school damaged due to flood on dated 20/05/2022 , GPS Coordinates 26.03451 N and 92.85762 E,  PWSS Damaged | Ashinagar PWSS scheme under PHE ,Hojai partially damaged due to flood at vill- Ashinagar on dated 20/05/2022.",20-05-2022
8,,Kamrup,"Rangia - Power Dept. Poles | 2 LT poles were damaged in village Tarani as per report submitted by SDE, APDCL, Sub Div-II on 19.05.2022.,  Power Dept. Conductors | 200m conductor were damaged in village Tarani as per report submitted by SDE, APDCL, Sub Div-II on 19.05.2022.,  Power Dept. Poles | 1 LT pole was damaged in village Ichapur as per report submitted by SDE, APDCL, Sub Div-II on 19.05.2022.,  Power Dept. Conductors | 500m conductor were damaged in village Ichapur as per report submitted by SDE, APDCL, Sub Div-II on 19.05.2022.,  Power Dept. Conductors | 300m LT conductor were damaged in village Karara Garbhitor as per report submitted by SDE, APDCL, Sub Div-II on 19.05.2022.",20-05-2022
9,,Karbi Anglong West,"Donkamokam - Culvert Approach Road Damaged | Due to Incessant Rain Culvert at Umteli river bridge to Ambinong road was partially damage as per report received from PWD (R) Hamren Division that on 17/05/2022,  Fisheries/Pond | Due to incessant rain several villages was submerge and 116 Nos (20.00 Ha) of Pond/Fishery affected 17/05/2022 as per report received from Fishery department,Hamren",20-05-2022
10,,Kokrajhar,"Gossaigaon - Culvert Approach Road Damaged | As per reported by The Assistant Executive Engineer, PWD, Gossaigaon Rural Road Sub-Division, Due to Heavy Rain since 12 May 2022 the Kadamguri to Dhawliguri road HP Culvert have been Damaged.",20-05-2022
