,infrastructure damaged - others,District,Other Details,Date
0,,Bajali,"Bajali - Fisheries/Pond | No of fishery/ponds=1252, Total W/A= 107.9 Ha as on 24/06/2022,  Sericulture Deptt. Damaged | 60 Nos of som plant damaged.This report is received from superintendent of sericulture,Bajali,Pathsala, as on 24/06/2022",24-06-2022
1,,Baksa,"Baska - Culvert Approach Road Damaged | Dihira Post Office to Bhutankhuti LP School Connecting CC Block approach road to culvert damaged on 18/06/2022 at village Nikashi (Nalbari Supa) Coordinate: 26.74501, 91.373835,  Culvert Approach Road Damaged | Hume pipe culvert damage at Village (Dhalapara), Chaulkara, PO- Dihira, under Nikashi VCDC, on 18/6/2022, Lat: 26.750705 Long: 91.380129",24-06-2022
2,,Bongaigaon,"Bongaigaon - Culvert Approach Road Damaged | Naudiapara road, HP Culvert damaged at Ch. 45.00m. Log-90.519986 Lat- 26.4329 as per report received from PWRD, Bongaigaon date- 24.06.2022,  Srijangram - Fisheries/Pond | Total 8 nos Pond, Purbo Jopea 1 nos Pond Latitude-26.364852, Longitude-90.811263, Tupkarchar 2 nos Pond Latitude-26.350564, 26.350564Longitude-90.749223, 90.749223, Matraghola 4 no Latitude-26.37697,26.376956,26.378404,26.38056 Longitude-90.793699, 90.79378,90.792838,90.79765, Golapara Pt-I 1 no Pond Latitude 26.382212, Longitude-90.779825 reported by Fishery Department, Bongaigaon dated 24.06.2022",24-06-2022
3,,Darrang,"Mangaldoi - PWSS Damaged | as reported by PHE department PWSS are damaged/submerged of Bhurargarh Bagharbari, PWSS, No 1 Gerimari PWSS, Bar Athiabari PWSS, Bar Nagaon PWSS , Choto Nagaon PWSS , Kuyapani PWSS , Saikiapara PWSS , Saru Thekerabari PWSS , Bar Thekerabari PWSS ,. Dariapara PWSS, , Prafulla Nagar PWSS , Gerimari PWSS , Gakhirkhowapara PWSS , Pakabangipara PWSS . Dated: 23-6-2022",24-06-2022
4,,Dhubri,"Golakganj - Power Dept. Poles | 8 NOS,  Power Dept. Transformers | 4 NOS,  Agamoni - Bridge Approach Road Damaged | APPROACHES OF HP CULVERT NO. 4/3 DAMAGED ON KHERBARI BAUSERKUTI ROAD dtd. 12/06/2022 to 18/06/2022,  Bridge Approach Road Damaged | BRIDGE APPROACHES OF RCC BR. NO. 6/1 & 7/1 DAMAGED ON KGT ROAD dtd. 12/06/2022 to 18/06/2022",24-06-2022
5,,Dima-Hasao,"Haflong - Bamboo Foot Bridge | Bridge at Digun Nalla fully damaged thereby causing trouble villagers of Tuicham village on 24/06/2022 as per report from Gaon Burah of Tuicham village,  Road Breaches | Road damaged at Dongenraji village, Umrangso by lane no 5 on 15/06/2022 as per information recieved from Umrangso Municipal board,  Power Dept. Poles | 33 KV line damaged near Lower Haflong on 24/06/2022",24-06-2022
6,,Goalpara,"Matia - Irrigation Canal/Scheme Damaged | Islampur Point under Matia LIS, length of bricklined canal damaged = 32 m (as on 22/06/2022) as reported by Irrigation Department, Dudhnoi Goalpara East Division",24-06-2022
7,,Hojai,"Hojai - Handloom & Textile Deptt | 300 weavers are affected on dated 15th June to 20th june 2022 in village of Kenduguri, Dakhin kenduguri, Raikata, nabhanga,Pub nabhanga, taradubi, Kumurakta, Shibpur as reported by Superintendent of Handloom & Textile Department, Hojai Division.,  Handloom & Textile Deptt | Name of SHG/PWCS Dengjali SHG Dakhin Komorakata, Harsringdi SHG Komorakata, Shibrai Kenduguri,Mazandi SHG Komorata, Pragadi SHG Nabhanga,Arati SHG komorakta,Khamaidi BKSS Ltd Komorakata on dated 15 /06/2022.i ,  Doboka - Power Dept. Poles | 35 nos. of Poles damaged at the following villages :- Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, Changmaji mikirgaon, Changmaji pathar, Charlock, Jamunamukh, Sarupathar, Bedoati, Baliram on dated 24/06/2022,  Power Dept. Conductors | Conductor = 5.5 km are damaged at the following villages :- Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, Changmaji mikirgaon, Changmaji pathar, Charlock, Jamunamukh, Sarupathar, Bedoati, Baliram as on dtd. 24/06/2022,  Power Dept. Transformers | 11 nos. of DTR damaged at the following villages :- Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, Changmaji mikirgaon, Changmaji pathar, Charlock, Jamunamukh, Sarupathar, Bedoati, Baliram as on dtd. 24/06/2022,  Lanka - Power Dept. Conductors | 1.3 KM damaged on 17/06/2022,  Power Dept. Poles | LT poles 7 nos damaged on 17/06/2022,  Elementary Schools Damaged | SRI KAPILSWATR NATH LPS, SRI KAPILSWATR NATH LPS, HAJI FAIJUR RAHMAN LPS, UTTAR FORMARPAR LPS, OKANTU NAZRUL LPS, DAKHIN LASKAR PATHER ZAKARIA MUKTAB, PASHIM LASKAR FORMA GAON LPS, LANKAJANAR PAR NEW LPS, LASKAR PATHER MES, 1128 NO. LASKAR PATHER MUKTAB, UTTAR LASKAR PATHER CHAUHAN BASTI LPS, LASKAR PANCHALI HIGH SCHOOL, LASKAR PATHER MIKIR GAON LPS, LASKAR PATHER LPS,2 NO. PANCHALI MUKTAB, 2000 NO PANCHALI MUKTAB, SIV MANDIR NEW LPS,RASHTRABHASHA LPS, RASHTRABHASHA M.E.S., UTTAR BALUHANDAR LPS Submerged on 17/06/2022,  Elementary Schools Damaged | SIMLAI PATHER MEM, PASHIM DABLONG 2000 NO MUKTAB, DABLONG AMTOLA LPS, PANCHALI MV SCHOOL, KAPILIPAR SIRAJ NAGAR MUKTAB, BILPAR CHUBURI NEW LPS, PUB KHONG KHONG GAON NEW LPS, KAPILIPAR MUSSABIR ALI LPS, FORMARPAR PRADIP LPS, OKANTU NEW LPS Submerged on 18/06/2022",24-06-2022
8,,Kamrup,"Kayan - Washed away Culverts | 2 nos. at Borpulla, Bokultol on 16/06/2022. Reported by PWRD, Jalukbari & Hajo Territorial Road Division on 23/06/2022.,  Power Dept. Poles | 2 nos. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia on 23/06/2022.,  Power Dept. Conductors | 150 m. Reported by Rangia Electrical Sub-Division 2, APDCL, Rangia on 23/06/2022.",24-06-2022
9,,Karbi Anglong West,"Donkamokam - Fisheries/Pond | due flooded at several villages/ place 24 Hect. of Fisheries was Wash away as per report received from fishery Department on 20/06/2022,  Protection Bundh Damaged | Due to overtopped of Kopili River flood water Bilokso to Taradubi Market Dyke was affected at an approx. length of 25.00 Mtr ( 92.752315E & 26.019783N) as per report received from E.E, Water Resource Dept on 22/06/2022.,  Protection Bundh Damaged | Due to overtopped of Kopili River flood water Taradubi Ring Bund/Embankment was affected at an approx. length of 2.2KM ( 92.7748588E & 26.036629N) as per report received from E.E, Water Resource Dept. on 22/06/2022.",24-06-2022
