,infrastructure damaged - others,District,Other Details,Date
0,,Bajali,"Bajali - Fisheries/Pond | Vill-Barbairagy , Lat:26.484886 Long:91.246033 Area: 0.25 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Developemnt Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.485315 Long:91.245406 Area: 0.07 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Developemnt Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.485322Long:91.245199Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Developemnt Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.485503 Long:91.246064 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Developemnt Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.485494 Long:91.239816 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.485845 Long:91.24095 Area: 0.06 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.484947 Long:91.241315 Area: 0.07 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.483196 Long:91.238425 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.492552 Long:91.239554 Area: 0.07 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.492767 Long:91.240721 Area: 0.04 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.490786 Long:91.238621 Area: 0.50 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.490466 Long:91.23873 Area: 0.05Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.490306 Long:91.239116 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.489693 Long:91.238811 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barnalikuchi , Lat:26.489475 Long:91.23831 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbhaluki , Lat:26.482191 Long:91.248065 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.482129 Long:91.248522 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.485355 Long:91.245495 Area: 0.05 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.484301 Long:91.247955 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.484182 Long:91.248392 Area: 0.07 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.483124 Long:91.243771 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Irrigation Canal/Scheme Damaged | Vill-Barbairagy , Lat:26.483765 Long:91.247427 Area: 0.10 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.483765 Long:91.247427 Area: 0.07 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.48414 Long:91.24747 Area: 0.42 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Barbairagy , Lat:26.485081 Long:91.246623 Area: 0.14 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali), Fisheries/Pond | Vill-Kanimara , Lat:26.477087 Long:91.262959 Area: 0.53 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali),  Fisheries/Pond | Vill-Kanimara , Lat:26.478335 Long:91.246241 Area: 0.13 Ha ( Damage occurred on 17/05/2022 and this report is received from Fishery Development Block Officer,Bajali)",19-05-2022
1,,Barpeta,"Sarthebari - Anganwadi Centres Affected | 1. 78 No. Erartari AWC, 2. Kawaimari 6 No. Block AWC, Pakabetbari, 3. 34 No. Bagrirtari AWC, 4. 32 No. Khudra Faladi AWC, 5. 30 No. Kathalbhuri AWC, 6. 57 No. Joshodar Pam AWC, 7. 87 No. AWC, 8. 75 No. Fulbari AWC, 9. 213 No. Neularbhita AWC, 10. 104 No. AWC, 11. 99 No. AWC, 12. 150 No. AWC ( all are submerged)Report recived from CDPO Sarukhetri &amp; pakabetbari..Date-19-05-2022",19-05-2022
2,,Biswanath,"Gohpur - Culvert Approach Road Damaged | Sukurbari to Nigam Bishnu Borah Road 19-05-2022 (Report from PWD),  Culvert Approach Road Damaged | NH15 to Bilatia Road 19-05-2022 (Report from PWD),  Halem - Bamboo Foot Bridge | Bamboo foot bridge affected at Tetonpukhuri village on 18/05/2022. Location: 26.858028, 93.484713",19-05-2022
3,,Cachar,"Katigorah - Health Sub-Centre | Gangapur Sub Centre, Lathimara-I Sub Centre, Lathimara-II HWC, Chandinagar HWC,Zabda Sub Centre, Baraitoll, Digabar Sub Centre, Khelma HWC, Saidpur HWC, Gumra MSC, Mohadevpur HWC, Nayagram Sub Centre under Katigorah Circle,  Public Health Centre (PHC) | Jalalpur Block PHC, Digorkhal PHC under Katigorah RC",19-05-2022
4,,Darrang,"Dalgaon - Fisheries/Pond | as per report received from Fishery Dev. Officer, Kalaigaon and Dalgaon Dev. Block 23 nos of villages, 717 nos of Fish farmers and 140.64 Ha water area affected under Dalgaon Revenue Circle dated 19-05-2022,  Patharighat - Anganwadi Centres Affected | in total 05 nos. of AWC affected as reported by CDPO on 19/5/2022,  Fisheries/Pond | in total 1622 nos of Pond & Fisheries submerged covering 132.42 Ha area as reported by Fishery Deptt,  PWSS Damaged | in total 01 nos of PWSS affected/submerged viz. Borbori PWSS, as reported by PHE Deptt. on 18/5/2022,  Mangaldoi - Anganwadi Centres Affected | As reported by CDPO Pachim Mangaldai ICDS Project a total of 18 AWC is affected due to flood. Dated 19/05/2022.,  Power Dept. Poles | As reported by APDCL 2 Nos. of HT poles are damaged due to flood. Dated 19/05/2022.,  Power Dept. Conductors | As reported by APDCL 0.8km of conductor is damaged due to flood. Dated 19/05/2022.,  Fisheries/Pond | As reported by fishery department a total of 1326(approx.) Nos. of fish farmers are affected and 120.86Ha(approx.) water area is affected. Dated 19/05/2022.,  Sipajhar - Fisheries/Pond | as reported by Fishery Deptt. total 7 nos. of villages have been affected. total fishfarmers 177 nos. and total water area 10.1 Hactre as on dated 19-05-2022",19-05-2022
5,,Dibrugarh,"Chabua - Anganwadi Centres Affected | Dodhia AWC SUBMERGED as per information received from Social Welfare Department as on 16.05.2022,  Anganwadi Centres Affected | Dodhia Tengabari AWC Submerged as per information received from Social Welfare Department as on 16.05.2022,  Health Sub-Centre | Dodhia Kuligaon Health Sub-centre Submerged as per information received from Jt. director of health departments, as on 16.05.2022,  Elementary Schools Damaged | Dodhia ME School Submerged as per information received from Inspector of Schools, as on 17.05.2022,  Elementary Schools Damaged | Dodhia Kuligaon LPS Submerged as per information received from Inspector of Schools, as on 17.05.2022,  Elementary Schools Damaged | Dodhia Karmi LPS Submerged as per information received from Inspector of Schools, as on 17.05.2022,  Elementary Schools Damaged | Dodhia Tengabari LPS submerged as per information received from Inspector of Schools, as on 17.05.2022",19-05-2022
6,,Hojai,"Doboka - Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Nikhari LIS Pt No. 1 at village Dekerua dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Nikhari LIS Pt No. 2 at Bherbher dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Nikhari LIS Pt No. 3 at Bherbheri dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Nikhari LIS Pt No. 4 at Bherbher dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Nikhari LIS Pt No. 5 at village Dekerua dated 19-05-2022 ,  Irrigation Canal/Scheme Damaged | Two nos. motor pump and whole canal system submerge up to 5 feet at Jamuna lis (Baliram Pathar) at village Baliram dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 3) at village Patidoya dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 25) at village Bhedauati dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 26) at village Jugijan dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 28) at village Changmaji Pathar dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 34) at village Jungle Block dated 19-05-2022,  Irrigation Canal/Scheme Damaged | Controller is submerged and damage (PMKSY Pt No. 43) at village Nagayapam dated 19-05-2022,  Power Dept. Conductors | HT Conductor (Raccoon) = 0.5 ckt km; 3-ph 4-W LT ABC Cable = km, LT Conductor (Rabbit) = 1.8 km at village Patiapam,Jhangal Block,Jugijan,daboka Pather,Dekeruwa,Patidoiya,Nagyapam, Bedoati, Baliram , Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, , Changmaji pathar, Charlock, Jamunamukh dated 19-05-2022,  Power Dept. Poles | HT 9.75m PSC Pole = 0 ; HT/LT 8.5m PSC Pole= 5 ; LT 7.5m PSC Pole= 7 at village Patiapam,Jhangal Block,Jugijan,daboka Pather,Dekeruwa,Patidoiya,Nagyapam, Bedoati, Baliram , Bheloguri, Bheloguri pathar, Block 48, Borjari gaon , Changjurai, Changmaji Gaon, , Changmaji pathar, Charlock, Jamunamukh dated 19-05-2022",19-05-2022
7,,Kamrup,"Rangia - Bamboo Foot Bridge | A locally (public) made bamboo foot bridge over river Noona in village Khopnikuchi was washed away on 17.05.2022 as per report received from concerned Lot Mandal,  Bamboo Foot Bridge | A locally (public) made bamboo foot bridge over river Noona in village Issapur was washed away on 17.05.2022 as per report received from concerned Lot Mandal",19-05-2022
8,,Kokrajhar,"Bagribari - Bridge Approach Road Damaged | AS REPORTED BY ASSTT. EXE. ENG. GOSSAIGAON RURAL ROAD SUB-DIVISION, GOSSAIGAON BRIDGE NO. 3/2 ON CHESAPANI TO MONGLAJHORA ROAD BOTH SIDE APPROACHES AND BRIDGE HAVE BEEN DAMAGED ON 18/05/2022,  Road Breaches | AS REPORTED BY ASSTT. EXE. ENG. GOSSAIGAON RURAL ROAD SUB-DIVISION, GOSSAIGAON GOMBARIGHAT TO MONGLAJHORA ROAD SUBMERGED ON 18/05/2022",19-05-2022
9,,Lakhimpur,"Subansiri - Bamboo Foot Bridge | The Subway of Bamboo Bridge No. 1/1 is submerged (L- 75M) and the existing Bamboo Bridge is damaged (L- 45M) on Chakuli to Akhoiphutia Road on 18/05/2022,  Bamboo Foot Bridge | The Subway of Bamboo Bridge No. 1/1 is submerged (L- 100M) and the existing Bamboo Bridge is damaged (L- 125M) on Kekuri Madhupur to Chelajan Kachari Road on 18/05/2022,  Dhakuakhana - Bamboo Foot Bridge | Bridge no. 2/2 at Narayanpur Chapori to Ghilaguri road (Ch.1.66KM) is damaged. Length: 60M. on 19/05/2022,  Bihpuria - Bridge Approach Road Damaged | Approach road of RCC Bridge no. 8/1 at CH. 7950 m on 19 May 2022 as reported by AEE, PWRD, Bihpuria",19-05-2022
