,infrastructure damaged - others,District,Other Details,Date
0,,Bajali,"Bajali - Elementary Schools Damaged | 30 Nos elementary school partially damaged.this report is received from Education department,Bjali on 27th june 2022,  Secondary Schools Damaged | 4 Nos of secondary school partially damaged.this report is received from Education department on 27th june,2022",28-06-2022
1,,Baksa,"Baska - Irrigation Canal/Scheme Damaged | Dhulirguri FIS- The Afflux bund of the U/S left side completely damaged and the right side of the U/S is partially damaged at three points. Coordinate: 26.660287, 91.272223. The earthen canal at some changes are affected. Coordinate: 26.65261, 91.262081 , Date: 20/06/2022,  Irrigation Canal/Scheme Damaged | Dekadong FIS- Besides the canal damages the gully erosion has occurred at Coordianate: 26.698924, 91.271636,Date: 20/06/2022,  Irrigation Canal/Scheme Damaged | Simlaguri FIS- The afflux and guide bund along with protection works are damaged. Coordinate:26.591844, 91.30055 Date: 20/06/2022,  Irrigation Canal/Scheme Damaged | Ghogla (Laphakuchi) FIS- The Guide bund in the left side is damaged and the left side brick line canal is damaged at three different chainages. Coordinate: 26.660642, 91.260674 Date: 20/06/2022,  Irrigation Canal/Scheme Damaged | Garamdew FIS- The D/S right bank with inlet structure (measuring 15 metres) is completely washed away and the U/S left side afflux bund ( measuring 185 metres) affected. Coordinate: 26.667582, 91.308555. Date: 20/06/2022",28-06-2022
2,,Barpeta,"Barnagar - Anganwadi Centres Affected | As per report received from CDPO, Chakchaka on 27/06/2022 60 No. Jamadarbari Pathar AWC Vill- Jamadarbari Patharis affected due to flood and heavy rain. Lat- 26.509724, Long- 90.89329,  Fisheries/Pond | As per report received from Fishery dept on 26/06/2022, 0.25 Hect of fishery affected at village Puthimari Lat- 26.509004, Long- 90.890307 ,  Chenga - Irrigation Canal/Scheme Damaged | Batgaon DTWIS (point no.3), Kadamtola DTWIS (point no.1), Matabari DTWIS (point no.1), PMKSY-HKKP Ph-I (total 4 nos. scheme damaged reported by Irrigation deptt. on 27/06/2022,  Agri Bundh Damaged | 8 nos. agri bundh damaged reported by BDO, Chenga Dev. Block on 28/06/2022, Fisheries/Pond | 12 nos. farm pond affected reported by BDO, Chenga Dev. Block on 28/06/2022,  Sarthebari - Anganwadi Centres Affected | 144 No. Satra Paka AWC, 145 No. Satra -1, 199 No. Nasatra Namsala pam -2, 74 No. Bamunpaka,75 No. Fulbari, 76 No. Jabrikuchi-1, 198 No. Jabrikuchi-2, reported by CDPO, Pakabetbari on 28.06.2022,  Irrigation Canal/Scheme Damaged | Unnijan FIS, Reported by EE, Irrigation on 28.06.2022",28-06-2022
3,,Biswanath,"Halem - Anganwadi Centres Affected | As per reports of CDPO, Chaiduar, 7 Nos. of Anganwadi Centres are effected by flood on 28.06.2022,  Secondary Schools Damaged | As per reports, Bodo High School, Collegeguri is affected by flood on 28.06.2022,  Secondary Schools Damaged | As per reports, Tetonbari High School is affected by flood on 28.06.2022",28-06-2022
4,,Bongaigaon,Bongaigaon - Damaged RCC Bridge | Damaged infrastructure RCC Culvert 01 No Location Rabindra Bhawan Ward No 11 Lati26.483706 & longitude-90.566594 reported by Bongaigaon Municipality Board dated 28.06.2022,28-06-2022
5,,Cachar,"Sonai - Irrigation Canal/Scheme Damaged | 166 Nos of PMKSY Tube Well & All LIS, FIS, Schemes Damage Due to Flood under Dholai Sonai 0Irrigation Division as on 27.06.2022.",28-06-2022
6,,Chirang,"Bijni - Power Dept. Transformers | As reported by Bijni Electrical Sub division, 2 transformers damaged on 15-02-2022 at (No 2 Bispani, No-1 Saragaon),  Handloom & Textile Deptt | As reported by Superintendent, Handloom and Textiles, Bijni, raw materials/goods in process/finished goods of 5 numbers of weavers(Pub Khamarpara=4, Superiguri=1) has been damaged on 19-06-2022.,  Sidli - Protection Bundh Damaged | As reported by BDO, SIdli -Chirang , Mathouri bundh damage near Dwimalu house at Dabdongpara Village on 19-06-2022 ( Long- 90.446376, Lat- 26.4261532), Damage details - Length- 7m,Breadth-4m, depth-2m,  Protection Bundh Damaged | As reported by BDO, SIdli -Chirang , Mathouri bundh damage near Punka house at Bordangi ( Bangaldoba)Village on 19-06-2022 ( Long- 90.432676, Lat- 26.413762), Damage details - Length- 10m,Breadth-4m, depth-2.5m,  Protection Bundh Damaged | As reported by BDO, SIdli -Chirang , Mathouri bundh damage at Dodra river near Sohen paddy field at Dodraguri Village on 19-06-2022 ( Long- 90.426368, Lat- 26.423563), Damage details - Length- 10m,Breadth-4m, depth-2m,  Protection Bundh Damaged | As reported by BDO, SIdli -Chirang , Mathouri bund damage of Samodwisa river at Dhupguri Village on 20-06-2022 ( Long- 90.427725, Lat- 26.549102), Damage details - Length- 20m,Breadth-2m, depth-1.5m,  Culvert Approach Road Damaged | As reported by PWD (R&B), Chirang Division, RCC Culvert approach road breached out at Ch. 3.40 Km at NH-31 C Sidli to Ranchaidham road .on 28/06/2022 Damage Details:: Length::15M, Breadth::8M, Depth::4M (Long::90.43861, Lat::26.507981)",28-06-2022
7,,Darrang,"Dalgaon - Elementary Schools Damaged | as per report received from BEEO,Dalgaon 1/2 baruajhar LPS damaged on 19/06/2022, Naorasisa LPS damaged on 16/06/2022 and Ozagaon Pachim Chuba LPS damaged on 20/06/2022 due to flood'2022 (2nd wave)under dalgaon revenue circle,  Handloom & Textile Deptt | as per report received from Handloom & Textile department, 16 nos of weavers affected due to flood under dalgaon revenue circle date of occurrence - 19/05/2022,  Sipajhar - Handloom & Textile Deptt | 227 nos. of weavers of Sipajhar area are affected by Flood as on 28-06-2022",28-06-2022
8,,Dima-Hasao,"Haflong - Irrigation Canal/Scheme Damaged | Damage of Gidingpur Ph-II Bund and Canal due to heavy rain as per info received from O/o the Asstt. Executive Engineer, Maibang Sub-Division dated 28/06/2022,  Irrigation Canal/Scheme Damaged | Damage of drain at Dilimpur village due to heavy rain as per info received from O/o the Asstt. Executive Engineer, Maibang Sub-Division dated 28/06/2022",28-06-2022
9,,Hailakandi,"Lala - Elementary Schools Damaged | LAXMINAGAR KHASIA PUNJEE LPS submerged Long-92.510417, Lat-24.5974 under Lala Rev. Circle on dtd. 21.062022,  Elementary Schools Damaged | NORMODAMOYEE ME SCHOOL submerged Long-92.524633, Lat-24.622067under Lala Rev. Circle on dtd. 21.062022,  Elementary Schools Damaged | HANIF ALI MEMO VLP submerged Long-92.58375, Lat-24.64155 under Lala Rev. Circle on dtd. 21.062022,  Elementary Schools Damaged | SISHU KALYAN BIDYAPITH LPS submerged Long-92.5909, Lat-24.631317 under Lala Rev. Circle on dtd. 21.062022,  Elementary Schools Damaged | 848 NO SOROJINI BIDYAPITH submerged Long-92.586467, Lat-24.652933 under Lala Rev. Circle on dtd. 22.062022,  Elementary Schools Damaged | HARUS ALI MEMORIAL LPS submerged Long-92.58015, Lat-24.655017 under Lala Rev. Circle on dtd. 22.062022,  Elementary Schools Damaged | JANASEBA LPS submerged Long-92.569367, Lat-24.623367 under Lala Rev. Circle on dtd. 22.062022,  Elementary Schools Damaged | RAHMANIA M.E SCHOOL submerged Long-92.567, Lat-24.623383 under Lala Rev. Circle on dtd. 22.062022,  Elementary Schools Damaged | CHURAMONI MVS submerged Long-92.563, Lat-24.646967 under Lala Rev. Circle on dtd. 22.062022,  Elementary Schools Damaged | 782 NO BALIURA LPS submerged Long-92.563533, Lat-24.651633 under Lala Rev. Circle on dtd. 22.062022,  Hailakandi - Elementary Schools Damaged | BOALIPAR GIRLS MES submerged Long- 92.57575, Lat-24.714833 under Hailakandi Rev. Circle on dtd. 21.062022,  Elementary Schools Damaged | MATIJURI GIRLS HIGH SCHOOL submerged Long-92.61365, Lat-24.646767 under Hailakandi Rev. Circle on dtd. 21.062022, Katlicherra - Elementary Schools Damaged | PAHAR GAON AZIMIA ME submerged Long-92.549267, Lat-24.52225 under Katlicherra Rev. Circle on dtd.-21.06.2022,  Elementary Schools Damaged | HAZI MASKONDAR ALI LP submerged Long-92.548033, Lat-24.52515under Katlicherra Rev. Circle on dtd.-21.06.2022,  Elementary Schools Damaged | 97 NO DINANATHPUR LP submerged Long-92.534, Lat-24.500017under Katlicherra Rev. Circle on dtd.-21.06.2022,  Elementary Schools Damaged | 380 UTTAR DINANATHPUR LPS submerged Long-92.5307, Lat-24.508933under Katlicherra Rev. Circle on dtd.-21.06.2022,  Elementary Schools Damaged | 696 RUPATHOL LPS submerged Long-92.52735, Lat-24.515683under Katlicherra Rev. Circle on dtd.-22.06.2022,  Elementary Schools Damaged | 501 GAGANCHERRA LPS submerged Long-92.518567, Lat-24.5147under Katlicherra Rev. Circle on dtd.-22.06.2022,  Elementary Schools Damaged | SUNACHERRA LP submerged Long-92.59435, Lat-24.469583under Katlicherra Rev. Circle on dtd.-22.06.2022,  Algapur - Elementary Schools Damaged | 937 NO KANDIGRAM LPS submerged Long-92.613733 Lat-24.762383 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | GUL-E-BUL BUL MEM submerged Long-92.607133 Lat-24.757467 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | 777 POLARPAR KATAURA LPS submerged Long-92.605233 Lat-24.754417 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | 483 NO MADHYA BARNAGOD LPS submerged Long-92.584767 Lat-24.761917 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | BARNAGAND MEM submerged Long-92.5934 Lat-24.759783 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | 275 NO PADMAR PAR LPS submerged Long-92.604617 Lat-24.767033 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | HAZI SULTAN MIYA MEMORIAL LPS submerged Long-92.6066 Lat-24.76125 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | LAMAR GRAM MES submerged Long-92.606283 Lat-24.759867 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | 735 NO RAYPARA LPS submerged Long-92.6142 Lat-24.765433 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | 599 NO UTTAR PADMAR PAR LPS submerged Long-92.602633 Lat-24.77405 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | RAUD PARA LPS submerged Long-92.6182 Lat-24.77475 under Algapur Revenue Circle dtd. 21.06.2022,  Elementary Schools Damaged | AMBIKA CHARAN ME SCHOOL submerged Long-92.6171 Lat-24.77195 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | BAKRIHAWAR MVS submerged Long-92.623083 Lat-24.80005 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | BARONAMI M.E SCHOOL submerged Long-92.62865 Lat-24.801617 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | 793 NO BONGAON LPS submerged Long-92.628017 Lat-24.7916 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | 653 NO MIRJA MARA LPS submerged Long-92.618933 Lat-24.793733 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | 651 NO BAKRIHAWAR PART 10 LPS submerged Long-92.628417 Lat-24.798367 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | BAKRIHAWAR MEM submerged Long-92.63415 Lat-24.802083 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | BEDIALARPAR EGS submerged Long-92.639367 Lat-24.79795 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | 147 NO BAIYAR PAR MOQTAB SCHOOL submerged Long-92.614867 Lat-24.803933 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | 412 NO KALINAGAR TILLAGRAM LPS submerged Long-92.646017 Lat-24.803967 under Algapur Revenue Circle dtd. 22.06.2022,  Elementary Schools Damaged | SAMAJ KALYAN VLP submerged Long-92.64145 Lat-24.80145 under Algapur Revenue Circle dtd. 22.06.2022",28-06-2022
