Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
R/S to B/dyke from Deorighat -Pk1,RS to Bdyke from Deorighat to Sissikalghar from Ch.18150m to 27175m including A/E measures Ph-I,Please refer Tender documents. ,NA ,"1,89,62,597",Civil Works,NA ,Tender,180.0,180.0,Dhemaji,787057.0,NA ,NA ,NA ,O/O Chief Engineer Water Resources Department Chan,No ,No,"3,79,252",Yes,percentage,2.0%,"Executive Engineer,Dhemaji W.R Division",Dhemaji,1.0,Fee,.pdf,Cost of Tender and EMD,Chief Engineer,O/O Chief Engineer Water Resources Department Chandmari,"5,000","Executive Engineer,Dhemaji W.R Division",Dhemaji,No,02-Jan-2018 06:00 PM,22-Jan-2018 02:05 PM,02-Jan-2018 06:05 PM,22-Jan-2018 02:00 PM,NA ,NA ,15-Jan-2018 10:00 AM,22-Jan-2018 02:00 PM,22-Feb-2018 04:00 PM,Department of Water Resources||Chief Engineer - DoWR,DHEMAJI/RIDF-XXIII/1,2017_DoWR_4700_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,AOC,A. Kalita,Internal,"S. Deka, G.C. Sarma, H.P. Mili",Priyanka Bora,22-Feb-2018 03:59 PM,22-Feb-2018 04:00 PM,techsummary_7472.pdf (54.61 KB),Technical,Financial bid of the successful bidder may be opened,Priyanka Bora,22-Feb-2018 03:51 PM,technical_7472.pdf,1,26522,Arunmoni Phukan,21-Jan-2018 06:17 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,Finance,Updated CS may be prepared,Priyanka Bora,12-Mar-2018 04:47 PM,finance_7472.pdf,BOQ Comparative Chart,Department of Water Resources||Chief Engineer - DoWR,2017_DoWR_4700_1,DHEMAJI/RIDF-XXIII/1,R/S to B/dyke from Deorighat -Pk1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,,,,,,,,,,,,,2,26497,DIBYA SARMAH ROSHAN SHARMA JOINT VENTURE,21-Jan-2018 02:00 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,AOC,,,,,,,,,,,,,3,26525,Ganga Pegu,21-Jan-2018 06:33 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,AOC,,,,,,,,,,,,,4,26567,JITU HAZARIKA,22-Jan-2018 09:34 AM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,DCR - Deposit at call receipt,AOC,,,,,,,,,,,,,5,26516,Khagen Mili,22-Jan-2018 11:26 AM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,26583,LALIT KUMAR AGARWALLA,22-Jan-2018 12:36 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,26512,Moina Chetia,21-Jan-2018 04:20 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,26484,M/S KALYAN & ASSOCIATES,20-Jan-2018 07:41 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,26489,Nip Konwar,21-Jan-2018 09:40 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,22-Feb-2018 03:51 PM,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,26581,pulin borgohain,22-Jan-2018 01:19 PM,Accepted-AOC,Proper,11-Jul-2018 02:17 PM,,,,,,,,,,,AOC
