Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
17-Jul-2018,INR 22927784.15,180.0,Pitambar Deka Boro,17-Jul-2018 07:48 AM,GolondiBreach_WO_SDRF.pdf (11678.00 KB),Immediate measures for closing of breach of Golondi river at 4th km on L/B embankment at village Thana Udalguri under SDRF for 2017-18,1,28070,Ajit Daimari,06-Feb-2018 12:57 AM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,Finance,Bid opening summery for 2nd cover,Pitambar Deka Boro,06-Apr-2018 06:49 AM,finance_8094.pdf,BOQ Comparative Chart,"Mrs. Jolly Das Brahma, Secretary, BTC",Internal,"Mr. Mohan Ch. Medhi, Palashjyoti Goswami, Pitambar Deka Baro",Pitambar Deka Boro,06-Apr-2018 08:05 AM,finsummary_8094.pdf (50.18 KB),Technical,Bid opening summery for 1st cover,PALASH JYOTI GOSWAMI,17-Feb-2018 03:11 PM,technical_8094.pdf,Bodoland Territorial Council-WRD,2018_BTCWR_5153_3,ACE/KZ/WR/e/100/77dt.20.01.18,Immediate measures for closing of breach of Golondi river at 4th km on L/B embankment at village Thana Udalguri under SDRF for 2017-18,1.0,27901.0,UJJALA SHARMA,INR,2947694.33,"Mrs. Jolly Das Brahma, Secy BTC",Internal,"Mr. Mohan Ch. Medhi CHD, Palashjyoti Goswami EE, Pitambar Deka Baro AEE",Pitambar Deka Boro,17-Feb-2018 03:17 PM,17-Feb-2018 03:20 PM,techsummary_8094.pdf (125.09 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,Bodoland Territorial Council-WRD,ACE/KZ/WR/e/100/77dt.20.01.18,2018_BTCWR_5153_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Immediate measures for closing of breach of Golondi river at 4th km on L/B embankment at village Thana Udalguri under SDRF for 2017-18,"B/Uprooting, E/W, tuefing, Supply of Geobags, Supply of WNS, Filling Geobags etc.",Please refer to tender documents  ,NA ,"2,29,27,784",Civil Works,NA ,Tender,180.0,180.0,"Vill. Thana, Udalguri",784509.0,NA ,NA ,NA ,"O/O Addl.C.E, W.R Dept. BTC, Kokrajhar",No ,No,1.0,DD - Demand Draft,22-Jan-2018 12:00 PM,06-Feb-2018 03:20 PM,22-Jan-2018 03:30 PM,06-Feb-2018 03:00 PM,NA ,NA ,27-Jan-2018 10:10 AM,06-Feb-2018 03:00 PM,17-Feb-2018 03:20 PM,"4,58,556",Yes,percentage,2.0%,"EE, Baksa WR Division, Mushalpur",BTC WRD,"Addl. C.E, W.R Dept. BTC, Kokrajhar","O/O Addl.C.E, Water Resources Dept. BTC, Kokrajhar","5,000","EE, Baksa WR Division, Mushalpur","SBI, Kokrajhar",Yes,AOC
,,,,,,,2,28067,ASHOK KUMAR BAJAJ,06-Feb-2018 02:12 AM,Rejected-Finance,Quoted excess below,06-Apr-2018 08:05 AM,,,,,,,,,,,,,,,,,,,,,,2.0,27923.0,Khitish Ojha,INR,2947694.33,,,,,,,,AOC,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3,27923,Khitish Ojha,06-Feb-2018 11:58 AM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,3.0,27943.0,Sri Kanu Roy,INR,2947694.33,,,,,,,,AOC,,,.pdf,Tender Documents signed in each pages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4,28074,SONESWAR WARY,06-Feb-2018 01:23 AM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,4.0,28070.0,Ajit Daimari,INR,2947694.33,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5,28081,Sri Bhaba Dev Mahanta,05-Feb-2018 05:50 PM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,5.0,28074.0,SONESWAR WARY,INR,2947694.33,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6,27920,Sri Ekho Das,04-Feb-2018 09:15 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2018 03:11 PM,,,,,,,,,,,,,,,,,,,,,,6.0,28081.0,Sri Bhaba Dev Mahanta,INR,2947694.33,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7,27943,Sri Kanu Roy,04-Feb-2018 09:01 PM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,7.0,28124.0,Sri Minon Mochahari,INR,2947694.33,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8,28124,Sri Minon Mochahari,06-Feb-2018 01:04 AM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9,27901,UJJALA SHARMA,04-Feb-2018 09:25 PM,Accepted-AOC,Qualified bidder,17-Jul-2018 07:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10,28146,UJWAL MEDHI,06-Feb-2018 08:06 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,17-Feb-2018 03:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
