Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Instrument Type,Tender Stage
Finance,Bid opening summery for 2nd cover,Pitambar Deka Boro,06-Apr-2018 09:54 AM,finance_7158.pdf,BOQ Comparative Chart,1,24819,ASHOK KUMAR BAJAJ,05-Jan-2018 01:24 AM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,Technical,Bid opening summery for 1st cover,Pitambar Deka Boro,27-Jan-2018 02:14 PM,,1.0,24696.0,SRI RABI RAM BORO,INR,1248931.08,Bodoland Territorial Council-WRD,2017_BTCWR_4460_4,ADC/KZ/WR/ET/AC/100/2002-A,RIDF-XXIII Bhola Pk-IV,"Mrs. Jolly Das Brahma, Secy, BTC",Internal,"Mr. Mohan Ch. Medhi, Mr. Palashjyoty Goswami, Sri Pitambar Deka Baro.",Pitambar Deka Boro,16-Jul-2018 01:32 PM,finsummary_7158.pdf (568.47 KB),"Jolly Das Brahma Secy, BTC",Internal,"Mr. Mohan Ch. Medhi CHD, Palashjyoti Goswami EE, Pitambar Deka Baro AEE",Pitambar Deka Boro,27-Jan-2018 02:24 PM,27-Jan-2018 02:30 PM,techsummary_7158.pdf (129.10 KB),18-Jul-2018,INR 6616098.74,180.0,Pitambar Deka Boro,18-Jul-2018 07:50 AM,BholaWO_Pk_4.pdf (3971.00 KB),A.E measures at different reaches of Bhola river on its both banks under RIDF-XXIII,AOC,"5,000","Executive Engineer, Baksa W.R. Division, Mushalpur","SBI, Kokrajhar",No,"Addl CE, Kokrajhar","O/O the Addl. Chief Engineer, K.Z W.R. Deptt. B.T.C. Kokrajhar","1,32,322",Yes,percentage,2.0%,"Executive Engineer, Baksa W.R. Division, Mushalpur",Mushalpur,16-Dec-2017 05:00 PM,06-Jan-2018 11:00 AM,16-Dec-2017 05:30 PM,05-Jan-2018 03:00 PM,NA ,NA ,19-Dec-2017 10:10 AM,05-Jan-2018 03:00 PM,27-Jan-2018 02:30 PM,Bodoland Territorial Council-WRD,ADC/KZ/WR/ET/AC/100/2002-A,2017_BTCWR_4460_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and EMD,RIDF-XXIII Bhola Pk-IV,A/E measures at different reaches of Bhola river on its both banks under RIDF-XXIII.,Please refer to tender documents  ,NA ,"66,16,098",Civil Works,NA ,Tender,180.0,180.0,Different location of river Bhola in Udalguri,784509.0,NA ,NA ,NA ,"O/O the Addl. Chief Engineer, Kokrajhar Zone, W.R.",No ,No,1.0,Bid Security/EMD/Performance security/Security Deposit,Fee,,1.0,DD - Demand Draft,AOC
,,,,,,2,24756,ASHOK KUMAR BASUMATARY,05-Jan-2018 02:01 PM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,,,,,,2.0,24856.0,Nelson Basumatary,INR,1984684.6,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,AOC
,,,,,,3,24910,Budha Choudhury,05-Jan-2018 03:55 AM,Accepted-AOC,Found in order,18-Jul-2018 07:50 AM,,,,,,3.0,24910.0,Budha Choudhury,INR,2720438.13,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Documents Signed in each page,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,24914,EKHO DAS,05-Jan-2018 08:47 AM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,24829,Khitish Ojha,04-Jan-2018 09:18 PM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,24921,MINTU BISWAS - SOMLA DAIMARY - JV,05-Jan-2018 09:10 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Jan-2018 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,24856,Nelson Basumatary,05-Jan-2018 05:42 AM,Accepted-AOC,Found in order,18-Jul-2018 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,24728,PRANESWAR DAIMARI,04-Jan-2018 03:28 AM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,24846,PROLOY DAIMARI - PP ASSOCIATES - JV,04-Jan-2018 09:14 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,27-Jan-2018 02:14 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,24892,Sri Nirendu Roy,05-Jan-2018 01:54 AM,Rejected-AOC,Not acceptable,18-Jul-2018 07:50 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
