Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage
"5,000","EE, Baksa WR Division, Mushalpur","SBI, Kokrajhar",Yes,"Addl. C.E, W.R Dept. BTC, Kokrajhar","O/O Addl.C.E, Water Resources Dept. BTC, Kokrajhar",Bodoland Territorial Council-WRD,ACE/KZ/WR/e/100/77dt.20.01.18,2018_BTCWR_5153_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,64,380",Yes,percentage,2.0%,"EE, Baksa WR Division, Mushalpur",BTC WRD,1.0,Corrigendum for bid documents,Technical Bid,,22-Jan-2018 12:00 PM,06-Feb-2018 03:20 PM,22-Jan-2018 03:30 PM,06-Feb-2018 03:00 PM,NA ,NA ,27-Jan-2018 10:10 AM,06-Feb-2018 03:00 PM,19-Feb-2018 09:00 AM,1.0,DD - Demand Draft,Immediate measures for Restoration works of Nonoi river on R/B at Dhopguri (Nachansali) village under SDRF for 2017-18,"J/Clearance, E/W, tuefing, Supply of Geobags, Supply of WNS, Filling Geobags etc.",Please refer to tender documents  ,NA ,"82,18,986",Civil Works,NA ,Tender,180.0,180.0,"Vill. Dhopguri, Udalguri",784509.0,NA ,NA ,NA ,"O/O Addl.C.E, W.R Dept. BTC, Kokrajhar",No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender fee and EMD,AOC,Bodoland Territorial Council-WRD,2018_BTCWR_5153_1,ACE/KZ/WR/e/100/77dt.20.01.18,Immediate measures for Restoration works of Nonoi river on R/B at Dhopguri (Nachansali) village under SDRF for 2017-18,1,28159,AMAR JOTI MEDHI,06-Feb-2018 01:53 PM,Accepted-AOC,Found in order,16-Jul-2018 04:29 PM,"Mrs. Jolly Das Brahma, Secy BTC",Internal,"Mr. Mohan Ch. Medhi CHD, Palashjyoi Goswami EE. Pitambar Deka Baro AEE",Pitambar Deka Boro,18-Feb-2018 09:36 PM,19-Feb-2018 09:00 AM,techsummary_8092.pdf (125.09 KB),Technical,Bid opening summery for 1st cover,Pitambar Deka Boro,18-Feb-2018 01:19 PM,technical_8092.pdf,Finance,Bid opening summery for 2nd cover,Pitambar Deka Boro,06-Apr-2018 06:46 AM,finance_8092.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification Documents,AOC,,,,,2,28134,BICHITRA BASUMATARY,05-Feb-2018 09:53 PM,Rejected-AOC,Not Admissible,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Tender Documents signed in each pages,AOC,,,,,3,27998,CHANDIT KUMAR BORO,04-Feb-2018 07:41 PM,Rejected-AOC,Not Admissible,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity (BOQ),AOC,,,,,4,28132,KATIRAM NARZARY,05-Feb-2018 09:23 PM,Rejected-AOC,Not Admissible,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,5,27925,Khitish Ojha,04-Feb-2018 09:07 PM,Rejected-Finance,Quoted rate is excess below,06-Apr-2018 08:15 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,6,28181,M/S R.Sanzarang,06-Feb-2018 01:02 PM,Accepted-AOC,Found in order,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,7,28113,Nelson Basumatary,06-Feb-2018 01:37 AM,Rejected-AOC,Not Admissible,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,8,28169,Pabitra Boro,06-Feb-2018 11:23 AM,Accepted-AOC,Found in order,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,9,27932,Sri Nirendu Roy,06-Feb-2018 01:09 PM,Rejected-AOC,Not Admissible,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,10,28147,SRI RABI RAM BORO,06-Feb-2018 01:59 AM,Accepted-AOC,Found in order,16-Jul-2018 04:29 PM,,,,,,,,,,,,,,,,,,,AOC
