S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,DD - Demand Draft,"2,000","The Executive Engineer, Dhemaji W.R. Division",Dhemaji,No,Department of Water Resources||Chief Engineer - DoWR,DHEMAJI/SDRF/2017-18/5,2018_DoWR_5659_1,Yes,Open Tender,Works,Works,3.0,No,No,Offline,No,No,No,Chief Engineer,O/O Chief Engineer Water Resources Department Chandmari,"1,03,219",Yes,percentage,2.0%,"The Executive Engineer, Dhemaji W.R. Division",Dhemaji,09-Feb-2018 06:00 PM,19-Feb-2018 02:05 PM,09-Feb-2018 06:05 PM,19-Feb-2018 02:00 PM,NA ,NA ,14-Feb-2018 10:00 AM,19-Feb-2018 02:00 PM,15-Mar-2018 02:40 PM,1.0,Fee,.pdf,Cost of Tender and EMD,IM river Kumatiya Pk-2,Immediate measures for closing of breach and restoration of flood damages to the M/E along L/B of river Kumatiya from N.H-15 to Gurathali chapori under SDRF for 2017-18 (Breach closing near Adarsha gaon),Please refer Tender documents. ,NA ,"51,60,951",Civil Works,NA ,Tender,180.0,60.0,Dhemaji,787057.0,NA ,NA ,NA ,O/O Chief Engineer Water Resources Department Chan,No ,No,AOC,Technical,Financial bid of the successful bidder may be opened,Priyanka Bora,15-Mar-2018 02:34 PM,technical_8780.pdf,A. Kalita,Internal,"G.C..Sharma, S.Deka",Priyanka Bora,18-Jul-2018 04:09 PM,finsummary_8780.pdf (54.61 KB),A.Kalita,Internal,"H.Goswami,G.C..Sharma, S.Deka",haimanti mandal,15-Mar-2018 02:36 PM,15-Mar-2018 02:40 PM,techsummary_8780.pdf (54.63 KB),Department of Water Resources||Chief Engineer - DoWR,2018_DoWR_5659_1,DHEMAJI/SDRF/2017-18/5,IM river Kumatiya Pk-2,Finance,Updated CS may be prepared,Priyanka Bora,15-Mar-2018 05:14 PM,finance_8780.pdf,BOQ Comparative Chart,1.0,29616.0,RAJIB SAHU,INR,631749.21,20-Jul-2018,INR 5160951.01,60.0,Priyanka Bora,20-Jul-2018 12:28 PM,18-5659.pdf (53.00 KB),Immediate measures for closing of breach and restoration of flood damages to the M/E along L/B of river Kumatiya from N.H-15 to Gurathali chapori under SDRF for 2017-18 ( Breach closin,1,29718,Anil Borgohain,18-Feb-2018 03:19 AM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Technical Documents,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,29674.0,Mr. Mantu Kumar Bhuyan,INR,620586.1,,,,,,,,2,29723,BABUL BURAGOHAIN,18-Feb-2018 04:04 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,15-Mar-2018 02:34 PM,AOC
3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29718.0,Anil Borgohain,INR,622163.67,,,,,,,,3,29875,Khagen Konch and Jayanta Dihingia (J V),19-Feb-2018 12:19 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,29725.0,Mr. Uma Kanta Lahan,INR,625402.87,,,,,,,,4,29811,Khagen Mili,19-Feb-2018 12:32 PM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
5.0,DCR - Deposit at call receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29752.0,RAJIV GOGOI,INR,631121.69,,,,,,,,5,29809,LAKHI DIHINGIA,18-Feb-2018 08:55 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29811.0,Khagen Mili,INR,618548.67,,,,,,,,6,29574,Mahendra Konwar,16-Feb-2018 10:18 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,29868.0,MANUJ PEGU,INR,615195.82,,,,,,,,7,29868,MANUJ PEGU,19-Feb-2018 10:59 AM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,29532,Mina Boruah,16-Feb-2018 12:53 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,29652,MR. ANIL CHUTIA,18-Feb-2018 02:38 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,29674,Mr. Mantu Kumar Bhuyan,17-Feb-2018 06:10 PM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,29725,Mr. Uma Kanta Lahan,18-Feb-2018 04:21 AM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,29616,RAJIB SAHU,17-Feb-2018 11:50 AM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,29752,RAJIV GOGOI,18-Feb-2018 01:40 PM,Accepted-AOC,Proper,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29854,Sanjeeb Boruah,19-Feb-2018 01:52 PM,Not Admitted-Fee,Insufficient Fee amount,14-Mar-2018 04:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,29768,Suraj Agarwalla,18-Feb-2018 03:13 PM,Rejected-AOC,Official,20-Jul-2018 12:28 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,29608,TULAN KONWAR,17-Feb-2018 10:23 AM,Not Admitted-PreQual/Technical,Not Complied with technical specification,15-Mar-2018 02:34 PM,AOC
