Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Director- Fire and Emergency Services-Assam,2016_FESA_1342_1,F and ES/PS/271/4088,Fabrication and supply of 11 (eleven) Nos. Mini Water Tender Pump,1,8151,Aarel Industries,10-Jan-2017 06:10 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,1.0,DATE,Date,,"6,60,000",Yes,fixed,,"Director, Fire and Emergency Services, Assam",Guwahati,20-Dec-2016 05:00 PM,17-Jan-2017 11:00 AM,20-Dec-2016 05:30 PM,16-Jan-2017 03:00 PM,NA ,NA ,20-Dec-2016 05:30 PM,16-Jan-2017 03:00 PM,30-Jan-2017 03:00 PM,1.0,Fee/PreQual/Technical,.pdf,EMD,0.0,Nil,Nil,No,1.0,DD - Demand Draft,Fabrication and supply of 11 (eleven) Nos. Mini Water Tender Pump,Fabrication and supply of 11 (eleven) Nos. Mini Water Tender Pump,Please refer Tender documents. ,NA ,"3,30,00,000",Composite Works,NA ,Tender,365.0,60.0,Guwahati,781001.0,Guwahati ,"Office of the Director, Fire Emergency Services, Assam, Panbazar, Guwahati-781001 ",28-Dec-2016 04:00 PM ,Guwahati,No ,No,"Director, Fire and Emergency Services, Assam","Office of the Director, Fire and Emergency Services, Assam, Panbazar, Guwahati-781001",Director- Fire and Emergency Services-Assam,F and ES/PS/271/4088,2016_FESA_1342_1,Yes,Open Tender,Works,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,2,7319,Agni Industrial Fire Services Limited,09-Jan-2017 01:47 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,8361,Ambala Coach Builders,16-Jan-2017 11:54 AM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Document,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,7441,ANAND FABRICATORS & ENGINEERS,15-Jan-2017 10:08 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,7069,AshokaHightec Pvt. Ltd.,07-Jan-2017 03:22 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,7718,Garrison Engineering Company Pvt. Ltd.,14-Jan-2017 03:31 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,7462,Hindusthan Technologies.com,07-Jan-2017 08:10 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,8154,HI-TECH SERVICES,16-Jan-2017 02:03 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,6855,INDIAN FIRE EQUIPMENTS CORPORATION,14-Jan-2017 05:14 PM,Rejected-AOC,REJECTED,29-Sep-2018 02:06 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,8355,M/S. VIJAY FIRE VEHICLES AND PUMPS LIMITED,16-Jan-2017 02:23 PM,Not Admitted-Fee/PreQual/Technical,,25-Jan-2017 12:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
