Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"9,700",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,SBI Bank,"6,47,000",Yes,fixed,,Nil,Nil,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/01/ RIDF-XXVIII/2022-23/5,2023_PWD_30302_8,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,RE/RIDF-XXVIII/Dergaon/1,Construction of road cum embankment of Brahmaputra Dyke from Negheriting to Rongagora (Phase-II) from Ch. 0m to 2150.00m (L-2150M) under RIDF-XXVIII of NABARD (MMMPA) for the year 2022-23 of District Goalaghat (Dergaon LAC),Please refer Tender documents. ,NA ,"3,23,41,300",Civil Works – Roads,NA ,Tender,180.0,365.0,dergaon,785703.0,NA ,NA ,NA ,"O/o The CE, PWD (R), Chandmari Guwahati 3, Assam",No ,No,"CE, PWD (R), Chandmari Guwahati 3, Assam","CE, PWD (R), Chandmari Guwahati 3, Assam",03-Apr-2023 02:00 PM,24-Apr-2023 02:30 PM,03-Apr-2023 02:00 PM,24-Apr-2023 02:00 PM,03-Apr-2023 02:00 PM ,24-Apr-2023 12:00 PM ,03-Apr-2023 02:00 PM,24-Apr-2023 02:00 PM,09-May-2023 04:40 PM,AOC,1,183864,ADKING,23-Apr-2023 11:18 AM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,Technical,TBE,CHANDAN DEKA,09-May-2023 04:27 PM,,Finance,Fin-op,CHANDAN DEKA,10-May-2023 02:04 PM,,BOQ Comparative Chart,1.0,184334.0,RUPANJAL BORBORUAH,INR,29107170.0,04-Sep-2023,INR 2.910717E+7,365.0,CHANDAN DEKA,04-Sep-2023 04:51 PM,dergaon_npw.pdf (1020.00 KB),Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2023_PWD_30302_8,CE/Commn/01/ RIDF-XXVIII/2022-23/5,RE/RIDF-XXVIII/Dergaon/1,S. Shyam,Internal,,CHANDAN DEKA,04-Sep-2023 04:43 PM,finsummary_48654.pdf (1019.73 KB),S. Shyam,Internal,,CHANDAN DEKA,09-May-2023 04:37 PM,09-May-2023 04:40 PM,techsummary_48654.pdf (116.91 KB),AOC
,,,,,,.pdf,Payment Status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,183828,Amal Bharali,22-Apr-2023 05:46 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,184249,AMITABH TAMULI,23-Apr-2023 12:54 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.pdf,FOB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,183906,D S ENTERPRISE,21-Apr-2023 07:05 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,184333,Gautam Bagaria,23-Apr-2023 02:13 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,183917,Kuladhar Boruah,24-Apr-2023 12:26 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,184083,M/S B. L. AGARWALA,22-Apr-2023 01:46 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,184290,M/S K. C. CHHAWCHHARIYA,24-Apr-2023 10:46 AM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,184054,Nirmal Kumar Agarwalla,23-Apr-2023 08:43 PM,Rejected-AOC,Not awarded,04-Sep-2023 04:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,184294,PRABESH BARMAN,22-Apr-2023 10:46 PM,Rejected-Finance,Not admissible,04-Sep-2023 04:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
