Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3
"HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen TDC, Pandoh",HPSEBL/TCD/35/2023-24,2023_HPSEB_78878_1,Yes,Open Tender,Turn-key,Services,2.0,No,No,Online,No,No,No,"6,100",No,fixed,,Nil,Nil,"Estimate for the excavation/removal of silt,aggregate,boulder,pebbles mutually from the conveyance channel and silt flushing channel disposal of all excavated earth into a lead of 20 meters and lift upto 5m , disposed earth to be nearly dressed or as","Estimate for the excavation/removal of silt,aggregate,boulder,pebbles mutually from the conveyance channel and silt flushing channel disposal of all excavated earth into a lead of 20 meters and lift upto 5m , disposed earth to be nearly dressed or as",Please refer Tender documents. ,NA ,590.0,Miscellaneous Services,NA ,Tender,180.0,60.0,LAHUAL SPITI,175139.0,NA ,NA ,NA ,TCD Pandoh,No ,No,1.0,Fee/PreQual/Technical,.pdf,copy of adhar,sh. Rakesh Kumar,Sr.XEN TCD Pandoh,590.0,Nil,Nil,No,15-Sep-2023 05:30 PM,26-Sep-2023 12:30 PM,15-Sep-2023 05:30 PM,25-Sep-2023 01:00 PM,NA ,NA ,15-Sep-2023 05:30 PM,25-Sep-2023 01:00 PM,27-Sep-2023 12:05 PM,1.0,ICICI BANK,Rakesh kumar,Internal,Rajkumar sharma,Rakesh Kumar,28-Sep-2023 10:58 AM,finsummary_117629.pdf (354.13 KB),1.0,373551.0,Roshan Lal,INR,"282,348","HPSEBL||CE(Gen) Sundernagar||SE(Gen) Sarabai (Bhunter)||Sr. Xen TDC, Pandoh",2023_HPSEB_78878_1,HPSEBL/TCD/35/2023-24,"Estimate for the excavation/removal of silt,aggregate,boulder,pebbles mutually from the conveyance channel and silt flushing channel disposal of all excavated earth into a lead of 20 meters and lift upto 5m , disposed earth to be nearly dressed or as",Technical,summary of technical bid,Rakesh Kumar,27-Sep-2023 11:56 AM,technical_117629.pdf,Finance,price bid proceeding,Rakesh Kumar,28-Sep-2023 10:47 AM,finance_117629.pdf,BOQ Comparative Chart,28-Sep-2023,"INR 282,348",60.0,Rakesh Kumar,28-Sep-2023 11:03 AM,awardletter.pdf (402.00 KB),award of contract,1.0,373551.0,Roshan Lal,23-Sep-2023 10:37 AM,Accepted-AOC,L1,28-Sep-2023,Rakesh Kumar,Internal,"Rajkumar Sharma, AE",Rakesh Kumar,27-Sep-2023 11:58 AM,27-Sep-2023 12:05 PM,techsummary_117629.pdf (525.50 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of pan,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,373562.0,SOHAN SINGH,23-Sep-2023 11:19 AM,Rejected-Finance,L3,28-Sep-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of regiistration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,373689.0,Susheel,23-Sep-2023 08:47 PM,Rejected-Finance,L2,28-Sep-2023,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of income tax return of last three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of income tax clearance certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of non- black listing certificate on non-judicial stamp paper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF WORK DONE CERTIFICATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,COPY OF GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
