Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
23-Mar-2022 04:15 PM,01-Apr-2022 11:30 AM,23-Mar-2022 04:15 PM,31-Mar-2022 05:00 PM,NA ,NA ,23-Mar-2022 04:15 PM,31-Mar-2022 05:00 PM,16-Apr-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,PWD,No.PWC- 17703-802 dated 15.3.22,2022_PWD_58421_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Construction of Sach Lindi Behi road Km. 0/0 to 2/720( SH Const. of Retaining wall at km 0/390 to 0/410),Construction of Sach Lindi Behi road Km. 0/0 to 2/720( SH Const. of Retaining wall at km 0/390 to 0/410),Please refer Tender documents. ,NA ,"10,57,210",Civil Works,NA ,Tender,75.0,60.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,1.0,ICICI BANK,1.0,Due Date Extended,Admin Corrigendum Date Extend,,"21,200",No,fixed,,Nil,Nil,1.0,273959.0,Naresh Kumar,INR,"798,717",Finance,BOS,Jeet Singh Thakur,16-Apr-2022 03:42 PM,finance_88374.pdf,BOQ Comparative Chart,1.0,273959.0,Naresh Kumar,30-Mar-2022 02:06 PM,Accepted-AOC,Work completed,25-Sep-2023,Technical,BOS,Jeet Singh Thakur,05-Apr-2022 07:59 PM,technical_88374.pdf,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,08-Apr-2022 06:17 PM,16-Apr-2022 11:30 AM,techsummary_88374.pdf (255.53 KB),PWD,2022_PWD_58421_1,No.PWC- 17703-802 dated 15.3.22,Construction of Sach Lindi Behi road Km. 0/0 to 2/720( SH Const. of Retaining wall at km 0/390 to 0/410),25-Sep-2023,"INR 1,057,210",60.0,Rajeev Kumar,25-Sep-2023 01:20 PM,3300-3306.pdf (754.00 KB),Construction of Sach Lindi Behi road Km. 0/0 to 2/720( SH Const. of Retaining wall at km 0/390 to 0/410),EE,Internal,AE Superintendent and Senior Assistantt,Jeet Singh Thakur,06-Jul-2022 06:14 PM,finsummary_88374.pdf (151.13 KB)
,,,,,,,,,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,2.0,273871.0,PAVINDER THAKUR,29-Mar-2022 09:18 PM,Rejected-Finance,L2,06-Jul-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule and directions No.20 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,273662.0,Rakesh Kumar,31-Mar-2022 04:44 PM,Rejected-Finance,L4,06-Jul-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Copy of GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,273956.0,Sarfraj Mohd,30-Mar-2022 02:06 PM,Rejected-Finance,L5,06-Jul-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Detail of ongoing work/Work in hand certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,273254.0,YOG RAJ,31-Mar-2022 04:07 PM,Rejected-Finance,L3,06-Jul-2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,HP.PWD form -7/8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
