Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
"S. Das, DGM (Finance)",Internal,"N.B. Borah, DGM (CnP) and D. Phukan, Officer (CnP)",Pronit Kr Phukan,30-Aug-2023 05:21 PM,30-Aug-2023 06:00 PM,techsummary_50786.pdf (1590.88 KB),Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2023_ICD_31713_1,APL/CnP/040/PP/E/23-24/984,Morpholine,Finance,The price bid of all the above ten technically qualified bidders are opened and are admitted for further financial evaluation,Pronit Kr Phukan,31-Aug-2023 09:29 AM,,BOQ Comparative Chart,Technical,The Bids submitted by all the above ten bidders are prima facie found to be ok and hence admitted for further evaluation,Manob Borthakur,04-Aug-2023 04:55 PM,,1,194322,AVM SALES CORPORATION,01-Aug-2023 03:53 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Offer,Morpholine,Supply of Morpholine,As per tender documents ,NA ,"10,50,000",Supply of Materials,NA ,Tender,120.0,60.0,"APL, Namrup",786623.0,NA ,NA ,NA ,"APL, Namrup",No ,No,18-Jul-2023 06:00 PM,04-Aug-2023 03:00 PM,18-Jul-2023 06:00 PM,03-Aug-2023 03:00 PM,NA ,NA ,18-Jul-2023 06:00 PM,03-Aug-2023 03:00 PM,30-Aug-2023 06:00 PM,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/CnP/040/PP/E/23-24/984,2023_ICD_31713_1,Yes,Open Limited,Item Rate,Goods,2.0,No,No,Online,No,No,No,"21,000",Yes,fixed,,Nil,Nil,200.0,Nil,Nil,Yes,Managing Director,"Assam Petrochemicals Limited, Namrup, P.O. Parbatpur - 786623, District - Dibrugarh, Assam",AOC
,,,,,,,,,,,,,,,,,,,,,,2,194330,CHEMICULTURE,03-Aug-2023 01:24 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3,194323,HETAL IMPEX,03-Aug-2023 02:26 PM,Accepted-AOC,L1 Bidder,27-Sep-2023 09:12 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4,194425,Hindon India Private Limited,03-Aug-2023 01:37 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5,194379,KGM ENTERPRISE,02-Aug-2023 02:00 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,6,194427,M.J.CHEMICALS,03-Aug-2023 02:07 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,7,194004,Sanjay Chemicals India Pvt Ltd,01-Aug-2023 08:20 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,8,194338,SUNIL CHEMICALS,01-Aug-2023 06:13 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,9,194333,SURENDRA CHEMICALS and INDUSTRIES,01-Aug-2023 05:33 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,10,194326,URMI CHEMICALS,02-Aug-2023 05:08 PM,Rejected-Finance,Higher,25-Sep-2023 04:30 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
