Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
"5,000",Nil,Nil,Yes,25-Feb-2022 06:00 PM,03-Mar-2022 11:30 AM,25-Feb-2022 06:00 PM,03-Mar-2022 10:30 AM,NA ,NA ,25-Feb-2022 06:00 PM,03-Mar-2022 10:30 AM,30-Mar-2022 11:30 AM,1.0,ICICI BANK,"2,20,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form.,Construction of Divisional office building at Bhoranj District Hamirpur HP SH Construction of building portion providing water supply and sanitary istallation septic tank rain water harvesting tank and site development i.c boundary wall and solar wat,Construction of Divisional office building at Bhoranj District Hamirpur HP SH Construction of building portion providing water supply and sanitary istallation septic tank rain water harvesting tank and site development i.c boundary wall and solar wat,Please refer Tender documents. ,NA ,"1,84,29,314",Civil Works - Buildings,NA ,Tender,75.0,365.0,Bhoranj,176045.0,NA ,NA ,NA ,Bhoranj,No ,No,Executive Engineer Bhoranj Division HPPWD Bhoranj,Executive Engineer Bhoranj Division HPPWD Bhoranj,PWD,Construction of Division office Building at Bhoran,2022_PWD_57237_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,PWD,2022_PWD_57237_1,Construction of Division office Building at Bhoran,Construction of Divisional office building at Bhoranj District Hamirpur HP SH Construction of building portion providing water supply and sanitary istallation septic tank rain water harvesting tank and site development i.c boundary wall and solar wat,"Executive Engineer, Bhoranj Division HPPWD Bhoranj",Internal,"Executive Engineer, Bhoranj Division HPPWD Bhoranj",Arvind Lakhanpal,28-Mar-2022 03:52 PM,30-Mar-2022 11:30 AM,techsummary_86407.pdf (1002.47 KB),Executive Engineer Bhoranj Division HPPWD Bhoranj,Internal,BOQ summary attached,Arvind Lakhanpal,10-Jun-2022 11:09 AM,finsummary_86407.pdf (652.23 KB),20-Sep-2023,"INR 18,286,622",365.0,Anil Kumar Sharma,20-Sep-2023 01:11 PM,57237AWARD.pdf (1222.00 KB),Work awarded to M/S Super Construction co. Govt. Contr vide this office letter No. 2007-12 dated 27.05.2022,1.0,267243.0,Ramesh Chand Govt. Contractor,28-Feb-2022 08:07 PM,Rejected-Finance,Document attached,10-Jun-2022,Technical,Technical bid attached,Arvind Lakhanpal,28-Mar-2022 03:50 PM,technical_86407.pdf,1.0,267068.0,SUPER CONSTRUCTION,INR,"18,286,622",Finance,BOQ summery attached,Arvind Lakhanpal,07-Jun-2022 03:49 PM,finance_86407.pdf,BOQ Comparative Chart
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Contractor Registration REFER GENERAL RULES NO 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,267068.0,SUPER CONSTRUCTION,01-Mar-2022 02:11 PM,Accepted-AOC,WORKAWARDED,20-Sep-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration - REFER HPPWD-6 16(3).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Labour License,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number (PAN No.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail and Proof of, Mandatory Machinery Tool and Plant as per Schedule F (Clause18 of GCC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar nature Work Done Certificate not less than 40 percent of estimated cost on prescribed format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate on prescribed format given in Bidding Document as per General Rule 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HP.PWD employees related to him (General Rule No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
