Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3
Restoration of rain damages on Chailla Mohri Narkanda road km 0.00 to 10.00,"Construction of PCC Retaining wall t RD 1.015 to 1.036 ,1.465 to 1.485",As per GCC ,NA ,"13,32,667",Repair and Maintenance Services,NA ,Tender,45.0,30.0,Theog Tehsil Theog District Shimla HP,171201.0,NA ,NA ,NA ,Theog Division,No ,No,PWD,THD/CB-tender/2023-4677-91,2023_PWD_77463_2,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt/UTR No. of EMD and cost of tender form,500.0,Nil,Nil,No,11-Aug-2023 05:00 PM,19-Aug-2023 11:00 AM,11-Aug-2023 05:00 PM,18-Aug-2023 05:00 PM,NA ,NA ,11-Aug-2023 05:00 PM,18-Aug-2023 05:00 PM,30-Aug-2023 10:00 AM,Executive Engineer,"Theog Division,HPPWD Theog","26,700",No,fixed,,Nil,Nil,1,367037,Ajay Verma,18-Aug-2023 04:59 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,Technical,Bid Opening summary,Ajay Gazta,19-Aug-2023 04:41 PM,technical_115711.pdf,Finance,Finncial bid opening summary,Arvind Kumar Bhardwaj,31-Aug-2023 11:24 AM,finance_115711.pdf,BOQ Comparative Chart,1.0,366098.0,Mohan Singh Verma,INR,"1,333,200",Er.Arvind Kumar Bhardwaj E.E,Internal,"Sant Ram, Supdt. Gr-II,. Jia Lal, Head Draughtsman, Leela Verma, Sr. Asstt.",Ajay Gazta,29-Aug-2023 03:07 PM,30-Aug-2023 10:00 AM,techsummary_115711.pdf (632.15 KB),PWD,2023_PWD_77463_2,THD/CB-tender/2023-4677-91,Restoration of rain damages on Chailla Mohri Narkanda road km 0.00 to 10.00,27-Sep-2023,"INR 1,332,667",30.0,Arvind Kumar Bhardwaj,06-Nov-2023 03:15 PM,Award.pdf (659.00 KB),Award letter,Er.Arvind Kumar Bhardwaj E.E,Internal,"Jia Lal, Head Draughtsman",Arvind Kumar Bhardwaj,14-Sep-2023 09:48 AM,finsummary_115711.pdf (397.19 KB)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Contractor Registration Ref. general rule and direction 24.3,,,,,,,,,,,,,,,,,,,,,,2,366955,AMAR CHAND,18-Aug-2023 04:24 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Ref. general rule and direction 24.4,,,,,,,,,,,,,,,,,,,,,,3,366122,BALKRISHAN VERMA,14-Aug-2023 03:14 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in Hand Certificate countersigned by EE 26.2.b,,,,,,,,,,,,,,,,,,,,,,4,366807,BHUPENDER HETTA,17-Aug-2023 06:06 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Pan Card 28.1.2B(i),,,,,,,,,,,,,,,,,,,,,,5,366995,Indu Verma,18-Aug-2023 02:55 PM,Rejected-Technical,Techncially non resposnive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tools and plants 24.6 G.R and direction as per Schedule- F ref. clause-18 of GCC",,,,,,,,,,,,,,,,,,,,,,6,366098,Mohan Singh Verma,16-Aug-2023 04:16 PM,Accepted-AOC,Being L1,06-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No-7/8 in G.C.C. duly signed by the bidder and witnesses,,,,,,,,,,,,,,,,,,,,,,7,366739,Mohit Sharma,17-Aug-2023 02:36 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under EPF and miscellaneous provision Act 1952 22A,,,,,,,,,,,,,,,,,,,,,,8,366495,RAJESH CHANDEL,18-Aug-2023 11:32 AM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding list of both Gazette and non-gazette HPPWD Employees related to him 14,,,,,,,,,,,,,,,,,,,,,,9,366934,Rajesh sharma,18-Aug-2023 04:16 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding correctness of documents 28.1.2.B(ii),,,,,,,,,,,,,,,,,,,,,,10,366904,Rajinder Singh,18-Aug-2023 02:28 PM,Rejected-Technical,Technically non responsive,29-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
