Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"Checklist , list of items quoted , Annual Turnover statements, Experience details","2,000",Nil,Nil,No,MANAGING DIRECTOR,"OFFICE OF THE MANAGING DIRECTOR ASSAM MEDICAL SERVICES CORPORATION LIMITED Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026,","SUPPLY OF EQUIPMENT/FURNITURE FOR GOVT. BLOOD BANK, VIRAL LOAD TESTING LABORATORY","SUPPLY OF EQUIPMENT/FURNITURE FOR GOVT. BLOOD BANK, VIRAL LOAD TESTING LABORATORY",Please refer Tender documents. ,NA ,"4,30,00,000",Medical Equipments/Waste,NA ,Rate Contract,180.0,60.0,GUWAHATI,781026.0,"AMSCL, NARENGI, GUWAHATI ","OFFICE OF THE MANAGING DIRECTOR ASSAM MEDICAL SERVICES CORPORATION LIMITED Central Drug Ware House Campus, Patherquery, Narengi, Guwahati, Assam-781026, ",12-Apr-2023 03:30 PM ,"AMSCL, GUWAHATI",No ,No,Health and Family Welfare Department||Assam Medical Services Corporation Limited,NHM-43017/88/2022-PROC/154856,2023_HFWD_30427_1,Yes,Open Tender,Buy,Goods,2.0,No,No,Online,No,No,No,1.0,SBI Bank,"8,60,100",Yes,fixed,,Nil,Nil,1.0,EXTENSION,Date,,10-Apr-2023 02:30 PM,24-Apr-2023 04:00 PM,10-Apr-2023 02:30 PM,24-Apr-2023 02:00 PM,NA ,NA ,14-Apr-2023 02:00 PM,24-Apr-2023 02:00 PM,06-Jul-2023 02:05 PM,AOC,Finance,For financial evaluation,Robin Kumar Singh,20-Jul-2023 01:38 PM,,BOQ Comparative Chart,1,184492,ITAS G. PHARMA,24-Apr-2023 01:57 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,Health and Family Welfare Department||Assam Medical Services Corporation Limited,2023_HFWD_30427_1,NHM-43017/88/2022-PROC/154856,"SUPPLY OF EQUIPMENT/FURNITURE FOR GOVT. BLOOD BANK, VIRAL LOAD TESTING LABORATORY",Addl AMD,Internal,As per MoM,Robin Kumar Singh,29-Sep-2023 02:02 PM,finsummary_48886.pdf (2283.27 KB),1.0,Revocation,Revocation of final technical bid,06-Jul-2023 01:45 PM,Blood.Bank.Revoke.pdf ,4949.65,Technical Opening,29-Sep-2023,INR 1.0,60.0,Robin Kumar Singh,29-Sep-2023 02:03 PM,RC.pdf (2191.00 KB),AOC,Technical,As per Minutes of the Meeting,Robin Kumar Singh,06-Jul-2023 01:55 PM,technical_48886.pdf,1.0,183194.0,REMI ELEKTROTECHNIK LTD,INR,1.0,"Addl MD, AMSCL",Internal,As per MOM,Robin Kumar Singh,06-Jul-2023 02:01 PM,06-Jul-2023 02:05 PM,techsummary_48886.pdf (4965.89 KB),AOC
,,.pdf,Other requisite Document as per tender document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,CORRIGENDUM,Technical Bid,,,,,,,,,,,AOC,,,,,,,2,183275,J.M. DISTRIBUTORS,23-Apr-2023 02:39 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,183198.0,Transasia Bio Medicals Ltd,INR,1.0,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,183345,Jyoti Pharmaceuticals,24-Apr-2023 01:22 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,183235.0,POCT SERVICES,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,183580,M B Traders,24-Apr-2023 01:08 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,183275.0,J.M. DISTRIBUTORS,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,183757,MICROTEKNIK,24-Apr-2023 12:58 PM,Not Admitted-Fee/PreQual/Technical,Others-Not submitted hard copy of bid,06-Jul-2023 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,183345.0,Jyoti Pharmaceuticals,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,183235,POCT SERVICES,22-Apr-2023 06:45 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,183580.0,M B Traders,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,183194,REMI ELEKTROTECHNIK LTD,20-Apr-2023 01:08 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,183662.0,SUBHAM OFFICE SYSTEMS,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,183662,SUBHAM OFFICE SYSTEMS,22-Apr-2023 01:43 PM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,184492.0,ITAS G. PHARMA,INR,1.0,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,183276,SYSTRONICS,16-Apr-2023 02:34 PM,Rejected-Technical,As per MoM,06-Jul-2023 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,183198,Transasia Bio Medicals Ltd,24-Apr-2023 11:02 AM,Accepted-AOC,As per MoM,29-Sep-2023 02:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
