Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
07-Jun-2023 06:00 PM,01-Jul-2023 04:00 PM,07-Jun-2023 06:00 PM,01-Jul-2023 02:00 PM,NA ,NA ,20-Jun-2023 02:00 PM,01-Jul-2023 02:00 PM,17-Aug-2023 04:45 PM,"Superintendent cum Member Secretary, HMS, GMCH","GMCH, Bhangagarh, Guwahati-32","Supply of Consumables and Accessories for Surgery, Orthopaedics, Paediatric and Physiotherapy Equipments, HMS, GMCH, Guwahati","Supply of Consumables and Accessories for Surgery, Orthopaedics, Paediatric and Physiotherapy Equipments, HMS, GMCH, Guwahati",Please refer Tender documents. ,NA ,,Laboratory and scientific equipment,NA ,Tender,365.0,365.0,"GMCH, Guwahati",781032.0,"Office of the Superintendent, Gauhati Medical Coll ","Office of the Superintendent, Gauhati Medical College Hospital, Guwahati-32 ",14-Jun-2023 01:00 PM ,"Office of the Superintendent, Gauhati Medical Coll",No ,No,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,MCH/HMS/2022/253/232,2023_HFWD_31124_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,"2,000",Nil,Nil,Yes,"50,000",No,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical qualification document,1.0,Corrigendum and Addendum Notice,BOQ,,AOC,1.0,188054.0,Jyoti Pharmaceuticals,INR,13994.0,Technical,Technical bid has been opened for evaluation,Lipseeta Deka,01-Jul-2023 05:16 PM,,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2023_HFWD_31124_1,MCH/HMS/2022/253/232,"Supply of Consumables and Accessories for Surgery, Orthopaedics, Paediatric and Physiotherapy Equipments, HMS, GMCH, Guwahati","Superintendent cum Member Secretary, HMS, GMCH",Internal,,Lipseeta Deka,17-Aug-2023 04:29 PM,17-Aug-2023 04:45 PM,techsummary_49827.pdf (21005.45 KB),Finance,Financial bids opened for evaluation,Lipseeta Deka,17-Aug-2023 05:28 PM,,BOQ Comparative Chart,1,188418,AAROGYA PHARMACEUTICALS,29-Jun-2023 01:14 PM,Rejected-Technical,Tecnically not qualified,17-Aug-2023 04:29 PM,11-Sep-2023,INR 3392053.22,365.0,Lipseeta Deka,11-Sep-2023 01:18 PM,Apprvdlsts.pdf (9012.00 KB),"Superintendent cum Member Secretary, HMS, GMCH",Internal,,Lipseeta Deka,11-Sep-2023 01:14 PM,finsummary_49827.pdf (25993.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,bid document downloaded from the portal,2.0,Tender Extension Notice,Date,,AOC,2.0,188102.0,KALPATRU SCIENTIFIC,INR,8753.18,,,,,,,,,,,,,,,,,,,,,,,2,188187,ALFA INSTRUMENTS,29-Jun-2023 11:44 AM,Rejected-Technical,Tecnically not qualified,17-Aug-2023 04:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,AOC,3.0,188407.0,SRL Associates,INR,90890.12,,,,,,,,,,,,,,,,,,,,,,,3,188589,BIO-CARE ASSOCIATES,29-Jun-2023 01:06 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,188561.0,FREEDOM MEDICAL SERVICES,INR,3136.5,,,,,,,,,,,,,,,,,,,,,,,4,188536,DEBANJALI DEY,29-Jun-2023 01:08 PM,Rejected-Technical,Tecnically not qualified,17-Aug-2023 04:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,188572.0,Shelly Enterprise,INR,545.0,,,,,,,,,,,,,,,,,,,,,,,5,188561,FREEDOM MEDICAL SERVICES,28-Jun-2023 07:19 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,188582.0,M B Traders,INR,4805.98,,,,,,,,,,,,,,,,,,,,,,,6,188590,INDO FOREIGN SURGICO,30-Jun-2023 08:30 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,188589.0,BIO-CARE ASSOCIATES,INR,97171.94,,,,,,,,,,,,,,,,,,,,,,,7,188054,Jyoti Pharmaceuticals,29-Jun-2023 10:39 AM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,188590.0,INDO FOREIGN SURGICO,INR,129178.24,,,,,,,,,,,,,,,,,,,,,,,8,188102,KALPATRU SCIENTIFIC,23-Jun-2023 07:09 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9.0,188606.0,Premier Sales,INR,676.99,,,,,,,,,,,,,,,,,,,,,,,9,188582,M B Traders,01-Jul-2023 01:03 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,188606,Premier Sales,29-Jun-2023 01:42 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,188553,ROOTS AND ASSOCIATES,01-Jul-2023 12:50 PM,Rejected-Technical,Tecnically not qualified,17-Aug-2023 04:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,188572,Shelly Enterprise,29-Jun-2023 11:26 AM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,188616,SOLUTIONS NORTH EAST,29-Jun-2023 01:55 PM,Rejected-Technical,Tecnically not qualified,17-Aug-2023 04:29 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,188407,SRL Associates,01-Jul-2023 12:51 PM,Accepted-AOC,Awarded,11-Sep-2023 01:31 PM,,,,,,,,,,,,,AOC
