Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
"1,500","District Project Manager, HPCDP (Phase-II), JICA-","O/o District Project Manager, HPCDP (Phase-II), JI",No,Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-38/2023-672dt09.08.2023,2023_HPCDP_77402_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"C/o Flow Irrigation Scheme Naraini at Village Naraini, G.P. Balh-II , Tehsil Kullu , District Kullu (H.P.).","C/o Flow Irrigation Scheme Naraini at Village Naraini, G.P. Balh-II , Tehsil Kullu , District Kullu (H.P.).",Please refer Tender documents. ,NA ,"31,85,280",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Naraini, G.P. Balh-II , Tehsil Kullu , Dis",175101.0,"O/o District Project Manager, HPCDP (Phase-II), JI ","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).  ",16-Aug-2023 11:00 AM ,"O/o District Project Manager, HPCDP (Phase-II), JI",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"District Project Manager, HPCDP (Phase-II), JICA-","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).",1.0,DD - Demand Draft,09-Aug-2023 05:00 PM,23-Aug-2023 11:00 AM,09-Aug-2023 05:00 PM,22-Aug-2023 05:00 PM,NA ,NA ,09-Aug-2023 05:00 PM,22-Aug-2023 05:00 PM,31-Aug-2023 12:55 PM,"55,300",No,fixed,,"District Project Manager, HPCDP (Phase-II), JICA-","O/o District Project Manager, HPCDP (Phase-II), JI",Balbir Singh Thakur,Internal,Pawan Kumar Sonal Gupta O.P Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,05-Sep-2023 11:06 AM,finsummary_115591.pdf (241.82 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,2023_HPCDP_77402_1,F(5)-38/2023-672dt09.08.2023,"C/o Flow Irrigation Scheme Naraini at Village Naraini, G.P. Balh-II , Tehsil Kullu , District Kullu (H.P.).",1.0,367779.0,Yash Pal,INR,"4,283,788",Balbir Singh Thakur,Internal,Pawan Kumar O.P Dhiman O.P Chauhan Sonal Gupta Pradeep Sharma Yoginder Kaushal,Sonal Gupta,31-Aug-2023 12:47 PM,31-Aug-2023 12:55 PM,techsummary_115591.pdf (584.40 KB),1.0,367520.0,Avinash,22-Aug-2023 12:01 PM,Rejected-Finance,Reject,05-Sep-2023,19-Sep-2023,"INR 4,283,788",365.0,Sonal Gupta,19-Sep-2023 05:02 PM,Naraini.pdf (1306.00 KB),Letter of Acceptance,Finance,Finnacial Statement,Sonal Gupta,05-Sep-2023 10:57 AM,finance_115591.pdf,BOQ Comparative Chart,Technical,Technical Evaluation,Sonal Gupta,31-Aug-2023 12:36 PM,technical_115591.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,367516.0,KAMI SHERPA,22-Aug-2023 11:56 AM,Rejected-Finance,Reject,05-Sep-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,367779.0,Yash Pal,22-Aug-2023 11:54 AM,Accepted-AOC,Accept,19-Sep-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
