Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,Fee/PreQual/Technical,.pdf,Proof of EMD and Tender Fee,1.0,ICICI BANK,Sr. Executive Engineer,Sr Executive Engineer Electrical System Division HPSEBL Saproon Solan,"1,886",No,percentage,1.0%,Nil,Nil,22-Aug-2023 04:30 PM,30-Aug-2023 04:00 PM,22-Aug-2023 04:30 PM,29-Aug-2023 05:00 PM,22-Aug-2023 04:30 PM ,29-Aug-2023 05:00 PM ,22-Aug-2023 04:30 PM,29-Aug-2023 05:00 PM,02-Sep-2023 03:30 PM,HPSEBL||CE(ES) Hamirpur||SE(ES) Shimla||Sr. Xen (ES) Solan,ES-SOL-06-2023-24,2023_HPSEB_77879_1,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,ES-SOL-06-2023-24,E tendering of Online Dehydration of Power Transformer Oil of main tank OLTC of various 132 33KV transformers in 132KV S Stn Gaura under ES Division Solan Qty 15980 ltr,A-Class Electrical License with Chief Electrical Inspector Shimla ,NA ,"1,88,564",Electrical Works,Dehydration of Power Transformer ,Tender,180.0,90.0,Gaura,173212.0,NA ,NA ,NA ,Electrical System Division Solan,No ,No,590.0,Nil,Nil,No,Finance,Price Bid opened Successfully and Office order regarding opening of Financial Bid uploaded,Gaurav Adhir,04-Sep-2023 03:22 PM,finance_116261.pdf,BOQ Comparative Chart,Technical,Technical documents succssfully download and opening committee uploaded,Gaurav Adhir,30-Aug-2023 04:38 PM,technical_116261.pdf,14-Sep-2023,"INR 128,224",90.0,Gaurav Adhir,14-Sep-2023 03:24 PM,Award.pdf (5623.00 KB),Detail award uploaded,Sr. Executive Engineer,Internal,Committee member detail uploaded,Gaurav Adhir,02-Sep-2023 03:12 PM,02-Sep-2023 03:30 PM,techsummary_116261.pdf (1071.07 KB),1,368815,ARUN ELECTRICALS INDIA,29-Aug-2023 03:36 PM,Rejected-Finance,Rejected,14-Sep-2023,Sr. Executive Engineer,Internal,Committee Details uploaded,Gaurav Adhir,14-Sep-2023 03:22 PM,finsummary_116261.pdf (806.28 KB),HPSEBL||CE(ES) Hamirpur||SE(ES) Shimla||Sr. Xen (ES) Solan,2023_HPSEB_77879_1,ES-SOL-06-2023-24,ES-SOL-06-2023-24,1.0,368824.0,V.L. ELECTRICALS,INR,"128,224"
,,.pdf,A-Class Electrical License with Chief Electrical Inspector Shimla,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,369009,BANSAL CARGO MOVERS,29-Aug-2023 04:17 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,Bid capacity / Turnover certificate with CA Certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,368314,ELECTRICAL SOLUTIONS,26-Aug-2023 01:27 PM,Rejected-Technical,Rejected,02-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,GST No. and Pen Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,368871,M/S DEVARYA ENGINEERING,28-Aug-2023 04:08 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,"Work done Certificate / completion certificate as per SBD Volume-I Section-III, Clause No. 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,367950,M/S GUPTA ELECTRICALS,26-Aug-2023 08:47 AM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,Affidavit for Blacklisting / change of ownership / litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,368967,M/S NARESH KUMAR,28-Aug-2023 09:24 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,.pdf,Joint Venture if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,367886,M/s Ultimate Power Solution,24-Aug-2023 03:36 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,368961,Nivesh Engineering and Power Solutions,28-Aug-2023 08:26 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,368973,Prabhat Singh,28-Aug-2023 10:32 PM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,368976,Sukh Ram & Sons,29-Aug-2023 09:30 AM,Rejected-Finance,Rejected,14-Sep-2023,,,,,,,,,,,,,,,
