S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed
1.0,188010.0,RAKESH KUMAR CONTRACTOR,INR,"2,269,138",Finance,Bid opening summary,Sudhir Kumar Gupta,27-Nov-2020 04:07 PM,finance_62309.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sudhir Kumar Gupta,27-Nov-2020 12:04 PM,technical_62309.pdf,1.0,188070.0,ankit kaloti,18-Nov-2020 02:58 PM,Rejected-Finance,L6 Bidder,27-Nov-2020,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,27-Nov-2020 04:19 PM,finsummary_62309.pdf (517.67 KB),11-Sep-2023,"INR 2,269,138",90.0,Naveen Singh Kaundal,11-Sep-2023 05:15 PM,AOC123.pdf (2444.00 KB),AOC,PWD,2020_PWD_42165_1,PW-SRDD-CB-CTR-2020-21-11323 dated 15-10-2020,Construction of RCC slab culverts on Phayal Rampuri via Matholi road km 0/00 to 5/200,Er Sudhir Kumar Gupta EE,Internal,ShPremRajMeenDAO ShRamSawaroopSupdt ShSureshKumarVermaHDM,Sudhir Kumar Gupta,27-Nov-2020 12:12 PM,27-Nov-2020 03:00 PM,techsummary_62309.pdf (471.93 KB),1.0,ICICI BANK,PWD,PW-SRDD-CB-CTR-2020-21-11323 dated 15-10-2020,2020_PWD_42165_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),Construction of RCC slab culverts on Phayal Rampuri via Matholi road km 0/00 to 5/200,SH-Construction of 3.00 metre span each Rcc slab culverts at Rd 1/885 and 1/910,as per tender documents ,NA ,"21,61,866",Civil Works - Roads,NA ,Tender,120.0,90.0,Dhami,171103.0,NA ,NA ,NA ,SE 4th Circle,No ,No,04-Nov-2020 06:00 PM,19-Nov-2020 11:00 AM,04-Nov-2020 06:30 PM,18-Nov-2020 05:00 PM,NA ,NA ,04-Nov-2020 06:30 PM,18-Nov-2020 05:00 PM,27-Nov-2020 03:00 PM,EE Dhami,Shimla Rural Division HPPWD Dhami,"40,000",Yes,fixed,,EE Dhami,Dhami,500.0,EE Dhami,Dhami,Yes
,,,,,,,,,,,,,,,,2.0,187902.0,contractor,17-Nov-2020 12:41 PM,Rejected-Finance,L5 Bidder,27-Nov-2020,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,3.0,187931.0,Deepak Sharma,17-Nov-2020 06:31 PM,Rejected-Finance,L4 Bidder,27-Nov-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,4.0,187941.0,HARISH THAKUR,17-Nov-2020 01:53 PM,Rejected-Finance,L2 Bidder,27-Nov-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,5.0,187978.0,Man mohan thakur,17-Nov-2020 06:40 PM,Rejected-Finance,L3 Bidder,27-Nov-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand As Per General Rule 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,6.0,188010.0,RAKESH KUMAR CONTRACTOR,18-Nov-2020 01:58 PM,Accepted-AOC,Being L-1 bidder,11-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,7.0,188012.0,Sanjeev thakur,18-Nov-2020 12:10 PM,Rejected-Technical,Non responsive,27-Nov-2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
