Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
700.0,Nil,Nil,No,1.0,BOQ Corrigendum,BOQ,,1.0,Fee/PreQual/Technical,.pdf,"EMD, Cost of tender document and E-tender processing fee","Street lighting at AITC, Dabidubi, Dist.- Golaghat, Assam","Street lighting at AITC, Dabidubi, Dist.- Golaghat, Assam",Please refer Tender documents. ,NA ,"28,96,811",Electrical Works,NA ,Tender,180.0,45.0,"AITC Dabidubi, Golaghat",785611.0,NA ,NA ,NA ,Guwahati,No ,No,22-May-2023 06:45 PM,01-Jun-2023 11:00 AM,22-May-2023 06:45 PM,31-May-2023 04:00 PM,NA ,NA ,24-May-2023 12:00 PM,31-May-2023 04:00 PM,11-Aug-2023 04:50 PM,1.0,SBI Bank,Managing Director,"Assam Industrial Development Corporation Ltd., R.G Baruah Road, Guwahati-24",Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,AIDC/1010/2022/1360/0529,2023_ICD_30935_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"57,936",Yes,fixed,,Nil,Nil,AOC,B.C.Deori,Internal,,Riya Hazarika,10-Aug-2023 12:33 PM,11-Aug-2023 04:50 PM,techsummary_49607.pdf (709.78 KB),B.C.Deori,Internal,,Riya Hazarika,22-Sep-2023 11:05 AM,finsummary_49607.pdf (663.21 KB),1.0,186731.0,M/S Assam Electric Store,INR,1680000.0,22-Sep-2023,INR 1680000.0,45.0,Riya Hazarika,22-Sep-2023 11:05 AM,WO.pdf (258.00 KB),1,186690,Bikramsen Gogoi,30-May-2023 10:38 AM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,Finance,Bid Opening Summary,Riya Hazarika,22-Sep-2023 10:54 AM,finance_49607.pdf,BOQ Comparative Chart,Technical,Bid Opening Summary,Riya Hazarika,10-Aug-2023 12:23 PM,technical_49607.pdf,Industries and Commerce Department||Assam Industrial Development Corporation Ltd - ICD,2023_ICD_30935_1,AIDC/1010/2022/1360/0529,"Street lighting at AITC, Dabidubi, Dist.- Golaghat, Assam",AOC
,,,,,,,,,,.pdf,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,186819,Biplab Konwar,31-May-2023 12:03 PM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,186861,GANESH ENTERPRISE,31-May-2023 03:45 PM,Rejected-AOC,Rejected,22-Sep-2023 11:07 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Rate Analysis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,186825,Indomech Industries,30-May-2023 07:02 PM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,186840,KISHAN SARAF,31-May-2023 03:48 PM,Rejected-AOC,Rejected,22-Sep-2023 11:07 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,186768,KUSHAL KONWAR,31-May-2023 02:38 PM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,186731,M/S Assam Electric Store,30-May-2023 05:21 PM,Accepted-AOC,Accepted,22-Sep-2023 11:07 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,186479,Nirman,31-May-2023 11:15 AM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,186697,Power Maxx,30-May-2023 12:31 PM,Rejected-AOC,Rejected,22-Sep-2023 11:07 AM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,186839,SRI HARAJYOTI DAS,31-May-2023 03:51 PM,Rejected-Technical,Rejected,10-Aug-2023 12:33 PM,,,,,,,,,,,,,,,,AOC
