Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"2,000","District Project Manager, HPCDP (Phase-II), JICA-O","O/o District Project Manager, HPCDRohru/Dodrakawar",No,26-Jul-2023 05:00 PM,08-Aug-2023 11:00 AM,26-Jul-2023 05:00 PM,07-Aug-2023 05:00 PM,NA ,NA ,26-Jul-2023 05:00 PM,07-Aug-2023 05:00 PM,08-Aug-2023 04:05 PM,"C/o Flow Irrigation Scheme Falatnalla at Village Falatnalla, G.P. Hatt , Tehsil Bhunter, District Kullu (H.P.).","C/o Flow Irrigation Scheme Falatnalla at Village Falatnalla, G.P. Hatt , Tehsil Bhunter, District Kullu (H.P.).",Please refer Tender documents. ,NA ,"61,65,110",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Falatnalla, G.P. Hatt , Tehsil Bhunter, Di",175125.0,"O/o District Project Manager, HPCDP (Phase-II), JI ","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).  ",04-Aug-2023 11:00 AM ,"O/o District Project Manager, HPCDP (Phase-II), JI",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"District Project Manager, HPCDP (Phase-II), JICA-O","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).",1.0,DD - Demand Draft,Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-39/2023-566dt26.07.2023,2023_HPCDP_76793_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"94,200",No,fixed,,"District Project Manager, HPCDP (Phase-II), JICA-O","O/o District Project Manager, HPCDP (Phase-II), JI",Technical,Technical Evaluation,Sonal Gupta,08-Aug-2023 03:50 PM,technical_114768.pdf,Finance,Financial Evaluation Summary,Sonal Gupta,08-Aug-2023 05:03 PM,finance_114768.pdf,BOQ Comparative Chart,19-Sep-2023,"INR 8,339,193",365.0,Sonal Gupta,19-Sep-2023 04:47 PM,falatnalla.pdf (1872.00 KB),Letter of Acceptance,1.0,364674.0,MADAN KATOCH,05-Aug-2023 09:17 PM,Rejected-Finance,Reject,19-Aug-2023,Balbir Singh Thakur,Internal,Pawan Kumar Praveen Gupta Pradeep Kumar O.P Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,08-Aug-2023 03:59 PM,08-Aug-2023 04:05 PM,techsummary_114768.pdf (1261.25 KB),Balbir Singh Thakur,Internal,Pawan Kumar Pradeep Kumar O.P Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,19-Aug-2023 03:49 PM,finsummary_114768.pdf (219.56 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,2023_HPCDP_76793_1,F(5)-39/2023-566dt26.07.2023,"C/o Flow Irrigation Scheme Falatnalla at Village Falatnalla, G.P. Hatt , Tehsil Bhunter, District Kullu (H.P.).",1.0,364669.0,Rakesh Sen,INR,"8,339,193"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,364669.0,Rakesh Sen,05-Aug-2023 08:46 PM,Accepted-AOC,Accept,19-Sep-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,364676.0,Yash Pal,06-Aug-2023 10:24 AM,Rejected-Finance,Reject,19-Aug-2023,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
