Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-37/2023-671dt09.08.2023,2023_HPCDP_77398_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"1,05,500",No,fixed,,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JI",1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"District Project Manager, HPCDP (Phase-II), JICA-O","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).","2,000","O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JI",No,09-Aug-2023 05:00 PM,23-Aug-2023 11:00 AM,09-Aug-2023 05:00 PM,22-Aug-2023 05:00 PM,NA ,NA ,09-Aug-2023 05:00 PM,22-Aug-2023 05:00 PM,31-Aug-2023 01:00 PM,"C/o Flow Irrigation Scheme Kansa Khad to Plahota at Village Plahota, G.P. Plahota , Tehsil Sundernagar, District Mandi (H.P.).","C/o Flow Irrigation Scheme Kansa Khad to Plahota at Village Plahota, G.P. Plahota , Tehsil Sundernagar, District Mandi (H.P.).",Please refer Tender documents. ,NA ,"72,95,050",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Plahota, G.P. Plahota , Tehsil Sundernagar",175018.0,"O/o District Project Manager, HPCDP (Phase-II), JI ","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).  ",16-Aug-2023 11:00 AM ,"O/o District Project Manager, HPCDP (Phase-II), JI",No ,No,1.0,367848.0,Gulrez Mohammed,22-Aug-2023 04:16 PM,Rejected-Finance,Reject,05-Sep-2023,Balbir Singh Thakur,Internal,Pawan Kumar O.P Dhiman O.P Chauhan Sonal Gupta Pradeep Sharma Yoginder Kaushal,Sonal Gupta,31-Aug-2023 12:48 PM,31-Aug-2023 01:00 PM,techsummary_115588.pdf (584.40 KB),Technical,Technical Evaluation,Sonal Gupta,31-Aug-2023 12:34 PM,technical_115588.pdf,Finance,Finnacial Statement,Sonal Gupta,05-Sep-2023 10:56 AM,finance_115588.pdf,BOQ Comparative Chart,19-Sep-2023,"INR 9,383,338",365.0,Sonal Gupta,19-Sep-2023 04:33 PM,Gohar.pdf (1418.00 KB),Letter of Acceptance,Balbir Singh Thakur,Internal,Pawan Kumar Sonal Gupta O.P Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,05-Sep-2023 11:10 AM,finsummary_115588.pdf (254.17 KB),1.0,367647.0,JITENDER KUMAR,INR,"9,383,338",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,2023_HPCDP_77398_1,F(5)-37/2023-671dt09.08.2023,"C/o Flow Irrigation Scheme Kansa Khad to Plahota at Village Plahota, G.P. Plahota , Tehsil Sundernagar, District Mandi (H.P.)."
,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,367647.0,JITENDER KUMAR,21-Aug-2023 04:44 PM,Accepted-AOC,Accepted,19-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,367702.0,Tek Singh Raghav,21-Aug-2023 08:01 PM,Rejected-Finance,Reject,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
