Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
Technical,Technical bid has been opened for evaluation,Arnab Kumar Sarma,15-Jul-2023 04:54 PM,,13-Sep-2023,INR 312240.2,365.0,Lipseeta Deka,13-Sep-2023 01:07 PM,Apprvdlists.pdf (12637.00 KB),"Superintendent cum Member Secreatary, HMS, GMCH",Internal,,Lipseeta Deka,13-Sep-2023 01:05 PM,finsummary_50277.pdf (28170.95 KB),Finance,Financial bids has been opened for evaluation,Arnab Kumar Sarma,05-Sep-2023 03:58 PM,,BOQ Comparative Chart,"Superintendent cum Member Secretary, HMS, GMCH",Internal,,Lipseeta Deka,05-Sep-2023 02:39 PM,05-Sep-2023 03:00 PM,techsummary_50277.pdf (26947.58 KB),Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,2023_HFWD_31421_1,MCH/HMS/2023/296/89,"supply of Computer Items, Electrical Items, Stationary Items, Non Scheduled Forms, Non Woven Bags and all other items required in Mini Medical Store of GMCH under HMS",1,191562,Abhishek Marketing,12-Jul-2023 06:13 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,1.0,189454.0,SURAVI ENTERPRISE,INR,878.15,AOC,"supply of Computer Items, Electrical Items, Stationary Items, Non Scheduled Forms, Non Woven Bags and all other items required in Mini Medical Store of GMCH under HMS","supply of Computer Items, Electrical Items, Stationary Items, Non Scheduled Forms, Non Woven Bags and all other items required in Mini Medical Store of GMCH under HMS",Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,365.0,365.0,"GMCH, Guwahati",781032.0,"Office of the Superintendent, GMCH ","Office of the Superintendent, GMCH ",03-Jul-2023 01:00 PM ,"Office of the Superintendent, GMCH",No ,No,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification documents,Health and Family Welfare Department||Directorate of Medical Education-HFWD||Guwahati Medical College Hospital-HFWD,MCH/HMS/2023/296/89,2023_HFWD_31421_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,28-Jun-2023 04:30 PM,15-Jul-2023 04:00 PM,28-Jun-2023 04:30 PM,15-Jul-2023 02:00 PM,NA ,NA ,07-Jul-2023 01:00 PM,15-Jul-2023 02:00 PM,05-Sep-2023 03:00 PM,"50,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,1.0,Corrigendum cum Addendum Notice,BOQ,,"Superintendent cum Member Secretary, HMS, GMCH","GMCH, Bhangagarh, Guwahati- 32",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,191857,Commercial Digital Solutions,15-Jul-2023 01:51 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,2.0,191479.0,Partake Computer Printers,INR,878.15,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bid document downloaded from the portal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,191880,DEWAPRAKASH BHAGAWATI,15-Jul-2023 11:40 AM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,3.0,191599.0,NIHARIKA ENTERPRISES,INR,288333.0,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,191902,ENAJORI ENTERPRISE,15-Jul-2023 01:58 PM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,4.0,191847.0,MAA MANASHA PRINTERS,INR,5558.5,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,191863,JESSY PRINTERS,14-Jul-2023 10:21 PM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,5.0,191863.0,JESSY PRINTERS,INR,160.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,191847,MAA MANASHA PRINTERS,14-Jul-2023 08:57 PM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,6.0,191902.0,ENAJORI ENTERPRISE,INR,16958.85,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,191876,M/S ASOMI CONSTRUCTION & SUPPLIERS CONCERN,14-Jul-2023 10:21 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,191599,NIHARIKA ENTERPRISES,15-Jul-2023 03:46 AM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,191635,NORTH EAST GOODS CARRIER,15-Jul-2023 01:59 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,191479,Partake Computer Printers,14-Jul-2023 11:29 AM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,191870,Raj Enterprise,15-Jul-2023 09:18 AM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,191276,RK PRINTERS,12-Jul-2023 03:34 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,189454,SURAVI ENTERPRISE,12-Jul-2023 05:46 PM,Accepted-AOC,Awarded,13-Sep-2023 01:10 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,191464,SYMPHONY POLYMERS PVT LTD,13-Jul-2023 12:15 PM,Rejected-Technical,Technically not qualified,05-Sep-2023 02:39 PM,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
