Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
"1,500",DPM Hamirpur,Hamirpur,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,01-Aug-2023 11:00 AM,11-Aug-2023 11:00 AM,01-Aug-2023 11:00 AM,10-Aug-2023 05:00 PM,NA ,NA ,01-Aug-2023 11:00 AM,10-Aug-2023 05:00 PM,11-Aug-2023 06:10 PM,1.0,DD - Demand Draft,Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Hamirpur,No.AGR.HMR.DPMU(G)(7) P-II 2021-22 Tender File 435,2023_HPCDP_76982_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,Drilling Lowering Development of Tubewell Nakdoh at village Ram nagar Tehsil Ghanari District Una,Drilling Lowering Development of Tubewell Nakdoh at village Ram Nagar Tehsil Ghanari District Una,Tender Documents ,NA ,,Civil Works,NA ,Tender,90.0,90.0,UNA,177213.0,05-08-2023 ,Administrative Building HPCDP-JICA-ODA ,05-Aug-2023 11:00 AM ,Administrative Building HPCDP-JICA-ODA,No ,No,DPM Hamirpur,District Project Manager Hamirpur,"31,200",No,fixed,,DPM Hamirpur,Hamirpur,1.0,365294.0,H.N.SINGH AND COMPANY,10-Aug-2023 04:34 PM,Accepted-AOC,Lowest One Awarded bid,04-Sep-2023,Suresh Kumar Dhiman,Internal,"Yoginder Paul Kaushal, Sanjeev Kumar , Pradeep Sharma, Anil Kumar Agarwal",Jeet Ram,11-Aug-2023 06:05 PM,11-Aug-2023 06:10 PM,techsummary_115072.pdf (361.67 KB),Technical,Technical Summary,Jeet Ram,11-Aug-2023 06:03 PM,technical_115072.pdf,Finance,Financially evaluated,Jeet Ram,11-Aug-2023 06:25 PM,finance_115072.pdf,BOQ Comparative Chart,02-Sep-2023,"INR 1,895,572",90.0,Suresh Kumar Dhiman,04-Sep-2023 01:43 PM,Nakdoh.pdf (201.00 KB),Suresh Kumar Dhiman,Internal,"Sanjeev Kumar, Pradeep Sharma, Yoginder Paul Kaushal, Anil Kumar Aggarwal",Jeet Ram,11-Aug-2023 06:29 PM,finsummary_115072.pdf (78.51 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Hamirpur,2023_HPCDP_76982_1,No.AGR.HMR.DPMU(G)(7) P-II 2021-22 Tender File 435,Drilling Lowering Development of Tubewell Nakdoh at village Ram nagar Tehsil Ghanari District Una,1.0,365294.0,H.N.SINGH AND COMPANY,INR,"1,895,572"
,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,365437.0,M/S Sharma Enterpirses,09-Aug-2023 08:14 PM,Rejected-Finance,Rejected,11-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,365619.0,vats associates,10-Aug-2023 02:54 PM,Rejected-Finance,Rejected,11-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,365620.0,Vijay Sharma Contractor,10-Aug-2023 03:40 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
