S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"1,500","District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDRohru/Dodrakawar",No,16-Aug-2023 05:00 PM,29-Aug-2023 11:00 AM,16-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,NA ,NA ,16-Aug-2023 05:00 PM,28-Aug-2023 05:00 PM,31-Aug-2023 01:05 PM,"43,000",No,fixed,,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JI",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-44/2023-770dt16.08.2023,2023_HPCDP_77640_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).","C/o Flow Irrigation Scheme Jajhar Nalla to Jaral Ropa at Village Dhar , G.P. Luhardi , Tehsil Balh, District Mandi (H.P.).","C/o Flow Irrigation Scheme Jajhar Nalla to Jaral Ropa at Village Dhar , G.P. Luhardi , Tehsil Balh, District Mandi (H.P.).",Please refer Tender documents. ,NA ,"23,51,160",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Dhar , G.P. Luhardi , Tehsil Balh, Distric",175023.0,"O/o District Project Manager, HPCDP (Phase-II), JI ","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).  ",21-Aug-2023 11:00 AM ,"O/o District Project Manager, HPCDP (Phase-II), JI",No ,No,Balbir Singh Thakur,Internal,Pawan Kumar Sonal Gupta O.P Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,13-Sep-2023 04:35 PM,finsummary_115960.pdf (253.99 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,2023_HPCDP_77640_1,F(5)-44/2023-770dt16.08.2023,"C/o Flow Irrigation Scheme Jajhar Nalla to Jaral Ropa at Village Dhar , G.P. Luhardi , Tehsil Balh, District Mandi (H.P.).",1.0,368603.0,Shobha Ram,INR,"3,096,198",1.0,368882.0,CHUNI LAL,28-Aug-2023 02:26 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Aug-2023,Balbir Singh Thakur,Internal,Pawan Kumar O.P Dhiman O.P Chauhan Sonal Gupta Pradeep Sharma Yoginder Kaushal,Sonal Gupta,31-Aug-2023 12:51 PM,31-Aug-2023 01:05 PM,techsummary_115960.pdf (760.03 KB),19-Sep-2023,"INR 3,096,198",365.0,Sonal Gupta,19-Sep-2023 04:28 PM,jajharaward.pdf (1511.00 KB),Letter of Acceptance,Technical,Technical Evaluation,Sonal Gupta,31-Aug-2023 12:32 PM,technical_115960.pdf,Finance,Financial Evaluation,Sonal Gupta,13-Sep-2023 04:32 PM,finance_115960.pdf,BOQ Comparative Chart
2.0,FDR - Fixed Deposit,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,368603.0,Shobha Ram,26-Aug-2023 02:23 PM,Accepted-AOC,ACCEPTED,19-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,368769.0,SUDESH KUMAR GOVT CONTRACTOR,28-Aug-2023 08:35 AM,Rejected-Finance,Reject,13-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Should have experience of minimum 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,368883.0,Tek Singh Raghav,28-Aug-2023 02:36 PM,Rejected-Finance,Reject,13-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
