Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
100.0,Nil,Nil,Yes,"10,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,21-Jun-2023 06:00 PM,07-Jul-2023 03:00 PM,21-Jun-2023 06:00 PM,06-Jul-2023 03:00 PM,NA ,NA ,21-Jun-2023 06:00 PM,06-Jul-2023 03:00 PM,02-Sep-2023 12:30 PM,Morpholine,Procurement of Morpholine,As per Tender documents ,NA ,"5,37,900",Supply of Materials,NA ,Tender,120.0,30.0,"APL, Namrup",786623.0,NA ,NA ,NA ,"APL, Namrup",No ,No,1.0,SBI Bank,Managing Director,"Assam Petrochemicals Limited, Namrup, P.O. Parbatpur - 786623, District - Dibrugarh, Assam",Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,APL/CnP/038PPE/Proj/23-24/724,2023_ICD_31323_1,Yes,Open Limited,Item Rate,Goods,2.0,No,No,Online,No,No,No,AOC,1,189099,AVM SALES CORPORATION,05-Jul-2023 04:23 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,"S.K. Bora, DGM (Project)",Internal,"S.Das, DGM (Finance) and N.B. Borah, DGM (CnP)",Pronit Kr Phukan,02-Sep-2023 12:28 PM,02-Sep-2023 12:30 PM,techsummary_50150.pdf (2633.06 KB),Technical,The Bids submitted by all the above ten bidders are prima facie found to be ok and hence admitted for further evaluation.,Manob Borthakur,07-Jul-2023 04:59 PM,,1.0,189188.0,M.J.CHEMICALS,INR,481558.0,Industries and Commerce Department||Assam Petro-Chemicals Ltd.||Head office Namrup||Materials Management Department,2023_ICD_31323_1,APL/CnP/038PPE/Proj/23-24/724,Morpholine,"M. Borthakur, Sr. Manager (Finance)",Internal,"P.S. Paul, Manager (CnP) and A. Buragohain, Asst. Manager (Mech - Project)",Pronit Kr Phukan,25-Sep-2023 03:52 PM,finsummary_50150.pdf (2083.68 KB),25-Sep-2023,INR 481558.0,30.0,Pronit Kr Phukan,25-Sep-2023 03:55 PM,P.O._M.J.CHEMICALS_038.pdf (1743.00 KB),Purchase order for supply of Morpholine,Finance,The price bid of all the above ten technically qualified bidders are opened and are admitted for further financial evaluation,Uttam Dey,02-Sep-2023 01:01 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,189102,BHANWARLAL JHANWAR AND SONS,06-Jul-2023 02:11 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,188370,Bharat Mercantile Corporation,29-Jun-2023 03:56 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,189206,HETAL IMPEX,06-Jul-2023 02:03 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,189041,Hindon India Private Limited,05-Jul-2023 01:55 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,189188,M.J.CHEMICALS,06-Jul-2023 02:22 PM,Accepted-AOC,L1 Bidder,25-Sep-2023 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,189120,Sanjay Chemicals India Pvt Ltd,06-Jul-2023 12:46 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,189209,SUNIL CHEMICALS,06-Jul-2023 12:13 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,189095,SURENDRA CHEMICALS and INDUSTRIES,05-Jul-2023 04:04 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,189117,URMI CHEMICALS,05-Jul-2023 07:04 PM,Rejected-Finance,Higher,25-Sep-2023 03:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
