Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"10,000",Nil,Nil,No,RE/RIDF-XXVIII/Chenga/1,Construction of Brahmaputra dyke from Bahari to Baghbar.Brahmaputra River (ch. 31250m to 38250M) under RIDF-XXVIII of NABARD for the year 2022-23 of Barpeta District (Chenga LAC),Please refer Tender documents. ,NA ,"10,56,65,000",Civil Works – Roads,NA ,Tender,180.0,548.0,Chenga,781305.0,NA ,NA ,NA ,"O/o The CE, PWD (R), Chandmari Guwahati 3, Assam",No ,No,03-Apr-2023 02:00 PM,24-Apr-2023 02:30 PM,03-Apr-2023 02:00 PM,24-Apr-2023 02:00 PM,03-Apr-2023 02:00 PM ,24-Apr-2023 12:00 PM ,03-Apr-2023 02:00 PM,24-Apr-2023 02:00 PM,10-May-2023 12:30 PM,"CE, PWD (R), Chandmari Guwahati 3, Assam","CE, PWD (R), Chandmari Guwahati 3, Assam",1.0,FOB,Financial Bid,,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/01/ RIDF-XXVIII/2022-23/5,2023_PWD_30302_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,SBI Bank,"21,13,000",Yes,fixed,,Nil,Nil,AOC,Technical,TBE,CHANDAN DEKA,10-May-2023 12:06 PM,,S. Shyam,Internal,,CHANDAN DEKA,11-Sep-2023 01:39 PM,finsummary_48653.pdf (1007.40 KB),S. Shyam,Internal,,CHANDAN DEKA,10-May-2023 12:13 PM,10-May-2023 12:30 PM,techsummary_48653.pdf (207.45 KB),1.0,183372.0,NIRMAL PATHAK,INR,95098500.0,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2023_PWD_30302_7,CE/Commn/01/ RIDF-XXVIII/2022-23/5,RE/RIDF-XXVIII/Chenga/1,11-Sep-2023,INR 9.50985E+7,548.0,CHANDAN DEKA,11-Sep-2023 01:42 PM,chenga_npw.pdf (1007.00 KB),Finance,Financial,CHANDAN DEKA,10-May-2023 06:15 PM,,BOQ Comparative Chart,1,182996,Dilip Kumar Barman,23-Apr-2023 04:49 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,SBD,Technical Bid,,,,,,,,,,,,,,,,,,.pdf,Payment Status,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,183904,JYOTI CONSTRO COMMERCIALS,24-Apr-2023 12:53 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,184186,JYOTI PRAKASH BAISHYA,23-Apr-2023 08:42 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,FOB,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,184490,M/s Macrocosm Builders,24-Apr-2023 01:02 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,184145,M/S R.B. Associates,24-Apr-2023 12:12 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,183017,M/S Royal Smart Construction,23-Apr-2023 04:14 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,183372,NIRMAL PATHAK,21-Apr-2023 01:04 PM,Accepted-AOC,Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,183713,Sri Dhiraj Patowary,22-Apr-2023 04:45 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,184340,Sri Gunajit Nath,24-Apr-2023 11:34 AM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,183919,Uttam Karmakar,23-Apr-2023 06:05 PM,Rejected-AOC,Not Awarded,11-Sep-2023 01:43 PM,AOC
