S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,ICICI BANK,"11,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),700.0,Nil,Nil,No,HP SIDC Limited,Job No. 8,2023_SIDC_76453_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,21-Jul-2023 11:00 AM,01-Aug-2023 11:00 AM,21-Jul-2023 11:00 AM,31-Jul-2023 05:00 PM,NA ,NA ,21-Jul-2023 11:00 AM,31-Jul-2023 05:00 PM,22-Aug-2023 03:00 PM,Executive Engineer,HPSIDC Shimla,Construction of Veterinary Hospital at Chowkiminar Distt. Una (HP) (SH- Construction of retaining wall for protection of building).,(SH- Construction of retaining wall for protection of building).,Please refer Tender documents. ,NA ,"5,54,323",Civil Works,NA ,Tender,120.0,30.0,Una,174314.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,1.0,363470.0,Kashav Mohd,INR,"495,892",21-Sep-2023,"INR 495,892",30.0,Sushant Singh Negi,27-Sep-2023 11:56 AM,chowkiminar.pdf (2195.00 KB),Award letter,HP SIDC Limited,2023_SIDC_76453_1,Job No. 8,Construction of Veterinary Hospital at Chowkiminar Distt. Una (HP) (SH- Construction of retaining wall for protection of building).,EE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,26-Aug-2023 03:22 PM,finsummary_114322.pdf (48.59 KB),Finance,Financial Summary,Sushant Singh Negi,26-Aug-2023 03:10 PM,finance_114322.pdf,BOQ Comparative Chart,1,362826,Abhay Singh Rana,27-Jul-2023 07:48 PM,Rejected-Finance,Tenth lowest bidder,26-Aug-2023,EE,Internal,"DM, Manager(F), AE(HQ)",Sushant Singh Negi,22-Aug-2023 01:27 PM,22-Aug-2023 03:00 PM,techsummary_114322.pdf (375.43 KB),Technical,Tender Summary,Sushant Singh Negi,22-Aug-2023 01:26 PM,technical_114322.pdf
2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,363598,Ajay Kumar Bassi,31-Jul-2023 04:32 PM,Rejected-Finance,Seventh lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,362315,Kapil Rana,31-Jul-2023 10:34 AM,Rejected-Finance,Ninth lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,363470,Kashav Mohd,31-Jul-2023 01:17 PM,Accepted-AOC,AOC,27-Sep-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,363270,Lath Electrical and Construction Works,29-Jul-2023 07:22 PM,Rejected-Finance,Second lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,363587,Mahesh Kumar,31-Jul-2023 04:16 PM,Rejected-Finance,Third lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,363550,Maynak Sharma,31-Jul-2023 02:53 PM,Rejected-Finance,Fourth lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,363114,Ravinder Singh Govt Contractor,31-Jul-2023 04:00 PM,Rejected-Finance,Sixth lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,362220,Sushil Kumar,31-Jul-2023 04:57 PM,Rejected-Finance,Fifth lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,363041,unique engg. solutions,29-Jul-2023 06:23 PM,Rejected-Finance,Eighth lowest bidder,26-Aug-2023,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,362808,VIKAS SHARMA,30-Jul-2023 11:37 AM,Rejected-Finance,Eleventh lowest bidder,26-Aug-2023,,,,,,,,,,,,
