Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Bank Name,Name,Address,S.No.1.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding
HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_80862_1,HPSEBL/AED/NIT-120/2023-24,"providing LT extension (3-phase) to LOH at village Jyauli from existing 63KVA S/Stn. Balera-II in Electrical Section Balera under Electrical Sub-Division, HPSEBL,Bhumti.",1.0,382732.0,NAROTAM RAM,INR,"76,520",Sr. Executive Engineer,Internal,"Sr. Executive Engineer,Divisional accountant,A.E Darlaghat",Devender Koundal,28-Nov-2023 04:42 PM,finsummary_120367.pdf (502.18 KB),Sr. Executive Engineer,Internal,"Sr. Executive Engineer, Divisional accountant,AE ESD Darla,",Devender Koundal,25-Nov-2023 01:19 PM,25-Nov-2023 02:00 PM,techsummary_120367.pdf (502.18 KB),1.0,382732.0,NAROTAM RAM,06-Nov-2023 02:54 PM,Accepted-AOC,lowest bidder,29-Nov-2023,29-Nov-2023,"INR 76,520",30.0,Devender Koundal,29-Nov-2023 12:23 PM,A123.pdf (2889.00 KB),LOA,Finance,Financial open,Devender Koundal,25-Nov-2023 02:59 PM,finance_120367.pdf,BOQ Comparative Chart,Technical,technically opened,Devender Koundal,17-Nov-2023 12:18 PM,technical_120367.pdf,1.0,ICICI BANK,Sr. Executive engineer,"Sr.Executive Engineer, ED, HPSEBL, Arki",1.0,Extension of Date,Date,,590.0,Nil,Nil,No,879.0,No,fixed,,Nil,Nil,31-Oct-2023 04:00 PM,17-Nov-2023 11:45 AM,31-Oct-2023 04:30 PM,16-Nov-2023 03:00 PM,NA ,NA ,31-Oct-2023 04:30 PM,16-Nov-2023 03:00 PM,25-Nov-2023 02:00 PM,"providing LT extension (3-phase) to LOH at village Jyauli from existing 63KVA S/Stn. Balera-II in Electrical Section Balera under Electrical Sub-Division, HPSEBL,Bhumti.","providing LT extension (3-phase) to LOH at village Jyauli from existing 63KVA S/Stn. Balera-II in Electrical Section Balera under Electrical Sub-Division, HPSEBL,Bhumti.",Please refer Tender documents. ,NA ,"87,955",Electrical Works,NA ,Tender,180.0,30.0,Under ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-120/2023-24,2023_HPSEB_80862_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No
,,,,,,,,,,,,,,,,,,,,,,2.0,384596.0,SHIVA ELECTRICAL & HARDWARE,16-Nov-2023 01:57 PM,Rejected-Finance,Higher rates,28-Nov-2023,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,3.0,384590.0,VINOD KUMAR PANWAR GOVT CONTRACTOR,16-Nov-2023 01:46 PM,Rejected-Finance,Higher rates,28-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,
