S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value
1.0,DD - Demand Draft,26-Sep-2023 05:00 PM,06-Oct-2023 11:00 AM,26-Sep-2023 05:00 PM,05-Oct-2023 05:00 PM,NA ,NA ,26-Sep-2023 05:00 PM,05-Oct-2023 05:00 PM,07-Oct-2023 12:40 PM,"1,500","O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JI",No,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).","48,500",No,fixed,,"O/o District Project Manager, HPCDP (Phase-II), JI","O/o District Project Manager, HPCDP (Phase-II), JI",Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,F(5)-52/2023-1292dt26.09.2023,2023_HPCDP_79390_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender form as indicated in NIT Sr. No. 3(a) i,"C/o Flow Irrigation Scheme Dadha Nalla to Kot at Village Tollar , Tikkar, G.P. Bassi, Tehsil Chachyot , District Mandi (H.P.).","C/o Flow Irrigation Scheme Dadha Nalla to Kot at Village Tollar , Tikkar, G.P. Bassi, Tehsil Chachyot , District Mandi (H.P.).",Please refer Tender documents. ,NA ,"27,25,100",Civil Works - Water Works,NA ,Tender,90.0,365.0,"Village Tollar , Tikkar, G.P. Bassi, Tehsil Chachy",175029.0,"O/o District Project Manager, HPCDP (Phase-II), JI ","O/o District Project Manager, HPCDP (Phase-II), JICA-ODA, Mandi Distt. Mandi (H.P.). Agriculture Complex Khaliyar Mandi Distt. Mandi (H.P).  ",30-Sep-2023 05:00 PM ,"O/o District Project Manager, HPCDP (Phase-II), JI",No ,No,1.0,376065.0,MADAN KATOCH,04-Oct-2023 08:32 PM,Rejected-Finance,REJECTED,30-Oct-2023,Balbir Singh Thakur,Internal,Pawan Kumar Dharam Chand Jai singh Sonal Gupta Pankaj Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,07-Oct-2023 12:37 PM,07-Oct-2023 12:40 PM,techsummary_118349.pdf (643.95 KB),Technical,Technical Evaluation,Pawan Kumar,07-Oct-2023 12:26 PM,technical_118349.pdf,Finance,Finnacial Statement,Sonal Gupta,30-Oct-2023 11:21 AM,finance_118349.pdf,BOQ Comparative Chart,22-Nov-2023,"INR 3,564,608",365.0,Sonal Gupta,22-Nov-2023 02:31 PM,DadhaLetterofAcceptance.pdf (1868.00 KB),Award Letter,Balbir Singh Thakur,Internal,Pawan Kumar Sonal Gupta Pankaj Chauhan Pradeep Sharma Yoginder Kaushal,Sonal Gupta,30-Oct-2023 11:28 AM,finsummary_118349.pdf (275.80 KB),Himachal Pradesh Agriculture Development Society (JICA-ODA loan)||Project Director - HPCDP Project - JICA-ODA - Hamirpur||DPM - HPCDP Project - JICA-ODA - Mandi,2023_HPCDP_79390_1,F(5)-52/2023-1292dt26.09.2023,"C/o Flow Irrigation Scheme Dadha Nalla to Kot at Village Tollar , Tikkar, G.P. Bassi, Tehsil Chachyot , District Mandi (H.P.).",1.0,376119.0,Virender Singh Raghwa,INR,"3,564,608"
2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money as indicated in NIT Sr. No. 3(a) ii,,,,,,,,,,,,,,,,,,,2.0,375896.0,Tek Singh Raghav,04-Oct-2023 10:40 PM,Rejected-Finance,rejected,30-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of registration/ enlistment as indicated in NIT Sr. No. 3(a) iii,,,,,,,,,,,,,,,,,,,3.0,376119.0,Virender Singh Raghwa,05-Oct-2023 10:11 AM,Accepted-AOC,Accepted,22-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have experience of minimum 3 years in the last 5 years as indicated in NIT Sr. No. 3 (a) iv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactorily completed similar works as indicated in NIT Sr. No. 3(a) v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Should have satisfactory one work indicating experience in key activities in NIT Sr. No. 3(a) vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Statements as indicated in NIT Sr. No. 3(a) vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Average annual turnover as indicated in NIT Sr. No. 3(a) viii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Solvency as indicated in NIT Sr. No. 3(a) ix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Proposal as indicated in NIT Sr. No. 3(a) x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
