Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.2,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding
30-Nov-2023,"INR 4,759,922",90.0,Harsh Puri,30-Nov-2023 03:09 PM,bhagdhar.pdf (881.00 KB),work awarded,EE,Internal,TA HDM Supdt,Harsh Puri,05-Sep-2023 05:02 PM,finsummary_115607.pdf (200.57 KB),EE,Internal,TA HDM Supdt EE,Harsh Puri,25-Aug-2023 04:04 PM,26-Aug-2023 11:30 AM,techsummary_115607.pdf (615.01 KB),PWD,2023_PWD_77414_1,3631-80 dated 04/08/2023,Improvement and MT on link road from Bagdhar to Chunun km 0-0 to 3-600,Technical,summary,Harsh Puri,25-Aug-2023 03:59 PM,technical_115607.pdf,1,367478,akshay sharma government contractor,20-Aug-2023 07:08 PM,Rejected-Finance,Rejected,05-Sep-2023,Finance,BOQsummary,Harsh Puri,26-Aug-2023 01:00 PM,finance_115607.pdf,BOQ Comparative Chart,1.0,366194.0,MANGAL SINGH GOVT. CONTRACTOR,INR,"3,334,556.2","2,000",Nil,Nil,No,Executive Enigneer,HPPWD Chowari Division HPPWD Chowari,Improvement and MT on link road from Bagdhar to Chunun km 0-0 to 3-600,SH- Providing and laying MT in Km 2-00 to 3-00,Please refer Tender documents. ,NA ,"47,59,922",Civil Works,NA ,Tender,75.0,90.0,Chowari,176302.0,NA ,NA ,NA ,Chowari,No ,No,10-Aug-2023 11:00 AM,21-Aug-2023 11:30 AM,10-Aug-2023 11:00 AM,21-Aug-2023 11:00 AM,NA ,NA ,10-Aug-2023 11:00 AM,21-Aug-2023 11:00 AM,26-Aug-2023 11:30 AM,"95,198",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from only online mode through E-payment,PWD,3631-80 dated 04/08/2023,2023_PWD_77414_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,367568,ANKIT MAHAJAN,21-Aug-2023 10:56 AM,Rejected-Technical,rejected,25-Aug-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money from only online mode through E-payment,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,367283,Asavari Mahajan,21-Aug-2023 09:02 AM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No. 24.3 and as per invitation of bid),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,366209,Gargesh Kumar,21-Aug-2023 10:50 AM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Copy of G.S.T. Number, PAN",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,367466,Kartik Thakur,20-Aug-2023 07:22 PM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Form No. 8, duly signed by the contractor",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,366194,MANGAL SINGH GOVT. CONTRACTOR,14-Aug-2023 06:12 PM,Accepted-AOC,Work awarded,30-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,367523,MOHIT KUMAR MEHRA,20-Aug-2023 11:46 PM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractors /Firms who possess Road Roller, documentary proof",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,367035,roshan lal thaur,18-Aug-2023 08:28 PM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,367465,R R CONSTRUCTION,20-Aug-2023 08:08 PM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,367518,TARUN KUMAR,20-Aug-2023 10:53 PM,Rejected-Finance,Rejected,05-Sep-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
