S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :
1.0,ICICI BANK,HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-122/2023-24,2023_HPSEB_80875_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,31-Oct-2023 04:00 PM,17-Nov-2023 11:45 AM,31-Oct-2023 04:30 PM,16-Nov-2023 03:00 PM,NA ,NA ,31-Oct-2023 04:30 PM,16-Nov-2023 03:00 PM,25-Nov-2023 02:00 PM,1.0,Fee/PreQual/Technical,.pdf,Tender Document fee and earnest money receipt,1.0,Extension of date,Date,,590.0,Nil,Nil,No,Sr. Executive engineer,ED ARki,"providing LT extension to LOH from various existing Sub-station 63 KVA Kayarad,25 KVA Gater , 63 KVA Ganana in (E) Section Bhrarighat, under Electrical Sub-Division, HPSEBL, Darlaghat","providing LT extension to LOH from various existing Sub-station 63 KVA Kayarad,25 KVA Gater , 63 KVA Ganana in E Section Bhrarighat, under Electrical Sub-Division, HPSEBL, Darlaghat",Please refer Tender documents. ,NA ,"1,11,010",Electrical Works,NA ,Tender,180.0,30.0,Under ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,"1,110",No,fixed,,Nil,Nil,Finance,Financial open,Devender Koundal,25-Nov-2023 03:06 PM,finance_120382.pdf,BOQ Comparative Chart,Technical,technically opened,Devender Koundal,17-Nov-2023 12:26 PM,technical_120382.pdf,29-Nov-2023,"INR 105,460",30.0,Devender Koundal,29-Nov-2023 12:27 PM,A125.pdf (3666.00 KB),LOA,Sr. Executive Engineer,Internal,"Sr. Executive Engineer, Divisional accountant,AE ESD Darla,",Devender Koundal,25-Nov-2023 01:22 PM,25-Nov-2023 02:00 PM,techsummary_120382.pdf (502.18 KB),1.0,384565.0,NAROTAM RAM,16-Nov-2023 01:29 PM,Rejected-Finance,Higher rates,28-Nov-2023,Sr. Executive Engineer,Internal,"Sr. Executive Engineer,Divisional accountant,A.E Darlaghat",Devender Koundal,28-Nov-2023 04:46 PM,finsummary_120382.pdf (502.18 KB),1.0,382884.0,SHIVA ELECTRICAL & HARDWARE,INR,"105,460",HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_80875_1,HPSEBL/AED/NIT-122/2023-24,"providing LT extension to LOH from various existing Sub-station 63 KVA Kayarad,25 KVA Gater , 63 KVA Ganana in (E) Section Bhrarighat, under Electrical Sub-Division, HPSEBL, Darlaghat"
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical and comm.work Experience of similar nature of work as per clause no 1.01 and 1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,382884.0,SHIVA ELECTRICAL & HARDWARE,07-Nov-2023 10:51 AM,Accepted-AOC,lowest bidder,29-Nov-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Class -A contractor Licence as per clause 1.01.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,384612.0,VINAY KUMAR SHARMA,16-Nov-2023 02:34 PM,Rejected-Finance,Higher rates,28-Nov-2023,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of net worth, avg. financial turnover, liquid asset as per clause 1.02.2,1.02.3,1.02.4 fromCA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Bidder shall satisfy Bid capacity as clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a joint venture all the qualification should be full as clause1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from banker as per clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Litigation history as per clause 2.01.4 ,Non blacklisting Affidavit,No deviation certi.as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"No change of ownership (ITB vol-1,Sec-IIclause2.3.2 and letter of undertaking/Bid validity as per SB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,pan,self undertake of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
