Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
PWD,NHD 5431-67 dated 07.10.2023,2023_PWD_80163_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"31,000",Yes,fixed,,Nil,Nil,500.0,Nil,Nil,Yes,Executive Engineer,Executive Engineer NH Hamirpur,Restoration of rain damages on NH-503 Extn. Km. 0/0 to 44/700,Construction of Retaining wall alongwith drain in between Km. 35/295 to 35/315 (L.H.S ) for the year 2023-24 in the state of Himachal Pradesh under FDR(NEW) Job No. RO-HP-NH-503 Ext.-2023-24-010),Please refer Tender documents. ,NA ,"15,09,866",Civil Works,NA ,Tender,90.0,NA ,Hamirpur,177001.0,NA ,NA ,NA ,Executive Engineer NH Hamirpur,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Online tender fee,12-Oct-2023 06:30 PM,20-Oct-2023 11:30 AM,12-Oct-2023 06:30 PM,19-Oct-2023 06:50 PM,NA ,NA ,12-Oct-2023 06:30 PM,19-Oct-2023 06:50 PM,23-Oct-2023 11:30 AM,1.0,corrigendum,Date,,1.0,379343.0,ANUP THAKUR,19-Oct-2023 04:41 PM,Rejected-Technical,Non-Responsive,21-Oct-2023,Technical,pretechbid,Hari Ram,20-Oct-2023 03:12 PM,technical_119419.pdf,Finance,financial opening,Hari Ram,23-Oct-2023 12:14 PM,finance_119419.pdf,BOQ Comparative Chart,1.0,378769.0,Mukesh Kumar,INR,"1,561,941",PWD,2023_PWD_80163_1,NHD 5431-67 dated 07.10.2023,Restoration of rain damages on NH-503 Extn. Km. 0/0 to 44/700,EE,Internal,DHD/SUPDT/DAO,Hari Ram,21-Oct-2023 11:40 AM,23-Oct-2023 11:30 AM,techsummary_119419.pdf (330.90 KB),EE,Internal,SUPDT/DHD/DAO,Hari Ram,27-Oct-2023 12:35 PM,finsummary_119419.pdf (417.02 KB),25-Nov-2023,"INR 1,509,866",60.0,Hari Ram,16-Jan-2024 01:29 PM,Mukeshkumar.pdf (530.00 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Online EMD,,,,,,,,,,2.0,corrigendum,Technical Bid,,2.0,379128.0,Gulam Mohamad,19-Oct-2023 05:29 PM,Rejected-Technical,Non Responsive,21-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration(General Rule No. 23),,,,,,,,,,,,,,3.0,378872.0,Harpal Singh,18-Oct-2023 04:31 PM,Rejected-Technical,Non Responsive,21-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST No. along with latest return of GST ( also see General Rule 21),,,,,,,,,,,,,,4.0,378769.0,Mukesh Kumar,18-Oct-2023 06:14 PM,Accepted-AOC,Lowest,30-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done Certificate as per SBD,,,,,,,,,,,,,,5.0,379100.0,RAKESH KUMAR,18-Oct-2023 10:04 PM,Rejected-AOC,Higher,30-Jan-2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand Certificate as per SBD,,,,,,,,,,,,,,6.0,379317.0,Satish Kumar,19-Oct-2023 05:09 PM,Rejected-Technical,Non Responsive,21-Oct-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool , Plant as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of Both Gaztted and Non Gaztted officer HPPWD employees related to him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of work) is correct in all respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no pending litigation with the Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
