EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
"22,59,590",No,fixed,,Executive Engineer JSV Division Hamirpur,Executive Engineer JSV Division Hamirpur,13-Oct-2023 05:00 PM,23-Oct-2023 11:30 AM,13-Oct-2023 05:00 PM,23-Oct-2023 11:00 AM,NA ,NA ,13-Oct-2023 05:00 PM,23-Oct-2023 11:00 AM,27-Oct-2023 03:35 PM,"2,500",Executive Engineer JSV Division Hamirpur,Executive Engineer JSV Division Hamirpur,No,"Construction of Source Strengthening of various WSS under JSV Sub-Division Nadaun and Dhaneta (Phase 1st and 2nd including i C/O LWSS Rajnoun, Dhaneta Dib Ponkher Behrad Janshooh Manjra and LWSS Sukriah 4 Nos Phase ii C/O Amblehar Bhabrina, iii) C/O",Sub Head Construction of Percolation well along with control panel room Construction of Pump Houses at Dhaneta Construction of RCC U G Main Storage Tanks C/o RCC OHSR Main collection tank Construction of Anchor Block for Rising Main/ Gravity Mai,Please refer Tender documents. ,NA ,"22,27,08,897",Civil Works,NA ,Tender,120.0,270.0,Executive Engineer JSV Division Hamirpur,177001.0,Chief Engineer JSV HZ Hamirpur ,Chief Engineer JSV HZ Hamirpur ,18-Oct-2023 03:30 PM ,Executive Engineer JSV Division Hamirpur,No ,No,Executive Engineer JSV Division Hamirpur,Executive Engineer JSV Division Hamirpur,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",EE-JSV-HMR-tenders-2022-23,2023_HPIPH_80168_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,corrigendu,Other,,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"(i) The earnest money in favour of Executive Engineer, JAL Shakti Division Hamirpur, shall be submit",Er. Vijay K Dhatwalia CE Hamirpur,Internal,Sr. ASsstt AED EE EED SE SED,Sanjay Kumar,30-Oct-2023 11:36 AM,finsummary_119426.pdf (4381.22 KB),1.0,379809.0,Unipro Techno Infrastructure Pvt Ltd,INR,"171,067,500","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Hamirpur,Irrigation and Public Health,HP",2023_HPIPH_80168_1,EE-JSV-HMR-tenders-2022-23,"Construction of Source Strengthening of various WSS under JSV Sub-Division Nadaun and Dhaneta (Phase 1st and 2nd including i C/O LWSS Rajnoun, Dhaneta Dib Ponkher Behrad Janshooh Manjra and LWSS Sukriah 4 Nos Phase ii C/O Amblehar Bhabrina, iii) C/O",11-Nov-2023,"INR 171,067,500",270.0,Sanjay Kumar,11-Nov-2023 02:17 PM,AOC.pdf (1094.00 KB),AOC,Finance,Proceeding,Sanjay Kumar,30-Oct-2023 11:17 AM,finance_119426.pdf,BOQ Comparative Chart,Technical,Proceeding,Sanjay Kumar,27-Oct-2023 03:30 PM,technical_119426.pdf,Vijay Kuamr Dhatwalia Chief Engineer JSV Hamirpur,Internal,Sr Astt AED HZ ACHPFASHZ EE EED SEHMR SED HZ,Sanjay Kumar,27-Oct-2023 03:32 PM,27-Oct-2023 03:35 PM,techsummary_119426.pdf (4381.22 KB),1.0,379616.0,National India Construction Co.,21-Oct-2023 05:22 PM,Rejected-AOC,..,11-Nov-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,The cost of tender form as shown above shall be submitted shall be submitted either through online m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,379367.0,R K ENGINNERS SALES LTD,20-Oct-2023 03:24 PM,Rejected-AOC,...,11-Nov-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,(iii) Copy of Certificate of registration with JAL Shakti Vibhag in appropriate class.Incase of succ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,379752.0,S.k.sharma contractor and engineer,23-Oct-2023 10:09 AM,Rejected-AOC,...,11-Nov-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Annual Turnover of three years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,379706.0,SS RANA CONSTRUCTION PRIVATE LIMITED,23-Oct-2023 10:21 AM,Rejected-AOC,..,11-Nov-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Experience of having successfully completed similar works during last seven years ending last day of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,379809.0,Unipro Techno Infrastructure Pvt Ltd,21-Oct-2023 03:40 PM,Accepted-AOC,..,11-Nov-2023
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar work means Water Related Project/Projects which includes/include,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"e) PAN (Permanent Account No.), GST registration and EPF registration and latest income tax return",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,g) The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,h) A scanned copy of undertaking in that I have carefully studied all the terms and,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,c) Besides above the bidders should possess the biding capacity calculated by the specified formula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
