Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
01-Sep-2023 10:00 AM,12-Sep-2023 11:00 AM,01-Sep-2023 10:30 AM,11-Sep-2023 06:00 PM,01-Sep-2023 10:30 AM ,11-Sep-2023 06:00 PM ,01-Sep-2023 10:30 AM,11-Sep-2023 06:00 PM,22-Sep-2023 04:00 PM,"5,000",Nil,Nil,No,Construction of Sub Treasury Office cum Residence building at Darlaghat Tehsil-Arki District - Solan Himachal Pradesh.,"C/o Sub Treasury Office cum Residence building at Darlaghat Tehsil-Arki District - Solan H. P. (SH- C/o building work, site development ,Providing water supply and sanitary installation, Rain Harvesting tank and septic tank and C/o Main gate)",Please refer Tender documents. ,NA ,"1,74,36,693",Civil Works - Buildings,NA ,Tender,90.0,365.0,Arki,173210.0,NA ,NA ,NA ,Arki,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from and Earnest Money online mode through E-payment,1.0,ICICI BANK,Executive Engineer,"Arki Division, HPPWD Arki",PWD,PW/AD/Tender/23-34 dated 21/08/23,2023_PWD_78253_3,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"3,48,800",No,fixed,,Nil,Nil,SHASHI PAL,Internal,TADAOSUPTDDHD,SHASHI PAL,22-Sep-2023 03:55 PM,22-Sep-2023 04:00 PM,techsummary_116739.pdf (252.58 KB),PWD,2023_PWD_78253_3,PW/AD/Tender/23-34 dated 21/08/23,Construction of Sub Treasury Office cum Residence building at Darlaghat Tehsil-Arki District - Solan Himachal Pradesh.,30-Nov-2023,"INR 14,022,588.57",365.0,SHASHI PAL,18-Dec-2023 05:25 PM,AWARD.pdf (1269.00 KB),L1,ER. SHASHI PAL,Internal,,SHASHI PAL,06-Nov-2023 11:58 AM,finsummary_116739.pdf (254.96 KB),1.0,370767.0,Manoj Kumar,INR,"14,022,588",Finance,Summary,SHASHI PAL,06-Nov-2023 11:54 AM,finance_116739.pdf,BOQ Comparative Chart,1.0,371397.0,Manishsharma,11-Sep-2023 04:26 PM,Rejected-Finance,reject,06-Nov-2023,Technical,SUMMARY,SHASHI PAL,22-Sep-2023 03:47 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,370767.0,Manoj Kumar,11-Sep-2023 05:45 PM,Accepted-AOC,L1,18-Dec-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,371039.0,Ranjeet Thakur,11-Sep-2023 04:15 PM,Rejected-Finance,reject,06-Nov-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as Per General Rule 26.2.b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,370549.0,Vidya Dutt Sharma,11-Sep-2023 07:50 AM,Rejected-Technical,DUE TO BID CAPACITY,22-Sep-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand in accordance with General Rule 24.5 strictly as per schedule F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Skilled/Semi Skilled Tradesmen as per Clause of 19k of GCC.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
