S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),Executive Engineer,HPSIDC Shimla,"1,49,500",No,fixed,,Nil,Nil,"Additions and alterations to sub jail Nalagarh at Kishanpura, Teh. Baddi Distt . Solan (HP) (SH-Construction of Nallah, catch pit, check dam and demolition re-erection of chain link fencing).","(SH-Construction of Nallah, catch pit, check dam and demolition re-erection of chain link fencing).",Please refer Tender documents. ,NA ,"74,72,092",Civil Works,NA ,Tender,120.0,NA ,kishanpura (Baddi),173205.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,HP SIDC Limited,Job No. 9,2023_SIDC_75808_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,900",Nil,Nil,No,05-Jul-2023 11:00 AM,13-Jul-2023 11:00 AM,05-Jul-2023 11:00 AM,12-Jul-2023 05:00 PM,NA ,NA ,05-Jul-2023 11:00 AM,12-Jul-2023 05:00 PM,28-Sep-2023 11:00 AM,07-Nov-2023,"INR 5,578,012",120.0,Sushant Singh Negi,04-Dec-2023 10:28 AM,naranjanaoc.pdf (3892.00 KB),Award letter,1.0,359842.0,NARANJAN DASS,INR,"5,578,012",SE,Internal,"DM, Manager(F), EE(HQ)",Sushant Singh Negi,03-Oct-2023 02:57 PM,finsummary_113477.pdf (40.78 KB),HP SIDC Limited,2023_SIDC_75808_1,Job No. 9,"Additions and alterations to sub jail Nalagarh at Kishanpura, Teh. Baddi Distt . Solan (HP) (SH-Construction of Nallah, catch pit, check dam and demolition re-erection of chain link fencing).",Finance,Financial summary,Sushant Singh Negi,03-Oct-2023 02:48 PM,finance_113477.pdf,BOQ Comparative Chart,Technical,Tender Summary,Sushant Singh Negi,27-Sep-2023 12:18 PM,,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,27-Sep-2023 12:32 PM,28-Sep-2023 11:00 AM,techsummary_113477.pdf (651.96 KB),1.0,359752.0,gurbax singh contractor,11-Jul-2023 10:29 PM,Rejected-Finance,Third lowest bidder,03-Oct-2023
2.0,ICICI NEFT/RTGS,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,359963.0,jaswinder singh rana,12-Jul-2023 11:41 AM,Rejected-Finance,Fourth lowest bidder,03-Oct-2023
,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,360023.0,KAMAL KUMAR,12-Jul-2023 12:26 PM,Rejected-Finance,Fifth lowest bidder,03-Oct-2023
,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,359842.0,NARANJAN DASS,12-Jul-2023 03:26 PM,Accepted-AOC,AOC,04-Dec-2023
,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,360054.0,shubham govt.contractor,12-Jul-2023 03:29 PM,Rejected-Finance,Second lowest bidder,03-Oct-2023
,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,360047.0,Suresh Kumar,12-Jul-2023 03:36 PM,Rejected-Finance,Sixth lowest bidder,03-Oct-2023
,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,complete details of existing commitments / ongoing work in hand in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Financial Turnover (last five years with breakup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Details/ affidavit of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,.pdf,Contractor working program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
