Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
1.0,Fee/PreQual/Technical,.pdf,Cost of tender form in the shape of Demand Draft/e-payment of Rs.2500/-,Source strengthening and rehabilitation of various water supply schemes under Jal Shakti Sub Division Dharampur in Tehsil Dharampur Distt Mandi HP Under JJM,Source strengthening protection of percolation well tanks CO storage tanks CO WTP of 0.95 MLD capacity repair of pump houses CO thrust blocks 167 Nos Prov laying jointing and testing of Rising Main 125 mm dia GMS pipe and SE of pumping machinary,Please refer Tender documents. ,NA ,"3,95,07,629",Civil Works,NA ,Tender,120.0,180.0,Dharampur,175040.0,Dharampur ,Superintending Engineer JS Circle Dharampur Distt Mandi ,11-Jul-2023 11:30 AM ,Dharampur Bharari,No ,No,06-Jul-2023 09:00 AM,18-Jul-2023 11:30 AM,06-Jul-2023 09:00 AM,17-Jul-2023 05:00 PM,NA ,NA ,06-Jul-2023 09:00 AM,17-Jul-2023 05:00 PM,04-Aug-2023 10:15 AM,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",3802-3851 dated 05.07.2023,2023_HPIPH_75909_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"2,500",Executive Engineer,Dharampur Bharari,No,Executive Engineer,Jal Shakti Division Dharampur Bharari Distt Mandi,1.0,corrigendum,Date,,"4,27,576",Yes,fixed,,Executive Engineer,Dharampur Bharari,1.0,ICICI BANK,SE,Internal,EE(D) EE(DBR) AE(D) CHD Supdt JE,Yogesh Kapoor,08-Nov-2023 10:34 AM,finsummary_113603.pdf (1814.36 KB),1.0,360405.0,MNBN Enterprises,INR,"36,953,339","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2023_HPIPH_75909_1,3802-3851 dated 05.07.2023,Source strengthening and rehabilitation of various water supply schemes under Jal Shakti Sub Division Dharampur in Tehsil Dharampur Distt Mandi HP Under JJM,Superintending Engineer,Internal,EE(D) EE (DMR) AE(D) CHD Supdt.(W) JE,Yogesh Kapoor,04-Aug-2023 10:11 AM,04-Aug-2023 10:15 AM,techsummary_113603.pdf (1814.36 KB),1.0,360356.0,Anurag Deep,17-Jul-2023 01:10 PM,Not Admitted-Fee/PreQual/Technical,Others-Cost of tender and earnest money has not submitted physically. Hence does not fulfil the NIT requirement,04-Aug-2023,Finance,Proceeding,Yogesh Kapoor,04-Aug-2023 10:58 AM,finance_113603.pdf,BOQ Comparative Chart,Technical,Technical_Proceeding,Yogesh Kapoor,04-Aug-2023 10:05 AM,technical_113603.pdf,08-Nov-2023,"INR 36,953,339",180.0,Yogesh Kapoor,08-Nov-2023 10:46 AM,AOC_Dharampur.pdf (1796.00 KB),AOC
,,.pdf,Earnest money only in the shape of NSC/Time Deposit receipt/ Demand Draft of any nationalized bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2.0,360337.0,gagan ohri,17-Jul-2023 04:58 PM,Rejected-AOC,Rejected,08-Nov-2023,,,,,,,,,,,,,,,,,,
,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,360405.0,MNBN Enterprises,17-Jul-2023 02:06 PM,Accepted-AOC,Accepted,08-Nov-2023,,,,,,,,,,,,,,,,,,
,,.pdf,PAN/Income Tax/EPF/GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,359828.0,SS RANA CONSTRUCTION PRIVATE LIMITED,14-Jul-2023 04:09 PM,Rejected-AOC,Rejected,08-Nov-2023,,,,,,,,,,,,,,,,,,
,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,"Work done, experience, annum turn over and other eligibility criteria as per Pre qualification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Make/Model of pumping machinery alongwith characteristic curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,.pdf,Authorization certificate from manufacture/dealer of pumping machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
