Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"71,600",No,fixed,,Nil,Nil,PWD,C/o Indoor Stadium at Govt. Degree College at Hami,2023_PWD_79607_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,"2,000",Nil,Nil,No,1.0,ICICI BANK,30-Sep-2023 06:00 PM,06-Oct-2023 11:00 AM,30-Sep-2023 06:00 PM,06-Oct-2023 10:30 AM,NA ,NA ,30-Sep-2023 06:00 PM,06-Oct-2023 10:30 AM,23-Oct-2023 11:00 AM,C/o Indoor Stadium at Govt. Degree College at Hamirpur,SH Providing and fixing Wooden flooring in Hall,Please refer Tender documents. ,NA ,"42,68,940",Civil Works - Buildings,NA ,Tender,60.0,90.0,Hamirpur,177001.0,NA ,NA ,NA ,Hamirpur,No ,No,PWD,2023_PWD_79607_1,C/o Indoor Stadium at Govt. Degree College at Hami,C/o Indoor Stadium at Govt. Degree College at Hamirpur,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Deepak Kapil,21-Oct-2023 03:33 PM,23-Oct-2023 11:00 AM,techsummary_118614.pdf (1466.43 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,02-Nov-2023 11:54 AM,finsummary_118614.pdf (488.53 KB),29-Nov-2023,"INR 4,354,319",90.0,Deepak Kapil,29-Nov-2023 06:47 PM,AwardAsha.pdf (716.00 KB),Award,Finance,AAttached,Sanjay Katoch,23-Oct-2023 11:37 AM,finance_118614.pdf,BOQ Comparative Chart,1.0,376370.0,asha sharma,INR,"4,461,042.27",1.0,376058.0,AASHISH KUMAR,06-Oct-2023 09:50 AM,Rejected-Technical,Rejectcted,21-Oct-2023,Technical,Attached,Sanjay Katoch,07-Oct-2023 05:24 PM,technical_118614.pdf
,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,376370.0,asha sharma,06-Oct-2023 12:03 AM,Accepted-AOC,l1,29-Nov-2023,,,,,
,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,376349.0,BISHAV SHAMA,05-Oct-2023 08:54 PM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,376120.0,DINESH THAKUR GOVT. CONTRACTOR,06-Oct-2023 09:01 AM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,376358.0,JAMEEL KHAN GOVT CONTRACTOR,05-Oct-2023 09:50 PM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,GST and EPF Registration and ECR statement latest Clearance Statement with Monthly contribution Chal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,376333.0,MUKESH,06-Oct-2023 10:14 AM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,An Affidavit the contr. should not have more two works at a time each of Rs. 100 lacs in any circle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,376181.0,Neeraj,05-Oct-2023 12:25 PM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,376305.0,Pankaj Rana Govt Contractor,05-Oct-2023 06:17 PM,Rejected-Technical,Rejectcted,21-Oct-2023,,,,,
,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,376201.0,SURESH THAKUR GOV CONT,06-Oct-2023 07:51 AM,Rejected-Finance,l2,02-Nov-2023,,,,,
,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
