EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :
"4,54,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer,"Division No.1, HPPWD Bilaspur",Construction of Deputy Director Agriculture office at Dhoulra Bilaspur.,"Site development, C/ O building portion etc.",Please refer Tender documents. ,NA ,"4,21,76,342",Civil Works - Buildings,"Site development, C/ O building portion etc. ",Tender,75.0,730.0,Bilaspur,174001.0,NA ,NA ,NA ,"Division No.1, HPPWD Bilaspur",No ,No,"5,000",Nil,Nil,No,22-Feb-2023 05:30 PM,06-Mar-2023 11:00 AM,22-Feb-2023 05:30 PM,06-Mar-2023 10:30 AM,NA ,NA ,22-Feb-2023 05:30 PM,06-Mar-2023 10:30 AM,24-Mar-2023 02:35 PM,1.0,Fee/PreQual/Technical,.pdf,Tender form cost and EMD indicated in schedule E.,PWD,PW-BLP1-CB-eproc/23-19299-350 dt 9.2.23,2023_PWD_69472_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,331128.0,M/S STRIKER & BROS,INR,"34,584,600",Finance,Financial bid opening summary,Manohar Lal Sharma,25-Mar-2023 05:57 PM,finance_104798.pdf,BOQ Comparative Chart,1.0,331491.0,Ajay Handa,05-Mar-2023 05:59 PM,Rejected-Finance,Due to L5,25-Mar-2023,Technical,Technical bid opening summary,Manohar Lal Sharma,17-Mar-2023 06:50 PM,technical_104798.pdf,PWD,2023_PWD_69472_1,PW-BLP1-CB-eproc/23-19299-350 dt 9.2.23,Construction of Deputy Director Agriculture office at Dhoulra Bilaspur.,Executive Engineer,Internal,HDM DAO SUPDT AE Beri AE-II BLP,Manohar Lal Sharma,24-Mar-2023 02:30 PM,24-Mar-2023 02:35 PM,techsummary_104798.pdf (429.15 KB),Executive Engineer,Internal,HDM DAO SUPDT AEBERI AEIIBLP,Manohar Lal Sharma,25-Mar-2023 06:00 PM,finsummary_104798.pdf (356.32 KB),17-Nov-2023,"INR 42,176,342",730.0,Manohar Lal Sharma,17-Nov-2023 05:52 PM,Strikeraward.pdf (672.00 KB),Award letter dated 01/11/2023
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration.,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,331155.0,JEET KUMAR GUPTA,05-Mar-2023 10:08 PM,Rejected-Finance,Due to L2,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST EPF and PAN Number.,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,330380.0,KARTAR SINGH,06-Mar-2023 09:25 AM,Rejected-Finance,Due to L4,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate duly signed by the concerned EE.,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,331591.0,Manohar Lal,05-Mar-2023 06:09 PM,Rejected-Finance,Due to L6,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of correctness.,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,332002.0,MNBN Enterprises,06-Mar-2023 10:19 AM,Rejected-Technical,Non Responsive,24-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery and lab equipments.,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,331128.0,M/S STRIKER & BROS,04-Mar-2023 03:14 PM,Accepted-AOC,Due to L1,17-Nov-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of technical personnels.,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,331835.0,M/S SUKHDEV SHARMA CONTRACTOR,05-Mar-2023 03:50 PM,Rejected-Finance,Due to L8,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover for last five years.,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,331195.0,Rattan Lal Sharma,05-Mar-2023 06:58 PM,Rejected-Finance,Due to L7,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 and 8 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,331588.0,Subham Mahajan,05-Mar-2023 08:22 PM,Rejected-Technical,Non Responsive,24-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding no relative working in HPPWD and current litigations in the department.,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,331639.0,VIJAY KAPOOR CONSTRUCTIONS,04-Mar-2023 05:00 PM,Rejected-Finance,Due to L3,25-Mar-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
