Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
MD HPSCSC Ltd,Internal,Committee,PAWAN SOOD,30-Oct-2020 03:53 PM,30-Oct-2020 03:55 PM,techsummary_60580.pdf (100.41 KB),1.0,181808.0,ALFA CHEMICALS UNIT II,INR,0.0,HP State Civil Supplies Corporation Limited,2020_HO_41063_1,Pro/Spices/2020-21-11880-81,"Procurement of various Non-Controlled items i.e. Washing Soaps, Washing Powder, Dish Wash Bar and Spices on consignment basis for the year 2020-21",1,181932,AKASH GRAM UDYOG,10-Oct-2020 07:19 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,MD,Internal,Kindly see the attachment,PAWAN SOOD,20-Jul-2021 03:36 PM,finsummary_60580.pdf (971.65 KB),Technical,Bid opening summary,PAWAN SOOD,30-Oct-2020 03:00 PM,None,Finance,financial summary,Hardev Sarta,30-Oct-2020 04:15 PM,finance_60580.pdf,BOQ Comparative Chart,20-Jul-2021,"INR 15,000,000",14.0,PAWAN SOOD,20-Jul-2021 03:38 PM,EOI.pdf (972.00 KB),"Item wise Empaneled, procurement for the year 2020-2021. The estimated amount is Rs. 15000000.00 Supply order issued as per requirement.",AOC,"50,000",Yes,fixed,,MD HPSCSC LTD,SHIMLA,1.0,Fee/PreQual/Technical,.pdf,Kindly Upload all the tender related documents in single pdf,23-Sep-2020 05:00 PM,16-Oct-2020 11:00 AM,23-Sep-2020 05:00 PM,15-Oct-2020 04:00 PM,NA ,NA ,23-Sep-2020 05:00 PM,15-Oct-2020 04:00 PM,30-Oct-2020 03:55 PM,"2,000",MD HPSCSC LTD,SHIMLA,Yes,"Procurement of various Non-Controlled items i.e. Washing Soaps, Washing Powder, Dish Wash Bar and Spices on consignment basis for the year 2020-21","EOI for procurement of various Non-Controlled items i.e. Washing Soaps, Washing Powder, Dish Wash Bar and Spices on consignment basis for the year 2020-21",Please refer Tender documents. ,NA ,"1,50,00,000",Miscellaneous Goods,NA ,Tender,365.0,14.0,KINDLY REFER TO TENDER DOCUMENT,171009.0,NA ,NA ,NA ,HPSCSC LTD HEAD OFFICE,No ,No,MANAGING DIRECTOR,"Block No. 16-17, SDA Complex, Kasumpti, Shimla-171009, Himachal Pradesh, North India",1.0,DD - Demand Draft,HP State Civil Supplies Corporation Limited,Pro/Spices/2020-21-11880-81,2020_HO_41063_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC
,,,,,,,2.0,181932.0,AKASH GRAM UDYOG,INR,0.0,,,,,2,181808,ALFA CHEMICALS UNIT II,12-Oct-2020 12:53 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,Upload BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,3.0,182059.0,DAYA TRADERS,INR,0.0,,,,,3,182059,DAYA TRADERS,12-Oct-2020 02:56 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,4.0,182064.0,pamco foods pvt. ltd.mohali,INR,0.0,,,,,4,182615,GINNI TEA INDUSTRIES LIMITED,15-Oct-2020 12:03 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,5.0,182321.0,SWAN WOMEN FEDERATION,INR,0.0,,,,,5,182607,JK Soap Works,15-Oct-2020 10:49 AM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,6.0,182325.0,mahaluxmi medical agencies,INR,0.0,,,,,6,182554,MAA JAGTAMBEY INDUSTRY,14-Oct-2020 05:38 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,7.0,182331.0,Swadeshi Chemical Works,INR,0.0,,,,,7,182325,mahaluxmi medical agencies,13-Oct-2020 06:59 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,8.0,182467.0,S.P.A. SOAPS AND SURFACTANTS,INR,0.0,,,,,8,182578,M/S RAAZ COMMUNICATION,14-Oct-2020 08:38 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,9.0,182554.0,MAA JAGTAMBEY INDUSTRY,INR,0.0,,,,,9,182064,pamco foods pvt. ltd.mohali,12-Oct-2020 03:10 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,10.0,182578.0,M/S RAAZ COMMUNICATION,INR,0.0,,,,,10,182635,SHREE JK FOODS PVT LTD,15-Oct-2020 01:19 PM,Accepted-AOC,Item wise empaneled,20-Jul-2021 03:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
