Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"5,000",Nil,Nil,No,28-May-2021 06:00 PM,04-Jun-2021 11:30 AM,28-May-2021 06:00 PM,04-Jun-2021 10:30 AM,NA ,NA ,28-May-2021 06:00 PM,04-Jun-2021 10:30 AM,15-Jun-2021 03:00 PM,"1,38,500",No,fixed,,Nil,Nil,PWD,AMP on link road to Amroh Balduhak via Banal km 0/,2021_PWD_47864_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,EE Hamirpur,Executive Engineer HPPWD Hamirpur,Annual maintenance Plan for the year 2021-2022 of VR road under Nadaun Sub Division. (i) AMP on link road to Amroh,Balduhak via Banal km 0/0 to 2/0 (VR-122). (ii) AMP on link road to village Chamral km 0/0 to 5/0 (VR-099). (iii) AMP on Gandiana to Badehtar road km 0/0 to 1/0 (VR-022). (iv) AMP on link road to Dodlu to Gariali km 0/0 to 1/0 (VR-098),Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,60.0,30.0,Hamirpur,177001.0,NA ,NA ,NA ,HAmirpur,No ,No,1.0,ICICI BANK,AOC,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,11-Jun-2021 01:33 PM,15-Jun-2021 03:00 PM,techsummary_71767.pdf (1820.24 KB),PWD,2021_PWD_47864_1,AMP on link road to Amroh Balduhak via Banal km 0/,Annual maintenance Plan for the year 2021-2022 of VR road under Nadaun Sub Division. (i) AMP on link road to Amroh,20-Jul-2021,"INR 8,995,501",30.0,Vivek Sharma,20-Jul-2021 07:39 PM,AwardNadaunAMP.pdf (1751.00 KB),Atached,EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,06-Jul-2021 06:16 AM,finsummary_71767.pdf (847.63 KB),1.0,214723.0,Davinder kumar,03-Jun-2021 09:38 PM,Rejected-AOC,L2,20-Jul-2021 07:39 PM,Technical,Attached,Vivek Sharma,11-Jun-2021 01:02 PM,technical_71767.pdf,1.0,214864.0,MSC Roads and Bridges Private Limited,INR,"8,995,501",Finance,Attached,Vivek Sharma,06-Jul-2021 06:06 AM,finance_71767.pdf,BOQ Comparative Chart,AOC
,,.pdf,Work in hand Certificate AS PER SBD GENERAL RULES AND DIRECTIONS-16 SIMILAR WORK DONE 40 PERSENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,214593.0,MOHINDER PAL GOVT. CONTRACTOR,02-Jun-2021 02:18 PM,Rejected-Technical,Rejected,11-Jun-2021 01:33 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,214848.0,M/S BHAGWATI CONSTRUCTION CO.,03-Jun-2021 07:25 PM,Rejected-AOC,L3,20-Jul-2021 07:39 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,214864.0,MSC Roads and Bridges Private Limited,03-Jun-2021 07:30 PM,Accepted-AOC,L1,20-Jul-2021 07:39 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST and EPF Registration and GST and EPF Clearness latest statement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,214237.0,S.S.Chauhans Construction Private Limted,03-Jun-2021 07:42 PM,Rejected-Technical,Rejected,11-Jun-2021 01:33 PM,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,The bidders required to have paver Machine and Hot Mini Plant in the radius of 30km for execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,having NOC from State Pollution Control Board.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Detail of machinery as per SBD with proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
