Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Department of Water Resources||Chief Engineer - DoWR,2021_DoWR_21642_1,BARPETA/2020-21/RIDF/I,"Assam integrated flood and river bank erosion risk management project for Chenimari, Bahari, Bhogerpar and its adjoining areas (Including protection of Bahari Satra and Dokreswar Devalaya ).Ph.-I",1,117517,AKHIL KUMAR JAIN-ASHOK KUMAR JAIN-JV,28-May-2021 09:53 AM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,Technical,Financial bid of the successful bidder may be opened,Jayanta Kumar Barman,04-Jun-2021 03:12 PM,technical_33693.pdf,Director Design,Internal,"S.E. Southern Assam W.R. Circle, S.E. Mukalmua Protection W.R. Circle, Deputy Director (EDRT), Executive Engineer (Construction Cell)",Jayanta Kumar Barman,04-Jun-2021 03:27 PM,04-Jun-2021 03:30 PM,techsummary_33693.pdf (233.73 KB),Finance,Updated CS may be prepared,Jayanta Kumar Barman,08-Jun-2021 12:30 PM,,BOQ Comparative Chart,AOC,"4,000",Nil,Nil,No,Department of Water Resources||Chief Engineer - DoWR,BARPETA/2020-21/RIDF/I,2021_DoWR_21642_1,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,07-May-2021 06:00 PM,29-May-2021 02:00 PM,07-May-2021 06:05 PM,28-May-2021 02:00 PM,NA ,NA ,17-May-2021 10:00 AM,28-May-2021 02:00 PM,04-Jun-2021 03:30 PM,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,"3,59,622",Yes,percentage,2.0%,Nil,Nil,"Chief Engineer,W.R.Deptt",O/O Chief Engineer Water Resources Department Chandmari,"Assam integrated flood and river bank erosion risk management project for Chenimari, Bahari, Bhogerpar and its adjoining areas (Including protection of Bahari Satra and Dokreswar Devalaya ).Ph.-I","Assam integrated flood and river bank erosion risk management project for Chenimari, Bahari, Bhogerpar and its adjoining areas (Including protection of Bahari Satra and Dokreswar Devalaya ).Ph.-I",Please refer Tender documents. ,NA ,"1,79,81,112",Civil Works,NA ,Tender,180.0,90.0,Barpeta,781301.0,NA ,NA ,NA ,GUWAHATI,No ,No,AOC
,,,,2,117506,ANIL BORGOHAIN-LAKHI DIHINGIA JV,28-May-2021 09:29 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 03:12 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,117444,ANUPAM NIRMAN PVT. LTD.,27-May-2021 04:03 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 03:12 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,117502,ASHIT ROY-JAYANTA KHAUND JV,27-May-2021 09:33 PM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,117417,Ashok Kumar Agarwalla,25-May-2021 05:31 PM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,117509,BISWADEV DAS,28-May-2021 11:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 03:12 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,117486,HEMEN KUMAR DUTTA ORIENTAL ENGINEERS JV,26-May-2021 09:53 AM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,117414,JYOTI CONSTRO COMMERCIALS-PADMAVATI CONSTRUCTION JV,27-May-2021 08:56 PM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,117487,MOHIRUDDIN AHMED,27-May-2021 10:23 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,04-Jun-2021 03:12 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,117494,S.A. ENTERPRISE,27-May-2021 10:47 PM,Rejected-AOC,Not Qualified for AOC,31-Jul-2021 06:17 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
