S.No,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,BOQ Changed and Tender Form,BOQ,,1.0,Fee/PreQual/Technical,.pdf,Tender Fee and Earnest Money as per Tender Document,Controller Printing and Stationery Department,Printing and Stationery Department HP Ghoda Chowki Shimla 171005,500.0,Controller Printing and Stationery Dept. HP,Shimla,Yes,"5,00,000",Yes,fixed,,Controller Printing and Stationery Dept. HP,Shimla,06-Jul-2020 06:55 PM,28-Jul-2020 11:30 AM,06-Jul-2020 06:55 PM,28-Jul-2020 11:00 AM,NA ,NA ,14-Jul-2020 06:55 PM,28-Jul-2020 11:00 AM,25-Sep-2020 02:40 PM,"Paper made items, miscellaneous Stationery and Drawing Material","Paper made items, miscellaneous Stationery and Drawing Material",Please refer Tender documents. ,NA ,"2,91,18,405",Miscellaneous Goods,miscellaneous Stationery and Drawing Material ,Rate Contract,90.0,240.0,As per Tender Document,171005.0,NA ,NA ,NA ,Printing and Stationery Department HP Shimla 5,No ,No,1.0,DD - Demand Draft,Printing and Stationery Department,"Paper Made Items Miscelaneous Stationery, Drawing",2020_HPPNS_38644_1,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Offline,No,No,No,AOC,Finance,Successfully opened,Vijay Choudhary,25-Sep-2020 03:55 PM,finance_57097.pdf,BOQ Comparative Chart,Technical,successfully Opened,Vijay Choudhary,28-Jul-2020 03:48 PM,technical_57097.pdf,23-Jul-2021,"INR 22,317,227",240.0,Naresh Verma,23-Jul-2021 12:25 PM,AOC38644.pdf (531.00 KB),Supply order issued during financial year 2020-2021,Controller Printing and Stationery Department,Internal,Kindly see the attachment,Naresh Verma,25-Sep-2020 02:06 PM,25-Sep-2020 02:40 PM,techsummary_57097.pdf (4427.10 KB),1,168072,Ashoka Paper Products,18-Jul-2020 02:48 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,Controller Printing and Stationery Department,Internal,Kindly see the attachment,Naresh Verma,23-Jul-2021 12:21 PM,finsummary_57097.pdf (531.15 KB),Printing and Stationery Department,2020_HPPNS_38644_1,"Paper Made Items Miscelaneous Stationery, Drawing","Paper made items, miscellaneous Stationery and Drawing Material",1.0,167749.0,BHARAT TRADING CO.,INR,"425,160",AOC
2.0,Revised Tender Form,Other,,,,.pdf,Sample as per NIT and Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,169492,bagga industrial traders,25-Jul-2020 12:04 PM,Rejected-Finance,Item Wise Higher Amount Quoted,23-Jul-2021 12:21 PM,,,,,,,,,,,2.0,168072.0,Ashoka Paper Products,INR,"1,159,400",AOC
,,,,,,.pdf,GST Registration and Latest Income Tax and sales tax clearance Certificate as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,170100,BAHUCHAR TRADERS,28-Jul-2020 10:57 AM,Rejected-Technical,Rejected,25-Sep-2020 02:07 PM,,,,,,,,,,,3.0,168352.0,M/s. Kores (India) Limited,INR,"2,745,075",AOC
,,,,,,.pdf,"Affadavit as per NIT, tender document and Terms and Conditions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,167749,BHARAT TRADING CO.,27-Jul-2020 04:26 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,4.0,168490.0,Trade Links Enterprises,INR,"4,689,825",AOC
,,,,,,.pdf,"Any other documents required as per Tender Document, NIT and Terms and Conditions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,169252,groveson,26-Jul-2020 12:52 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,5.0,169140.0,pravin paper products,INR,"564,000",AOC
,,,,2.0,Finance,.xls,Price Bid (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,169442,HANDMADE PAPER AND BOARD INDUSTRIES,23-Jul-2020 07:18 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,6.0,169252.0,groveson,INR,"1,865,373",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,169829,kashvi enterprises,26-Jul-2020 02:38 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,7.0,169442.0,HANDMADE PAPER AND BOARD INDUSTRIES,INR,"2,520,000",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,168352,M/s. Kores (India) Limited,27-Jul-2020 11:41 AM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,8.0,169829.0,kashvi enterprises,INR,"899,066",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,169995,PARMAR BINDING HOUSE,27-Jul-2020 03:39 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,9.0,169995.0,PARMAR BINDING HOUSE,INR,"7,449,328",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,169140,pravin paper products,22-Jul-2020 05:04 PM,Accepted-AOC,Item wise Award,23-Jul-2021 12:25 PM,,,,,,,,,,,,,,,,AOC
