Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
10-May-2021 10:30 AM,19-May-2021 11:00 AM,10-May-2021 10:30 AM,19-May-2021 10:30 AM,NA ,NA ,10-May-2021 10:30 AM,19-May-2021 10:30 AM,05-Jun-2021 11:00 AM,"1,80,800",Yes,fixed,,Nil,Nil,"5,000",Nil,Nil,No,"Annual Maintenance Plan on Bani Palhara road via I.T.I. Dhabriana,Link road H.B. Karer to Lahari Salan,Link road to village Upeer Upper Batrali,Mehre Chowk to Barsar,Mehre to Jabbal Kharian road ,Link road Biar Khurd,Dandroo Nuel Bandos road,Bumbloo","Providing and Laying bituminous concrete 30mm thick in km. 0/0 to 3/0,0/0 to 2/0,0/0 to 1/015,0/0 to 1/00,3/0 to 5/465,3/0 to 4/0,4/0 to 4/500,0/0 to 2/0 and 0/0 to 0/555 Respectively) DRRP No. HP-03-05 VR0087, VR0135, VR0006, VR0130, VR0125,VR0112,V",Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,60.0,Barsar,174305.0,NA ,NA ,NA ,Barsar,No ,No,1.0,ICICI BANK,PWD,AMP on Bani Palhara road via I.T.I. Dhabriana etc.,2021_PWD_47233_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,Executive Engineer HPPWD Division Barsar,Executive Engineer HPPWD Division Barsar,AOC,1.0,212748.0,Davinder kumar,INR,"14,832,067",Finance,Attached,Anil Kumar Sharma,05-Jun-2021 04:15 PM,finance_70964.pdf,BOQ Comparative Chart,1.0,212748.0,Davinder kumar,18-May-2021 11:58 AM,Accepted-AOC,L1,19-Jul-2021 12:07 PM,Technical,At,Anil Kumar Sharma,04-Jun-2021 03:32 PM,None,Executive Engineer,Internal,"Supdt. Gr.II, DAO, DHD",Anil Kumar Sharma,04-Jun-2021 03:50 PM,05-Jun-2021 11:00 AM,techsummary_70964.pdf (504.40 KB),PWD,2021_PWD_47233_1,AMP on Bani Palhara road via I.T.I. Dhabriana etc.,"Annual Maintenance Plan on Bani Palhara road via I.T.I. Dhabriana,Link road H.B. Karer to Lahari Salan,Link road to village Upeer Upper Batrali,Mehre Chowk to Barsar,Mehre to Jabbal Kharian road ,Link road Biar Khurd,Dandroo Nuel Bandos road,Bumbloo",19-Jul-2021,"INR 14,832,067",60.0,Anil Kumar Sharma,19-Jul-2021 12:07 PM,AOCAMPBani.pdf (1629.00 KB),AwardLetter,Executive Engineer,Internal,"Supdt Gr-II,HDM, DAO",Anil Kumar Sharma,19-Jul-2021 11:39 AM,finsummary_70964.pdf (420.50 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,EMD,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,contractor Registration,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Similar Work done certificate ( Only Completed work ),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"G.S.T. No.with latest clearance return, EPF No. with latest clearance return,Labour Licence, Pan Car",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery tool plant with ownership documents/Aff. Magistrate/Notary (Plant and paver must b,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Aff. that the information submitted by the bidder is true and correct (Magistrate/Notary),,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly countersigned by the Engineer in charge, not below the rank of an Exec",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Last five Year Turn over duly signed by the CA,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder should must be uploaded working programme,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
