Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
"5,900",EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,No,Executive Engineer,HPSIDC Ltd. Shimla,HP SIDC Limited,Job No. 3,2020_SIDC_41354_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"1,24,100",No,fixed,,EE HPSIDC Ltd. Shimla,HPSIDC Ltd. Shimla,1.0,Fee/PreQual/Technical,.pdf,Appropriate Electrical Contractor Registration class (as per tender conditions),1.0,ICICI BANK,"Construction of Govt. Polytechnic College at Jandour, Tehsil Jaswan, Distt. Kangra (HP).(SH- Providing Electrical Installation thereof).",Providing Electrical Installation thereof.,Please refer Tender documents. ,NA ,"91,61,014",Electrical Works,NA ,Tender,120.0,120.0,Jandour (Kangra),176501.0,NA ,NA ,NA ,HPSIDC Ltd. Shimla,No ,No,07-Oct-2020 11:00 AM,28-Oct-2020 11:00 AM,07-Oct-2020 11:00 AM,27-Oct-2020 05:00 PM,NA ,NA ,07-Oct-2020 11:00 AM,27-Oct-2020 05:00 PM,12-Jan-2021 11:00 AM,AOC,Finance,Financial details,Sushant Singh Negi,14-Jan-2021 03:25 PM,None,BOQ Comparative Chart,1.0,183507.0,ARUN KUMAR SHARMA,27-Oct-2020 11:32 AM,Rejected-Finance,Second lowest bidder,14-Jan-2021 03:33 PM,1.0,Correct technical evaluation summary,Correct technical evaluation summary,11-Jan-2021 03:47 PM,correctjandour.pdf ,694.52,Technical Opening,SE,Internal,"DM, Dy. Manager(P), AE(Elect),AE(HQ) EE(HQ)",Vikram Jeet,11-Jan-2021 03:51 PM,12-Jan-2021 11:00 AM,techsummary_61025.pdf (708.10 KB),Technical,correct technical details,Vikram Jeet,11-Jan-2021 03:48 PM,technical_61025.pdf,1.0,183919.0,Ratwan Light House,INR,"7,235,890",18-Mar-2021,"INR 7,235,890",120.0,Sushant Singh Negi,28-Jul-2021 05:31 PM,jandorei.pdf (2377.00 KB),Award letter,HP SIDC Limited,2020_SIDC_41354_1,Job No. 3,"Construction of Govt. Polytechnic College at Jandour, Tehsil Jaswan, Distt. Kangra (HP).(SH- Providing Electrical Installation thereof).",SE,Internal,"DM, AE(HQ), EE(HQ)",Sushant Singh Negi,14-Jan-2021 03:29 PM,finsummary_61025.pdf (395.89 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,183947.0,KUMAR ELECTRONICS CO.,27-Oct-2020 04:42 PM,Rejected-Finance,Third lowest bidder,14-Jan-2021 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3.0,184192.0,raman devwedi,27-Oct-2020 04:56 PM,Rejected-Finance,Fourth lowest bidder,14-Jan-2021 03:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4.0,183919.0,Ratwan Light House,27-Oct-2020 04:28 PM,Accepted-AOC,Award to lowest bidder,28-Jul-2021 05:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5.0,183923.0,UNITED ENGINEEER AND CONTRACTOR,27-Oct-2020 01:14 PM,Rejected-Technical,The successfully completed similar type of one work not less than 40 percent of estimated cost has not submitted as per tender condition,11-Jan-2021 03:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and Pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed similar type of work done (as per tender notice conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of financial Turnover in last five years (with breakup),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of existing commitments / work in hand complete detail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of machineries equipments/ technical staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
