Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
05-Jul-2021,"INR 1,639,741",90.0,Arvind Chaudhary,09-Jul-2021 08:08 PM,Awardletter.pdf (960.00 KB),Award letter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Sunil Kumar. AE, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh, Draughtsman Prem Chand, Sr. Assistant",Arvind Chaudhary,29-Jun-2021 05:48 PM,finsummary_72611.pdf (537.95 KB),"Er. Rajesh kumar, E.E.",Internal,"Er. Sunil Kumar. AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,25-Jun-2021 06:17 PM,26-Jun-2021 03:00 PM,techsummary_72611.pdf (705.94 KB),PWD,2021_PWD_48440_1,Job 5 Construction of link road to Raipur Harijan,Job 5 Construction of link road to Raipur Harijan abadi from Bangarh Nangran road km.0-0 to 1-500 Sub Head Construction of Cement Concrete Pavement and interlocking paver block km.0-0 to 0-551 Under OTMNP,Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,19-Jun-2021 06:22 PM,technical_72611.pdf,1.0,217325.0,Balbir Singh Govt Contractor,17-Jun-2021 07:42 PM,Accepted-AOC,ok,09-Jul-2021 08:08 PM,1.0,217325.0,Balbir Singh Govt Contractor,INR,"1,379,316",Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,29-Jun-2021 12:23 PM,finance_72611.pdf,BOQ Comparative Chart,AOC,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,Job 5 Construction of link road to Raipur Harijan,2021_PWD_48440_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),1.0,FDR - Fixed Deposit,12-Jun-2021 10:00 AM,18-Jun-2021 11:00 AM,12-Jun-2021 10:30 AM,18-Jun-2021 09:00 AM,NA ,NA ,12-Jun-2021 10:30 AM,18-Jun-2021 09:00 AM,26-Jun-2021 03:00 PM,"32,100",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,Job 5 Construction of link road to Raipur Harijan abadi from Bangarh Nangran road km.0-0 to 1-500 Sub Head Construction of Cement Concrete Pavement and interlocking paver block km.0-0 to 0-551 Under OTMNP,Job 5 Construction of link road to Raipur Harijan abadi from Bangarh Nangran road km.0-0 to 1-500 Sub Head Construction of Cement Concrete Pavement and interlocking paver block km.0-0 to 0-551 Under OTMNP,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,217768.0,MAHESH ANGRA,18-Jun-2021 08:13 AM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,217787.0,MANI GOVT. CONTRACTOR,18-Jun-2021 12:45 AM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,217662.0,Prikshit Thakur Govt Contractor,17-Jun-2021 05:46 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,217486.0,Shivalik Construction Company,17-Jun-2021 07:43 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,217394.0,SUMIT KUMAR,17-Jun-2021 02:12 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,217210.0,Tilak Raj Govt Contractor,17-Jun-2021 03:17 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,217298.0,unique engg. solutions,16-Jun-2021 01:41 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,217762.0,Vikas puri,17-Jun-2021 10:55 PM,Rejected-AOC,ok,09-Jul-2021 08:08 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
