Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Finance,Proceedingregardingopeningoffinancialbids,Arvind Chaudhary,29-Jun-2021 12:16 PM,finance_72602.pdf,BOQ Comparative Chart,1.0,217785.0,Yog raj,INR,"1,848,176",Technical,TechnicalBidOpeningSummary,Arvind Chaudhary,19-Jun-2021 06:16 PM,technical_72602.pdf,1.0,217790.0,Charanjeet Singh Govt Contractor,18-Jun-2021 07:57 AM,Rejected-AOC,ok,27-Jul-2021 12:21 PM,"Er. Rajesh Kumar, E.E",Internal,"Er. Sunil Kumar. AE, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Jagdeep Singh, Draughtsman Prem Chand, Sr. Assistant",Arvind Chaudhary,29-Jun-2021 04:37 PM,finsummary_72602.pdf (481.51 KB),20-Jul-2021,"INR 2,182,325",90.0,Rajesh Kumar,27-Jul-2021 12:21 PM,Awardletter.pdf (870.00 KB),Awardletter,PWD,2021_PWD_48432_1,Job 3 Construction of link road Haroli Majra Harol,Job 3 Construction of link road Haroli Majra Haroli Bankhandi via Police Station Banuali Haroli upto Khui main road Sub Head Construction of Cement Concrete Pavement length 450mtr. and C.O Retaining wall at RD.0-255 to 0-285 Under OTMNP,"Er. Rajesh Kumar, E.E.",Internal,"Er. Sunil Kumar. AE Harish Chander Sharma Head Draughtsman , Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II, Prem Chand, Sr. Assistant",Arvind Chaudhary,25-Jun-2021 06:25 PM,26-Jun-2021 03:00 PM,techsummary_72602.pdf (569.68 KB),AOC,1.0,FDR - Fixed Deposit,PWD,Job 3 Construction of link road Haroli Majra Harol,2021_PWD_48432_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",Job 3 Construction of link road Haroli Majra Haroli Bankhandi via Police Station Banuali Haroli upto Khui main road Sub Head Construction of Cement Concrete Pavement length 450mtr. and C.O Retaining wall at RD.0-255 to 0-285 Under OTMNP,Job 3 Construction of link road Haroli Majra Haroli Bankhandi via Police Station Banuali Haroli upto Khui main road Sub Head Construction of Cement Concrete Pavement length 450mtr. and C.O Retaining wall at RD.0-255 to 0-285 Under OTMNP,Please refer to Bidding Documents ,NA ,,Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender ( Indicated in Schedule F),12-Jun-2021 10:00 AM,18-Jun-2021 11:00 AM,12-Jun-2021 10:30 AM,18-Jun-2021 09:00 AM,NA ,NA ,12-Jun-2021 10:30 AM,18-Jun-2021 09:00 AM,26-Jun-2021 03:00 PM,500.0,"Executive Engineer, Una Division, HPPWD, Una",Una,No,"40,500",No,fixed,,"Executive Engineer, Una Division, HPPWD, Una",Una,AOC
,,,,,,,,,,,,,,,,2.0,217742.0,HARDYAL SINGH GOVT. CONTRACTOR,18-Jun-2021 07:47 AM,Rejected-AOC,ok,27-Jul-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money ( Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3.0,217442.0,Nitish Thakur,16-Jun-2021 10:10 PM,Rejected-AOC,ok,27-Jul-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rule No.23 ),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4.0,217245.0,Rishi Kumar,17-Jun-2021 07:36 PM,Rejected-AOC,ok,27-Jul-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and copy of the latest return filed.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5.0,217487.0,Rohit Thakur,17-Jun-2021 06:02 PM,Rejected-AOC,ok,27-Jul-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and copy of latest return filed,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6.0,217785.0,Yog raj,17-Jun-2021 11:55 PM,Accepted-AOC,ok,27-Jul-2021 12:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,AOC
